address,apt,case,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,lat,lon
5501 SAN AMARO DR,,07003752,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-04-25,2007-04-25,0939,2007-04-25,0939,25.718434276415422,-80.27503194177866
1200 PAVIA ST,,07003753,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-04-25,2007-04-25,0945,2007-04-25,0945,25.7187631283207,-80.27555937734193
1300 MEMORIAL DR,,07003777,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-04-25,2007-04-25,1600,2007-04-25,1600,25.721196266912003,-80.27868281840205
5183 PONCE DE LEON BLVD,,07003799,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-04-26,2007-04-26,1007,2007-04-26,1007,25.719297762713037,-80.27281696147924
5100 UNIVERSITY DR,,07003807,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-04-26,2007-04-26,1039,2007-04-26,1039,25.7105267142194,-80.28406769858127
1306 STANFORD DR,RM 201,07003797,ZOE,SUSPICIOUS INCIDENT,2007-04-26,2007-04-24,1337,2007-04-24,1337,25.71977285700106,-80.27812445645745
1306 STANFORD DR,,07003806,FRB,FRAUD BY FALSE PRETENSE,2007-04-26,2007-04-25,1606,2007-04-26,1606,25.71977285700106,-80.27812445645745
5600 GEORGE E MERRICK ST,,07003805,ZOA,TRESPASS WARNING,2007-04-26,2007-04-26,1051,2007-04-26,1051,25.71628029800602,-80.28004636078482
1200 THEO DICKINSON DR,,07003818,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-04-26,2007-04-26,1500,2007-04-26,1500,25.711352136786296,-80.2816036808118
1320 CAMPO SANO AV,,07003828,FDC,FD OTHER FIRE,2007-04-26,2007-04-26,1709,2007-04-26,1709,25.723736395086576,-80.27639245014146
5665 PONCE DE LEON BLVD,,07003836,VAB,VANDALISM TO VEHICLE,2007-04-26,2007-04-26,1830,2007-04-26,1830,25.719125196944923,-80.28162703521292
1550 LEVANTE AV,,07003860,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-04-27,2007-04-27,1320,2007-04-27,1320,25.719108405289088,-80.28160301994993
1540 CORNICHE AV,104,07003838,ZOA,TRESPASS WARNING,2007-04-27,2007-04-27,0435,2007-04-27,0435,25.714293641991784,-80.28506427881112
5100 BRUNSON DR,,07003848,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-04-27,2007-04-26,2315,2007-04-27,2315,25.718615365539353,-80.27652023530274
5501 SAN AMARO DR,,07003856,PRA,PROPERTY FOUND IMPOUNDED,2007-04-27,2007-04-27,1210,2007-04-27,1210,25.711352136786296,-80.2816036808118
1527 ALBENGA AV,407,07003858,SCB,SIMPLE ASSAULT THREATS,2007-04-27,2007-04-24,1130,2007-04-25,1130,25.714124240467278,-80.28434891697904
1239 THEO DICKINSON DR,,07003907,DIB,DISTURBANCE OTHER,2007-04-29,2007-04-29,0300,2007-04-29,0300,25.71323173879589,-80.28469842287451
1239 THEO DICKINSON DR,1204,07003908,PRB,PROPERTY LOST,2007-04-29,2007-04-29,0350,2007-04-29,0350,25.71323173879589,-80.28469842287451
1239 THEO DICKINSON DR,W110,07003910,ZOD,INCIDENT REPORT,2007-04-29,2007-04-29,0400,2007-04-29,0400,25.711352136786296,-80.2816036808118
1244 STANFORD DR,,07003924,THK,THEFT OTHER,2007-04-29,2007-04-29,1500,2007-04-29,1500,25.71971123039194,-80.27447609753149
5501 SAN AMARO DR,,07003947,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-04-30,2007-04-30,1401,2007-04-30,1401,25.71632007045914,-80.28008842991694
1231 THEO DICKINSON DR.,PT516,07003938,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-04-30,2007-04-24,1030,2007-04-24,1030,25.71392557574567,-80.28389079203012
5821 SAN AMARO DR,,07003943,THK,THEFT OTHER,2007-04-30,2007-03-08,0845,2007-03-08,0845,25.716489582553667,-80.27973208431342
5665 PONCE DE LEON BLVD,,07003965,PRA,PROPERTY FOUND IMPOUNDED,2007-04-30,2007-04-30,2300,2007-04-30,2300,25.72111506720522,-80.27983747516652
1244 STANFORD DR,,07004004,SCA,SIMPLE BATTERY,2007-05-01,2007-05-01,1901,2007-05-01,1901,25.71971123039194,-80.27447609753149
5665 PONCE DE LEON BLVD,,07004013,FRL,FRAUD OTHER JURISDICTION,2007-05-01,2007-05-01,1800,2007-05-01,1800,25.72111506720522,-80.27983747516652
1300 MEMORIAL DR,,07004028,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-02,2007-05-02,1010,2007-05-02,1010,25.721196266912003,-80.27868281840205
1541 BRESCIA AV,,07004025,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-02,2007-05-02,0902,2007-05-02,0902,25.712123241504035,-80.28473140399639
1245 THEO DICKINSON DR,,07004026,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-02,2007-05-02,0940,2007-05-02,0940,25.718532406094884,-80.27631401996295
5800 SAN AMARO DR,,07004057,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-02,2007-05-02,1933,2007-05-02,1933,25.711790017248777,-80.28411480668326
1560 LIGURIA AV,,07004014,ZOD,INCIDENT REPORT,2007-05-02,2007-05-02,0001,2007-05-02,0.000,25.712811161047878,-80.28501348640023
1525 ALBENGA AV,,07004016,ZOE,SUSPICIOUS INCIDENT,2007-05-02,2007-05-02,0238,2007-05-02,0238,25.71429767986821,-80.28433797816082
1560 LIGURIA AV,204,07004018,BUA,BURGLARY RESIDENTIAL,2007-05-02,2007-05-02,0355,2007-05-02,0355,25.712811161047878,-80.28501348640023
1560 LIGURIA AV,204,07004018,SCB,SIMPLE ASSAULT THREATS,2007-05-02,2007-05-02,0355,2007-05-02,0355,25.712811161047878,-80.28501348640023
1560 LIGURIA AV,204,07004018,VAC,VANDALISM TO PERSONAL PROPERTY,2007-05-02,2007-05-02,0355,2007-05-02,0355,25.712811161047878,-80.28501348640023
1300 MEMORIAL DR,,07004050,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-02,2007-05-02,1600,2007-05-02,1600,25.721196266912003,-80.27868281840205
1300 MEMORIAL DR,,07004064,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-02,2007-05-02,2115,2007-05-02,2115,25.721196266912003,-80.27868281840205
5615 PAVIA ST,,07004079,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-03,2007-05-03,1355,2007-05-03,1354,25.71778509367132,-80.27612002050361
1101 STANFORD DR,,07004068,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-03,2007-05-03,0853,2007-05-03,0853,25.716159782815375,-80.28011770154963
1223 THEO DICKINSON DR,,07004091,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-03,2007-05-02,1200,2007-05-02,1200,25.72027046606231,-80.27891086228847
5615 PAVIA ST,,07004108,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-04,2007-05-04,1039,2007-05-04,1039,25.71778509367132,-80.27612002050361
1211 THEO DICKINSON DR,,07004104,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-04,2007-05-04,0939,2007-05-04,0939,25.724041212797136,-80.27669055053613
1306 STANFORD DR,,07004123,SCE,SIMPLE HARASSMENT,2007-05-04,2007-05-04,1055,2007-05-04,1055,25.71977285700106,-80.27812445645745
5183 PONCE DE LEON BLVD,,07004133,ALA,ALCOHOL JUVENILE VIOLATION,2007-05-05,2007-05-05,0020,2007-05-05,0.013,25.719297762713037,-80.27281696147924
1300 MEMORIAL DR,,07004149,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-05,2007-05-05,1240,2007-05-05,1240,25.721196266912003,-80.27868281840205
1320 CAMPO SANO AV,,07004159,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2007-05-05,2007-05-05,2055,2007-05-05,2055,25.71141373570675,-80.28166423514647
1231 THEO DICKINSON DR,202,07004161,PRA,PROPERTY FOUND IMPOUNDED,2007-05-05,2007-05-05,2340,2007-05-05,2340,25.72371810123015,-80.27641515918474
1231 THEO DICKINSON DR,202,07004161,ZOJ,BAKER MARCHMAN ACT,2007-05-05,2007-05-05,2340,2007-05-05,2340,25.715125217993485,-80.28319471365452
5638 MERRICK DR,,07004100,ALA,ALCOHOL JUVENILE VIOLATION,2007-05-06,2007-05-04,0726,2007-05-04,0726,25.718434276415422,-80.27503194177866
1241 THEO DICKINSON DR,,07004202,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-07,2007-05-07,1230,2007-05-07,1230,25.71570302473251,-80.28107411276564
1211 THEO DICKINSON DR,,07004192,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-07,2007-05-07,1040,2007-05-07,1040,25.716536703525247,-80.27976347885885
1311 MEMORIAL DR,,07004199,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-07,2007-05-07,1245,2007-05-07,1245,25.716536703525247,-80.27976347885885
5100 BRUNSON DR,,07004209,THB,THEFT OF AUTO PART ACCESSORY,2007-05-07,2007-05-07,1130,2007-05-07,1130,25.71800217722576,-80.27350189670004
1300 MEMORIAL DR,,07004210,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-07,2007-05-07,1530,2007-05-07,1530,25.721196266912003,-80.27868281840205
1300 MEMORIAL DR,,07004238,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-08,2007-05-08,1405,2007-05-08,1405,25.721196266912003,-80.27868281840205
5050 BRUNSON DR,,07004232,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-08,2007-05-08,1000,2007-05-08,1000,25.72300554288966,-80.27628619953488
5665 PONCE DE LEON BLVD,,07004242,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-08,2007-05-08,1530,2007-05-08,1530,25.716489582553667,-80.27973208431342
5821 SAN AMARO DR,,07004259,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-09,2007-05-09,0905,2007-05-09,0905,25.7183740570069,-80.27509438869205
5100 BRUNSON DR,,07004263,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-09,2007-05-09,1030,2007-05-09,1030,25.71141373570675,-80.28166423514647
1300 CAMPO SANO AV,,07004269,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-09,2007-05-09,1143,2007-05-09,1143,25.714516130406416,-80.27850686431186
6000 SAN AMARO DR,,07004254,SCB,SIMPLE ASSAULT THREATS,2007-05-09,2007-05-09,0044,2007-05-09,0.030,25.713171124351142,-80.28482142527133
6000 SAN AMARO DR,,07004254,SCE,SIMPLE HARASSMENT,2007-05-09,2007-05-09,0044,2007-05-09,0.030,25.713171124351142,-80.28482142527133
1241 THEO DICKINSON DR,,07004271,VAB,VANDALISM TO VEHICLE,2007-05-09,2007-05-07,1200,2007-05-09,1200,25.71570302473251,-80.28107411276564
5185 PONCE DE LEON BLVD,,07004280,PRB,PROPERTY LOST,2007-05-09,2007-05-09,1748,2007-05-09,1748,25.71327090667248,-80.28318380584697
1306 STANFORD DR,,07004284,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-09,2007-05-09,1700,2007-05-09,1700,25.71977285700106,-80.27812445645745
5185 PONCE DE LEON BLVD,324,07004285,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-09,2007-05-09,1100,2007-05-09,1100,25.71327090667248,-80.28318380584697
5665 PONCE DE LEON BLVD,,07004291,THC,THEFT FROM MOTOR VEHICLE,2007-05-09,2007-05-09,2100,2007-05-09,2100,25.71646603529654,-80.27971628066723
1500 LIGURIA AV,BLK,07004293,ALA,ALCOHOL JUVENILE VIOLATION,2007-05-10,2007-05-10,0140,2007-05-10,0.069,25.71448153229129,-80.27855417960316
1231 THEO DICKINSON DR,,07004294,ALA,ALCOHOL JUVENILE VIOLATION,2007-05-10,2007-05-10,0150,2007-05-10,0.076,25.72111506720522,-80.27983747516652
1231 THEO DICKINSON DR,M417,07004297,VAA,VANDALISM TO STRUCTURE,2007-05-10,2007-05-09,1624,2007-05-09,1623,25.71722419007713,-80.27835670817436
5665 PONCE DE LEON BLVD,,07004300,ZOA,TRESPASS WARNING,2007-05-10,2007-05-10,1111,2007-05-10,1111,25.71722419007713,-80.27835670817436
1216 THEO DICKINSON DR,,07004316,ASA,ASSIST LAW AGENCY,2007-05-10,2007-05-10,1538,2007-05-10,1538,25.716840050842986,-80.27841804242468
1216 THEO DICKINSON DR,,07004316,ZOA,TRESPASS WARNING,2007-05-10,2007-05-10,1538,2007-05-10,1538,25.716840050842986,-80.27841804242468
1565 LIGURIA AV,208,07004324,BUA,BURGLARY RESIDENTIAL,2007-05-10,2007-05-08,1900,2007-05-10,1900,25.713553742258323,-80.28502866509548
1565 LIGURIA AV,208,07004324,THK,THEFT OTHER,2007-05-10,2007-05-08,1900,2007-05-10,1900,25.713553742258323,-80.28502866509548
1231 THEO DICKINSON DR,,07004326,PRA,PROPERTY FOUND IMPOUNDED,2007-05-10,2007-05-10,1915,2007-05-10,1915,25.718762439416892,-80.27549274350112
5200 PONCE DE LEON BLVD,BLK,07004295,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2007-05-11,2007-05-10,0427,2007-05-10,0427,25.71708412135645,-80.28299010917284
1525 ALBENGA AV,,07004296,DCC,DISORDERLY INTOXICATION,2007-05-11,2007-05-10,0456,2007-05-10,0456,25.71429767986821,-80.28433797816082
1211 THEO DICKINSON DR,,07004352,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-11,2007-05-11,1310,2007-05-11,1309,25.718434276415422,-80.27503194177866
1245 DAUER DR,,07004354,ZOD,INCIDENT REPORT,2007-05-11,2007-05-11,1440,2007-05-11,1439,25.715287927089246,-80.27935830082713
1252 MEMORIAL DR,RM 713,07004370,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-11,2007-05-09,2200,2007-05-11,2200,25.721907300646592,-80.27794526087081
1306 STANFORD DR,,07004387,PRB,PROPERTY LOST,2007-05-12,2007-05-11,2200,2007-05-11,2200,25.71977285700106,-80.27812445645745
1211 THEO DICKINSON DR,361,07004386,BUA,BURGLARY RESIDENTIAL,2007-05-12,2007-05-12,1300,2007-05-12,1300,25.71736355214931,-80.27795780537444
1211 THEO DICKINSON DR,361,07004386,THK,THEFT OTHER,2007-05-12,2007-05-12,1300,2007-05-12,1300,25.71736355214931,-80.27795780537444
1213 WILLIAM E WALSH AV,,07004405,VAC,VANDALISM TO PERSONAL PROPERTY,2007-05-13,2007-05-13,0208,2007-05-13,0.088,25.71656841751981,-80.27757062671246
1203 WILLIAM E WALSH AV,41L,07004416,BUA,BURGLARY RESIDENTIAL,2007-05-13,2007-05-13,0900,2007-05-13,0900,25.716855014649777,-80.27717073218628
1203 WILLIAM E WALSH AV,41L,07004416,THK,THEFT OTHER,2007-05-13,2007-05-13,0900,2007-05-13,0900,25.716855014649777,-80.27717073218628
1301 STANFORD DR,,07004433,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-14,2007-05-14,1220,2007-05-14,1220,25.71936447746063,-80.2755593642569
5600 SAN AMARO DR,,07004438,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-14,2007-05-14,1425,2007-05-14,1425,25.715125217993485,-80.28319471365452
1244 STANFORD DR,,07004431,THK,THEFT OTHER,2007-05-14,2007-05-09,0800,2007-05-10,0800,25.71971123039194,-80.27447609753149
1306 STANFORD DR,,07004426,ZOA,TRESPASS WARNING,2007-05-14,2007-05-14,0943,2007-05-14,0943,25.71977285700106,-80.27812445645745
5801 PONCE DE LEON BLVD,,07004500,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-16,2007-05-16,1335,2007-05-16,1334,25.71743558347679,-80.27800235221855
1551 BRESCIA AVE,,07004528,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-17,2007-05-17,0830,2007-05-17,0830,25.721936960338606,-80.27461831046706
1570 LIGURIA AV,,07004523,PRC,PROPERTY DAMAGED,2007-05-17,2007-05-17,0730,2007-05-17,0730,25.712806565572322,-80.28517828157825
1301 STANFORD DR,,07004548,ZOA,TRESPASS WARNING,2007-05-17,2007-05-17,1607,2007-05-17,1607,25.71936447746063,-80.2755593642569
1550 BRESCIA AV,,07004550,ZOA,TRESPASS WARNING,2007-05-17,2007-05-17,1700,2007-05-17,1700,25.71143226839628,-80.28466423921704
5615 PAVIA ST,,07004580,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-18,2007-05-18,1430,2007-05-18,1430,25.71778509367132,-80.27612002050361
5801 SAN AMARO DR,,07004570,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-18,2007-05-18,0910,2007-05-18,0910,25.718689408948986,-80.27553516115512
5202 UNIVERSITY DR,212,07004573,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-18,2007-05-10,1400,2007-05-11,1400,25.721030026647114,-80.27619117435918
1211 THEO DICKINSON DR,,07004630,VAA,VANDALISM TO STRUCTURE,2007-05-21,2007-05-21,0239,2007-05-21,0239,25.71757528271388,-80.2740665638738
1535 LEVANTE AV,,07004642,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-21,2007-05-12,2300,2007-05-14,2300,25.710636508796103,-80.28484146697697
1241 THEO DICKINSON DR,,07004678,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-22,2007-05-22,0817,2007-05-22,0817,25.71570302473251,-80.28107411276564
1365 MEMORIAL DR,,07004679,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-22,2007-05-22,0910,2007-05-22,0910,25.71638832810958,-80.27694166650556
1213 WILLIAM E WALSH AV,,07004691,ZOA,TRESPASS WARNING,2007-05-22,2007-05-22,1535,2007-05-22,1535,25.71656841751981,-80.27757062671246
5615 PAVIA ST,,07004708,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-23,2007-05-23,0920,2007-05-23,0920,25.71778509367132,-80.27612002050361
5615 PAVIA ST,,07004710,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-23,2007-05-23,0920,2007-05-23,0920,25.71778509367132,-80.27612002050361
1211 THEO DICKINSON DR,,07004716,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-23,2007-05-23,1255,2007-05-23,1255,25.718532406094884,-80.27631401996295
1365 MEMORIAL DR,515A,07004709,ZOE,SUSPICIOUS INCIDENT,2007-05-23,2007-05-17,1400,2007-05-23,1400,25.71743558347679,-80.27800235221855
1365 MEMORIAL DR,,07004745,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-24,2007-05-24,0915,2007-05-24,0915,25.711838318668732,-80.28430834613091
1500 LEVANTE AV,,07004746,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-24,2007-05-24,1005,2007-05-24,1005,25.72112352327797,-80.28045209196092
5600 SAN AMARO DR,,07004749,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-05-24,2007-05-24,1018,2007-05-24,1018,25.71708412135645,-80.28299010917284
1306 STANFORD DR,,07004757,ZOC,HAZARDOUS SITUATION CONTAMINANT,2007-05-24,2007-05-24,1113,2007-05-24,1113,25.71977285700106,-80.27812445645745
5900 PONCE DE LEON BLVD,BLK,07004838,STC,STOLEN PROPERTY RECOVERY,2007-05-27,2007-05-27,1844,2007-05-27,1844,25.721950573890698,-80.2746448048272
5900 PONCE DE LEON BLVD,BLK,07004838,VEG,VEHICLE VESSEL STOLEN RECOVERY,2007-05-27,2007-05-27,1844,2007-05-27,1844,25.7187631283207,-80.27555937734193
1535 LEVANTE AV,,07004863,BUB,BURGLARY NON RESIDENTIAL,2007-05-29,2007-05-26,0730,2007-05-29,0730,25.710636508796103,-80.28484146697697
1535 LEVANTE AV,,07004861,THE,THEFT FROM BOAT,2007-05-29,2007-05-25,1730,2007-05-29,1730,25.710636508796103,-80.28484146697697
1245 DAUER DR,,07004874,FDD,FD INJURED PERSON,2007-05-29,2007-05-29,1205,2007-05-29,1204,25.715287927089246,-80.27935830082713
1570 LIGURIA AV,309,07004903,ZOE,SUSPICIOUS INCIDENT,2007-05-29,2007-05-23,1500,2007-05-23,1500,25.712806565572322,-80.28517828157825
1530 LIGURIA AV,,07004906,THC,THEFT FROM MOTOR VEHICLE,2007-05-30,2007-05-30,0223,2007-05-30,0.099,25.711291578988728,-80.28315180995982
5030 BRUNSON DR,203,07004911,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-05-30,2007-05-29,1245,2007-05-29,1245,25.722812801803922,-80.27678890253769
1245 DAUER DR,,07004918,THK,THEFT OTHER,2007-05-30,2007-05-30,1000,2007-05-30,1000,25.715287927089246,-80.27935830082713
5030 BRUNSON DR,,07004923,FRE,FRAUD BY IDENTITY THEFT IMPERSONATION,2007-05-30,2007-05-29,1200,2007-05-29,1200,25.722812801803922,-80.27678890253769
5665 PONCE DE LEON BLVD,,07004931,FDD,FD INJURED PERSON,2007-05-30,2007-05-30,1730,2007-05-30,1730,25.714498776400326,-80.27853053747825
5665 PONCE DE LEON BLVD,,07004954,FDB,FD VEHICLE VESSEL FIRE,2007-05-31,2007-05-31,1248,2007-05-31,1248,25.71120310470187,-80.2818792505721
1314 MILLER DR,,07004941,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2007-05-31,2007-05-31,0007,2007-05-31,0.004,25.719678137876816,-80.27947429490885
1314 MILLER DR,,07004941,ZOA,TRESPASS WARNING,2007-05-31,2007-05-31,0007,2007-05-31,0.004,25.719678137876816,-80.27947429490885
5100 PONCE DE LEON BLVD,BLK,07004965,ALA,ALCOHOL JUVENILE VIOLATION,2007-05-31,2007-05-24,0100,2007-05-24,0.041,25.714516130406416,-80.27850686431186
5100 PONCE DE LEON BLVD,BLK,07004965,FRK,FRAUD OTHER,2007-05-31,2007-05-24,0100,2007-05-24,0.041,25.713265277468306,-80.28394179020208
5100 PONCE DE LEON BLVD,BLK,07004965,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2007-05-31,2007-05-24,0100,2007-05-24,0.041,25.717321665332882,-80.27386840422221
1252 MEMORIAL DR,325,07005072,ZOE,SUSPICIOUS INCIDENT,2007-06-04,2007-05-30,1130,2007-05-30,1130,25.721907300646592,-80.27794526087081
1204 THEO DICKINSON DR,,07005062,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2007-06-04,2007-06-04,1213,2007-06-04,1212,25.717225286505364,-80.27760441214325
1204 THEO DICKINSON DR,,07005062,ZOA,TRESPASS WARNING,2007-06-04,2007-06-04,1213,2007-06-04,1212,25.717225286505364,-80.27760441214325
5200 BRUNSON DR,,07005101,320.061,TAG UNLAWFUL ALTERATION,2007-06-05,2007-06-05,1037,2007-06-05,1037,25.72233854833868,-80.27542005881806
1101 STANFORD DR,326,07005107,SCA,SIMPLE BATTERY,2007-06-05,2007-06-02,0800,2007-06-02,0800,25.72195625210842,-80.27464136853509
1311 MILLER DR,,07005118,ZOE,SUSPICIOUS INCIDENT,2007-06-05,2007-06-05,0140,2007-06-05,0.069,25.724041212797136,-80.27669055053613
5050 BRUNSON DR,,07005148,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-07,2007-06-07,0950,2007-06-07,0950,25.72300554288966,-80.27628619953488
5050 BRUNSON DR,,07005149,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-07,2007-06-07,0950,2007-06-07,0950,25.72300554288966,-80.27628619953488
5200 UNIVERSITY DR,,07005147,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-07,2007-06-07,0915,2007-06-07,0915,25.721804711205937,-80.27521234578398
1204 THEO DICKINSON DR,,07005141,ZOA,TRESPASS WARNING,2007-06-07,2007-06-06,2302,2007-06-06,2302,25.717225286505364,-80.27760441214325
5501 SAN AMARO DR,,07005159,FDD,FD INJURED PERSON,2007-06-07,2007-06-07,1656,2007-06-07,1656,25.71141373570675,-80.28166423514647
1507 LEVANTE AV,,07005186,PRC,PROPERTY DAMAGED,2007-06-08,2007-06-08,1520,2007-06-08,1520,25.710965995248824,-80.28415508618453
1300 CAMPO SANO AV,,07005177,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-09,2007-06-09,0955,2007-06-09,0955,25.71141373570675,-80.28166423514647
5250 UNIVERSITY DR,,07005221,ZOA,TRESPASS WARNING,2007-06-10,2007-06-10,0232,2007-06-10,0232,25.721923967662597,-80.27877465871012
1306 STANFORD DR,,07005230,PRB,PROPERTY LOST,2007-06-10,2007-06-10,1730,2007-06-10,1730,25.71977285700106,-80.27812445645745
5665 PONCE DE LEON BLVD,,07005250,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-11,2007-06-11,1250,2007-06-11,1249,25.718532406094884,-80.27631401996295
5665 PONCE DE LEON BLVD,,07005252,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-11,2007-06-11,1315,2007-06-11,1315,25.721923967662597,-80.27877465871012
1111 MEMORIAL DR,,07005284,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-12,2007-06-12,1012,2007-06-12,1012,25.722570062462804,-80.27724415545623
5615 PAVIA ST,,07005296,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-12,2007-06-12,1340,2007-06-12,1340,25.71778509367132,-80.27612002050361
5615 PAVIA ST,,07005297,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-12,2007-06-12,1415,2007-06-12,1415,25.71778509367132,-80.27612002050361
5665 PONCE DE LEON BLVD,,07005277,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-12,2007-06-12,0900,2007-06-12,0900,25.720093404513193,-80.2793424699539
1241 THEO DICKINSON DR,,07005307,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2007-06-12,2007-06-12,1900,2007-06-12,1900,25.71570302473251,-80.28107411276564
1111 MEMORIAL DR,,07005316,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-13,2007-06-13,0952,2007-06-13,0952,25.722570062462804,-80.27724415545623
1228 THEO DICKINSON DR,,07005325,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-13,2007-06-13,1548,2007-06-13,1548,25.716565340887403,-80.27908974903902
1245 THEO DICKINSON DR,,07005313,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-13,2007-06-13,0940,2007-06-13,0940,25.718763100958853,-80.27555940788054
1111 MEMORIAL DR,,07005338,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-14,2007-06-14,1029,2007-06-14,1029,25.722570062462804,-80.27724415545623
1211 THEO DICKINSON DR,,07005337,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-14,2007-06-14,1011,2007-06-14,1011,25.71141373570675,-80.28166423514647
1365 MEMORIAL DR,,07005353,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-14,2007-06-14,1440,2007-06-14,1439,25.71247272372868,-80.28514261599008
1228 THEO DICKINSON DR,,07005384,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2007-06-15,2007-06-15,1032,2007-06-15,1032,25.716565340887403,-80.27908974903902
