Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,DATEofReport,REP_DATE,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
5150 BRUNSON DR,,10003020,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/13/10,04/13/10,10/04/13,04/11/10,2100,04/11/10,21:00 a12/p12,#N/A,#N/A,#N/A,,
5500 SAN AMARO DR,BLK,10003026,,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/13/10,04/13/10,10/04/13,04/13/10,1600,04/13/10,16:00 a12/p12,#N/A,#N/A,#N/A,,
5500 SAN AMARO DR,BLK,10003026,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/13/10,04/13/10,10/04/13,04/13/10,1600,04/13/10,16:00 a12/p12,#N/A,#N/A,#N/A,,
5250 UNIVERSITY DR,,10003032,,FDD,FD SICK/INJURED PERSON,07U,04/13/10,04/13/10,10/04/13,04/13/10,1810,04/13/10,18:10 a12/p12,#N/A,#N/A,#N/A,,
1311 MILLER DR,,10003033,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/13/10,04/13/10,10/04/13,04/13/10,1715,04/13/10,17:15 a12/p12,12,893271.02899999998,504868.64199999999,,
1311 MILLER DR,,10003033,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/13/10,04/13/10,10/04/13,04/13/10,1715,04/13/10,17:15 a12/p12,#N/A,#N/A,#N/A,,
1561 LIGURIA DR ( BLDG 6),306,10003035,1,TVE,THEFT OF BICYCLE,07U,04/13/10,04/13/10,10/04/13,04/13/10,1830,04/13/10,18:30 a12/p12,103,891566.97100000002,501944.41700000002,,
1561 LIGURIA DR ( BLDG 6),306,10003035,,TVE,THEFT OF BICYCLE,07U,04/13/10,04/13/10,10/04/13,04/13/10,1830,04/13/10,18:30 a12/p12,#N/A,#N/A,#N/A,,
5050 BRUNSON DR,,10003049,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/14/10,04/14/10,10/04/14,04/14/10,1354,04/14/10,13:54 a12/p12,20,894420.18700000003,505665.27899999998,,
1101 STANFORD DR,546,10003038,,FDD,FD SICK/INJURED PERSON,07U,04/14/10,04/14/10,10/04/14,04/14/10,0145,04/14/10,01:45 a12/p12,#N/A,#N/A,#N/A,,
1101 STANFORD DR,,10003037,,DCC,DISORDERLY INTOXICATION,07U,04/14/10,04/14/10,10/04/14,04/14/10,0135,04/14/10,01:35 a12/p12,#N/A,#N/A,#N/A,,
1101 STANFORD DR,,10003037,,FDD,FD SICK/INJURED PERSON,07U,04/14/10,04/14/10,10/04/14,04/14/10,0135,04/14/10,01:35 a12/p12,#N/A,#N/A,#N/A,,
1101 STANFORD DR,,10003037,,ZOM,INTOXICATED PERSON,07U,04/14/10,04/14/10,10/04/14,04/14/10,0135,04/14/10,01:35 a12/p12,#N/A,#N/A,#N/A,,
1228 THEO DICKINSON DR,,10003067,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/15/10,04/15/10,10/04/15,04/15/10,0924,04/15/10,09:24 a12/p12,63,893509.95700000005,503319.49900000001,,
1300 MEMORIAL DR,,10003094,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/15/10,04/15/10,10/04/15,04/15/10,1758,04/15/10,17:58 a12/p12,16,893634.74199999997,505003.36800000002,,
1535 LEVANTE AV,,10003064,,THK,THEFT OTHER,07U,04/15/10,04/15/10,10/04/15,04/15/10,0630,04/15/10,06:30 a12/p12,94,891627.89,501154.33500000002,,
1535 LEVANTE AV,,10003064,,ZOA,TRESPASS WARNING,07U,04/15/10,04/15/10,10/04/15,04/15/10,0630,04/15/10,06:30 a12/p12,94,891627.89,501154.33500000002,,
1228 THEO DICKINSON DR,,10003078,,VAC,VANDALISM TO PROPERTY,07U,04/15/10,04/15/10,10/04/15,04/09/10,1600,04/12/10,16:00 a12/p12,63,893509.95700000005,503319.49900000001,,
1241 THEO DICKINSON DR,,10003106,,ZOE,SUSPICIOUS INCIDENT,07U,04/16/10,04/16/10,10/04/16,04/16/10,1020,04/16/10,10:20 a12/p12,81,892858.31700000004,503002.52299999999,,
1101 STANFORD DR,512,10003138,,FDD,FD SICK/INJURED PERSON,07U,04/17/10,04/17/10,10/04/17,04/17/10,0446,04/17/10,04:46 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,,10003163,,FDD,FD SICK/INJURED PERSON,07U,04/18/10,04/18/10,10/04/18,04/18/10,0030,04/18/10,00:30 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,,10003163,,ZOM,INTOXICATED PERSON,07U,04/18/10,04/18/10,10/04/18,04/18/10,0030,04/18/10,00:30 a12/p12,#N/A,#N/A,#N/A,,
1101 STANFORD DR,,10003194,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/19/10,04/19/10,10/04/19,04/19/10,0925,04/19/10,09:25 a12/p12,#N/A,#N/A,#N/A,,
5665 PONCE DE LEON BLVD,,10003186,,SCB,SIMPLE ASSAULT / THREATS,07U,04/19/10,04/19/10,10/04/19,04/19/10,0002,04/19/10,00:02 a12/p12,#N/A,#N/A,#N/A,,
5665 PONCE DE LEON BLVD,,10003186,,ZOA,TRESPASS WARNING,07U,04/19/10,04/19/10,10/04/19,04/19/10,0002,04/19/10,00:02 a12/p12,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,,10003235,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/20/10,04/20/10,10/04/20,04/20/10,1117,04/20/10,11:17 a12/p12,#N/A,#N/A,#N/A,,
5185 PONCE DE LEON BLVD,648,10003229,1,SCA,SIMPLE BATTERY,07U,04/20/10,04/20/10,10/04/20,04/20/10,0205,04/20/10,02:05 a12/p12,130,895341.32,504085.989,,
5185 PONCE DE LEON BLVD,648,10003229,,SCA,SIMPLE BATTERY,07U,04/20/10,04/20/10,10/04/20,04/20/10,0205,04/20/10,02:05 a12/p12,#N/A,#N/A,#N/A,,
1300 MEMORIAL DR,,10003228,,ZOA,TRESPASS WARNING,07U,04/20/10,04/20/10,10/04/20,04/20/10,0137,04/20/10,01:37 a12/p12,16,893634.74199999997,505003.36800000002,,
1239 THEO DICKINSON DR,,10003217,,ZOD,INCIDENT REPORT,07U,04/20/10,04/20/10,10/04/20,04/15/10,2200,04/16/10,22:00 a12/p12,#N/A,#N/A,#N/A,,
1500 LEVANTE AV,BLK,10003238,,ROD,ROBBERY STRONGARM,07U,04/20/10,04/20/10,10/04/20,04/20/10,1300,04/20/10,13:00 a12/p12,#N/A,#N/A,#N/A,,
5665 PONCE DE LEON BLVD,535,10003236,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/20/10,04/20/10,10/04/20,04/16/10,1010,04/19/10,10:10 a12/p12,123,893056.50699999998,501950.05499999999,,
5665 PONCE DE LEON BLVD,535,10003236,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/20/10,04/20/10,10/04/20,04/16/10,1010,04/19/10,10:10 a12/p12,#N/A,#N/A,#N/A,,
1111 MEMORIAL DR,206,10003244,,FDD,FD SICK/INJURED PERSON,07U,04/20/10,04/20/10,10/04/20,04/20/10,1458,04/20/10,14:58 a12/p12,18,894105.66599999997,505505.27299999999,,
1241 THEO DICKINSON DR,,10003251,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/20/10,04/20/10,10/04/20,04/20/10,1745,04/20/10,17:45 a12/p12,81,892858.31700000004,503002.52299999999,,
6299 SAN AMARO DR,,10003253,,FDD,FD SICK/INJURED PERSON,07U,04/20/10,04/20/10,10/04/20,04/20/10,1850,04/20/10,18:50 a12/p12,#N/A,#N/A,#N/A,,
1241 THEO DICKINSON DR,,10003258,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/21/10,04/21/10,10/04/21,04/21/10,0931,04/21/10,09:31 a12/p12,81,892858.31700000004,503002.52299999999,,
1213 WILLIAM E WALSH AV,42L2,10003256,,FDD,FD SICK/INJURED PERSON,07U,04/21/10,04/21/10,10/04/21,04/21/10,0042,04/21/10,00:42 a12/p12,59,894010.11800000002,503323.35100000002,,
1213 WILLIAM E WALSH AV,42L2,10003256,,ZOJ,BAKER / MARCHMAN ACT,07U,04/21/10,04/21/10,10/04/21,04/21/10,0042,04/21/10,00:42 a12/p12,59,894010.11800000002,503323.35100000002,,
1216 THEO DICKINSON DR,36G,10003265,,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,04/21/10,04/21/10,10/04/21,04/21/10,1425,04/21/10,14:25 a12/p12,62,893730.56900000002,503420.55200000003,,
1216 THEO DICKINSON DR,36G,10003265,,ZOK,SPECIAL INVESTIGATION,07U,04/21/10,04/21/10,10/04/21,04/21/10,1425,04/21/10,14:25 a12/p12,62,893730.56900000002,503420.55200000003,,
5615 PAVIA ST,,10003273,,THC,THEFT FROM MOTOR VEHICLE,07U,04/21/10,04/21/10,10/04/21,04/21/10,1406,04/21/10,14:06 a12/p12,54,894485.30200000003,503768.17499999999,,
5100 BRUNSON DR,,10003276,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/21/10,04/21/10,10/04/21,04/20/10,1600,04/20/10,16:00 a12/p12,#N/A,#N/A,#N/A,,
1306 STANFORD DR,,10003274,,ZOA,TRESPASS WARNING,07U,04/21/10,04/21/10,10/04/21,04/21/10,1812,04/21/10,18:12 a12/p12,31,893821.40300000005,504487.02600000001,,
1306 STANFORD DR,,10003274,,ZOE,SUSPICIOUS INCIDENT,07U,04/21/10,04/21/10,10/04/21,04/21/10,1812,04/21/10,18:12 a12/p12,31,893821.40300000005,504487.02600000001,,
1311 MILLER DR,,10003298,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/22/10,04/22/10,10/04/22,04/22/10,1130,04/22/10,11:30 a12/p12,#N/A,#N/A,#N/A,,
1150 STANFORD DR,,10003306,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/22/10,04/22/10,10/04/22,04/20/10,1100,04/20/10,11:00 a12/p12,133,894933.25600000005,503710.15,,
1111 MEMORIAL DR,,10003317,,ZOD,INCIDENT REPORT,07U,04/22/10,04/22/10,10/04/22,04/21/10,1330,04/21/10,13:30 a12/p12,18,894105.66599999997,505505.27299999999,,
1211 THEO DICKINSON DR,,10003318,,ZOA,TRESPASS WARNING,07U,04/22/10,04/22/10,10/04/22,04/22/10,1843,04/22/10,18:43 a12/p12,#N/A,#N/A,#N/A,,
5665 PONCE DE LEON BLVD,414,10003305,,FRE,FRAUD BY IDENTITY THEFT / IMPERSONATION,07U,04/23/10,04/23/10,10/04/23,04/16/10,1200,04/22/10,12:00 a12/p12,#N/A,#N/A,#N/A,,
5665 PONCE DE LEON BLVD,414,10003305,,FRJ,FRAUD ELECTRONIC / COMPUTER / WIRE,07U,04/23/10,04/23/10,10/04/23,04/16/10,1200,04/22/10,12:00 a12/p12,#N/A,#N/A,#N/A,,
1111 MEMORIAL DR,,10003340,,THK,THEFT OTHER,07U,04/23/10,04/23/10,10/04/23,04/22/10,1850,04/22/10,18:50 a12/p12,18,894105.66599999997,505505.27299999999,,
1101 STANFORD DR,427 MT,10003350,,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/24/10,04/24/10,10/04/24,04/24/10,0030,04/24/10,00:30 a12/p12,#N/A,#N/A,#N/A,,
1111 MEMORIAL DR,,10003367,,PRB,PROPERTY LOST,07U,04/24/10,04/24/10,10/04/24,04/24/10,2052,04/24/10,20:52 a12/p12,18,894105.66599999997,505505.27299999999,,
1101 STANFORD DR,M635,10003370,,BUA,BURGLARY RESIDENTIAL,07U,04/25/10,04/25/10,10/04/25,04/24/10,2338,04/25/10,23:38 a12/p12,#N/A,#N/A,#N/A,,
1101 STANFORD DR,M635,10003370,,THM,THEFT FROM BURGLARY,07U,04/25/10,04/25/10,10/04/25,04/24/10,2338,04/25/10,23:38 a12/p12,#N/A,#N/A,#N/A,,
5821 SAN AMARO DR,,10003371,1,ROD,ROBBERY STRONGARM,07U,04/25/10,04/25/10,10/04/25,04/25/10,0335,04/25/10,03:35 a12/p12,688,892620.36,502978.46500000003,,
5821 SAN AMARO DR,,10003371,,ROD,ROBBERY STRONGARM,07U,04/25/10,04/25/10,10/04/25,04/25/10,0335,04/25/10,03:35 a12/p12,#N/A,#N/A,#N/A,,
1300 MEMORIAL DR,,10003373,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/25/10,04/25/10,10/04/25,04/18/10,2000,04/19/10,20:00 a12/p12,16,893634.74199999997,505003.36800000002,,
1306 STANFORD DR,,10003375,,FDD,FD SICK/INJURED PERSON,07U,04/25/10,04/25/10,10/04/25,04/25/10,1314,04/25/10,13:14 a12/p12,31,893821.40300000005,504487.02600000001,,
1200 THEO DICKINSON DR,BLK,10003384,,VAC,VANDALISM TO PROPERTY,07U,04/26/10,04/26/10,10/04/26,04/23/10,2200,04/25/10,22:00 a12/p12,#N/A,#N/A,#N/A,,
1520 ALBENGA AV,4,10003394,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/26/10,04/26/10,10/04/26,04/25/10,0030,04/25/10,00:30 a12/p12,358,891898.88,502002.00099999999,,
1520 ALBENGA AV,4,10003394,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/26/10,04/26/10,10/04/26,04/25/10,0030,04/25/10,00:30 a12/p12,#N/A,#N/A,#N/A,,
1300 MEMORIAL DR,,10003405,,PRB,PROPERTY LOST,07U,04/26/10,04/26/10,10/04/26,04/22/10,1345,04/22/10,13:45 a12/p12,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10003405,,ZOE,SUSPICIOUS INCIDENT,07U,04/26/10,04/26/10,10/04/26,04/22/10,1345,04/22/10,13:45 a12/p12,16,893634.74199999997,505003.36800000002,,
5665 PONCE DE LEON BLVD,,10003431,,ZOA,TRESPASS WARNING,07U,04/27/10,04/27/10,10/04/27,04/26/10,1700,04/26/10,17:00 a12/p12,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,R715,10003448,,FDD,FD SICK/INJURED PERSON,07U,04/27/10,04/27/10,10/04/27,04/27/10,1859,04/27/10,18:59 a12/p12,#N/A,#N/A,#N/A,,
1241 THEO DICKINSON DR,,10003459,,PRB,PROPERTY LOST,07U,04/28/10,04/28/10,10/04/28,04/19/10,1700,04/19/10,17:00 a12/p12,81,892858.31700000004,503002.52299999999,,
1300 MEMORIAL DR,,10003462,,PRB,PROPERTY LOST,07U,04/28/10,04/28/10,10/04/28,04/15/10,1500,04/15/10,15:00 a12/p12,16,893634.74199999997,505003.36800000002,,
1306 STANFORD DR,,10003466,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/28/10,04/28/10,10/04/28,04/28/10,1305,04/28/10,13:05 a12/p12,31,893821.40300000005,504487.02600000001,,
1216 THEO DICKINSON DR,,10003472,,VAC,VANDALISM TO PROPERTY,07U,04/28/10,04/28/10,10/04/28,04/28/10,1345,04/28/10,13:45 a12/p12,62,893730.56900000002,503420.55200000003,,
1231 THEO DICKINSON DR,PT1212,10003468,,BUA,BURGLARY RESIDENTIAL,07U,04/28/10,04/28/10,10/04/28,04/28/10,1230,04/28/10,12:30 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,PT1212,10003468,,THM,THEFT FROM BURGLARY,07U,04/28/10,04/28/10,10/04/28,04/28/10,1230,04/28/10,12:30 a12/p12,#N/A,#N/A,#N/A,,
1241 THEO DICKINSON DR,,10003486,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/29/10,04/29/10,10/04/29,04/29/10,0936,04/29/10,09:36 a12/p12,81,892858.31700000004,503002.52299999999,,
1239 THEO DICKINSON DR,1105,10003506,,FDD,FD SICK/INJURED PERSON,07U,04/29/10,04/29/10,10/04/29,04/29/10,1746,04/29/10,17:46 a12/p12,#N/A,#N/A,#N/A,,
5185 PONCE DE LEON BLVD,P558,10003516,,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/30/10,04/30/10,10/04/30,04/30/10,0015,04/30/10,00:15 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,,10003517,,ZOM,INTOXICATED PERSON,07U,04/30/10,04/30/10,10/04/30,04/30/10,0350,04/30/10,03:50 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,MT1018,10003533,,BUA,BURGLARY RESIDENTIAL,07U,04/30/10,04/30/10,10/04/30,04/25/10,0300,04/29/10,03:00 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,MT1018,10003533,,THM,THEFT FROM BURGLARY,07U,04/30/10,04/30/10,10/04/30,04/25/10,0300,04/29/10,03:00 a12/p12,#N/A,#N/A,#N/A,,
1320 CAMPO SANO AV,,10003537,,PRB,PROPERTY LOST,07U,04/30/10,04/30/10,10/04/30,04/28/10,1630,04/28/10,16:30 a12/p12,#N/A,#N/A,#N/A,,
5665 PONCE DE LEON BLVD,,10003548,,ZOD,INCIDENT REPORT,07U,04/30/10,04/30/10,10/04/30,04/30/10,0345,04/30/10,03:45 a12/p12,#N/A,#N/A,#N/A,,
1306 STANFORD DR,,10003561,,ZOA,TRESPASS WARNING,07U,05/ 1/10,05/01/10,10/05/01,05/01/10,1300,05/01/10,13:00 a12/p12,31,893821.40300000005,504487.02600000001,,
1211 THEO DICKINSON DR,,10003566,,ZOE,SUSPICIOUS INCIDENT,07U,05/ 1/10,05/01/10,10/05/01,05/01/10,1417,05/01/10,14:17 a12/p12,#N/A,#N/A,#N/A,,
1100 BLK LEVANTE AVE,,10003577,,FDD,FD SICK/INJURED PERSON,07U,05/ 1/10,05/01/10,10/05/01,05/01/10,2100,05/01/10,21:00 a12/p12,#N/A,#N/A,#N/A,,
1100 BLK LEVANTE AVE,,10003577,,ZOM,INTOXICATED PERSON,07U,05/ 1/10,05/01/10,10/05/01,05/01/10,2100,05/01/10,21:00 a12/p12,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,,10003578,,DIA,DISTURBANCE DOMESTIC,07U,05/ 2/10,05/02/10,10/05/02,05/02/10,0200,05/02/10,02:00 a12/p12,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,,10003578,,FDD,FD SICK/INJURED PERSON,07U,05/ 2/10,05/02/10,10/05/02,05/02/10,0200,05/02/10,02:00 a12/p12,#N/A,#N/A,#N/A,,
1565 LIGURIA AV,204A,10003580,,FDD,FD SICK/INJURED PERSON,07U,05/ 2/10,05/02/10,10/05/02,05/02/10,1100,05/02/10,11:00 a12/p12,106,891560.51199999999,502214.28499999997,,
6299 SAN AMARO DR,,10003581,,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/ 2/10,05/02/10,10/05/02,05/02/10,1030,05/02/10,10:30 a12/p12,#N/A,#N/A,#N/A,,
5200 UNIVERSITY DR,202,10003589,,FDD,FD SICK/INJURED PERSON,07U,05/ 2/10,05/02/10,10/05/02,05/02/10,1955,05/02/10,19:55 a12/p12,26,894776.12800000003,505230.76899999997,,
5200 UNIVERSITY DR,202,10003589,,ZOM,INTOXICATED PERSON,07U,05/ 2/10,05/02/10,10/05/02,05/02/10,1955,05/02/10,19:55 a12/p12,26,894776.12800000003,505230.76899999997,,
1101 STANFORD DR,3 FLOOR,10003619,1,VAC,VANDALISM TO PROPERTY,07U,05/ 4/10,05/04/10,10/05/04,05/04/10,0330,05/04/10,03:30 a12/p12,129,895055.79700000002,504146.53700000001,,
1101 STANFORD DR,3 FLOOR,10003619,,VAC,VANDALISM TO PROPERTY,07U,05/ 4/10,05/04/10,10/05/04,05/04/10,0330,05/04/10,03:30 a12/p12,#N/A,#N/A,#N/A,,
5200 UNIVERSITY DR,,10003645,,PRC,PROPERTY DAMAGED,07U,05/ 4/10,05/04/10,10/05/04,05/04/10,1045,05/04/10,10:45 a12/p12,26,894776.12800000003,505230.76899999997,,
1244 STANFORD DR,,10003663,,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/ 5/10,05/05/10,10/05/05,05/05/10,1304,05/05/10,13:04 a12/p12,45,895022.70700000005,504471.212,,
1244 STANFORD DR,,10003663,,ZOE,SUSPICIOUS INCIDENT,07U,05/ 5/10,05/05/10,10/05/05,05/05/10,1304,05/05/10,13:04 a12/p12,45,895022.70700000005,504471.212,,
5813 PONCE DE LEON BLVD,,10003679,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 6/10,05/06/10,10/05/06,05/06/10,1109,05/06/10,11:09 a12/p12,91,892276.28300000005,501189.15100000001,,
1314 MILLER DR,,10003700,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 6/10,05/06/10,10/05/06,05/06/10,2022,05/06/10,20:22 a12/p12,33,893377.17200000002,504450.17200000002,,
5665 PONCE DE LEON BLVD,,10003688,,ZOE,SUSPICIOUS INCIDENT,07U,05/ 6/10,05/06/10,10/05/06,05/06/10,1220,05/06/10,12:20 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,PT511,10003718,,FDD,FD SICK/INJURED PERSON,07U,05/ 7/10,05/07/10,10/05/07,05/07/10,1500,05/07/10,15:00 a12/p12,#N/A,#N/A,#N/A,,
1330 MILLER DR,,10003732,,FDD,FD SICK/INJURED PERSON,07U,05/ 7/10,05/07/10,10/05/07,05/07/10,2035,05/07/10,20:35 a12/p12,32,893531.48600000003,504366.55300000001,,
1500 LEVANTE AV,,10003743,,FDD,FD SICK/INJURED PERSON,07U,05/ 8/10,05/08/10,10/05/08,05/08/10,0223,05/08/10,02:23 a12/p12,#N/A,#N/A,#N/A,,
1500 LEVANTE AV,,10003743,,ZOM,INTOXICATED PERSON,07U,05/ 8/10,05/08/10,10/05/08,05/08/10,0223,05/08/10,02:23 a12/p12,#N/A,#N/A,#N/A,,
5638 GEORGE E MERRICK ST,23T,10003747,,BUA,BURGLARY RESIDENTIAL,07U,05/ 8/10,05/08/10,10/05/08,05/08/10,0330,05/08/10,03:30 a12/p12,#N/A,#N/A,#N/A,,
5638 GEORGE E MERRICK ST,23T,10003747,,THM,THEFT FROM BURGLARY,07U,05/ 8/10,05/08/10,10/05/08,05/08/10,0330,05/08/10,03:30 a12/p12,#N/A,#N/A,#N/A,,
5501 SAN AMARO DR,,10003751,,VAB,VANDALISM TO VEHICLE,07U,05/ 8/10,05/08/10,10/05/08,05/08/10,0910,05/08/10,09:10 a12/p12,#N/A,#N/A,#N/A,,
1585 LIGURIA AV,B208,10003767,,ASA,ASSIST LAW AGENCY,07U,05/ 8/10,05/08/10,10/05/08,05/08/10,2205,05/08/10,22:05 a12/p12,#N/A,#N/A,#N/A,,
5200 PONCE DE LEON BLVD,BLK,10003766,,FDD,FD SICK/INJURED PERSON,07U,05/ 9/10,05/09/10,10/05/09,05/08/10,2228,05/08/10,22:28 a12/p12,#N/A,#N/A,#N/A,,
1211 THEO DICKINSON DR,,10003777,1,FDD,FD SICK/INJURED PERSON,07U,05/ 9/10,05/09/10,10/05/09,05/09/10,1215,05/09/10,12:15 a12/p12,250,893858.34400000004,503792.57199999999,,
1211 THEO DICKINSON DR,,10003777,,FDD,FD SICK/INJURED PERSON,07U,05/ 9/10,05/09/10,10/05/09,05/09/10,1215,05/09/10,12:15 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,,10003779,1,TVE,THEFT OF BICYCLE,07U,05/ 9/10,05/09/10,10/05/09,05/09/10,1730,05/09/10,17:30 a12/p12,640,895273.26,504377.00400000002,,
1231 THEO DICKINSON DR,,10003779,,TVE,THEFT OF BICYCLE,07U,05/ 9/10,05/09/10,10/05/09,05/09/10,1730,05/09/10,17:30 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,,10003779,,ZOA,TRESPASS WARNING,07U,05/ 9/10,05/09/10,10/05/09,05/09/10,1730,05/09/10,17:30 a12/p12,#N/A,#N/A,#N/A,,
1300 MEMORIAL DR,,10003785,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,05/10/10,05/10/10,10/05/10,05/10/10,0130,05/10/10,01:30 a12/p12,16,893634.74199999997,505003.36800000002,,
1300 MEMORIAL DR,,10003785,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,05/10/10,05/10/10,10/05/10,05/10/10,0130,05/10/10,01:30 a12/p12,16,893634.74199999997,505003.36800000002,,
1231 THEO DICKINSON DR,,10003818,,FDD,FD SICK/INJURED PERSON,07U,05/11/10,05/11/10,10/05/11,05/11/10,0100,05/11/10,01:00 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,,10003818,,ZOM,INTOXICATED PERSON,07U,05/11/10,05/11/10,10/05/11,05/11/10,0100,05/11/10,01:00 a12/p12,#N/A,#N/A,#N/A,,
5185 PONCE DE LEON BLVD,,10003825,,TVD,THEFT OF MOTORCYCLE,07U,05/11/10,05/11/10,10/05/11,05/10/10,2355,05/11/10,23:55 a12/p12,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,,10003829,,ZOA,TRESPASS WARNING,07U,05/11/10,05/11/10,10/05/11,05/11/10,1456,05/11/10,14:56 a12/p12,#N/A,#N/A,#N/A,,
1350 MILLER DR,121,10003843,,ZOE,SUSPICIOUS INCIDENT,07U,05/11/10,05/11/10,10/05/11,05/11/10,1641,05/11/10,16:41 a12/p12,#N/A,#N/A,#N/A,,
1211 THEO DICKINSON DR,,10003847,1,VAA,VANDALISM TO STRUCTURE,07U,05/11/10,05/11/10,10/05/11,05/11/10,1807,05/11/10,18:07 a12/p12,68,893551.11,503595.68699999998,,
1211 THEO DICKINSON DR,,10003847,,VAA,VANDALISM TO STRUCTURE,07U,05/11/10,05/11/10,10/05/11,05/11/10,1807,05/11/10,18:07 a12/p12,#N/A,#N/A,#N/A,,
1241 THEO DICKINSON DR,,10003851,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,05/12/10,05/12/10,10/05/12,05/11/10,1700,05/12/10,17:00 a12/p12,81,892858.31700000004,503002.52299999999,,
5638 GEORGE E MERRICK ST,,10003878,,ZOA,TRESPASS WARNING,07U,05/12/10,05/12/10,10/05/12,05/12/10,1730,05/12/10,17:30 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,MT 109,10003881,,BUA,BURGLARY RESIDENTIAL,07U,05/12/10,05/12/10,10/05/12,05/12/10,1130,05/12/10,11:30 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,MT 109,10003881,,THM,THEFT FROM BURGLARY,07U,05/12/10,05/12/10,10/05/12,05/12/10,1130,05/12/10,11:30 a12/p12,#N/A,#N/A,#N/A,,
1231 THEO DICKINSON DR,,10003883,,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/12/10,05/12/10,10/05/12,05/12/10,2036,05/12/10,20:36 a12/p12,#N/A,#N/A,#N/A,,
1239 THEO DICKINSON DR,WT 514,10003888,,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/13/10,05/13/10,10/05/13,05/13/10,0405,05/13/10,04:05 a12/p12,#N/A,#N/A,#N/A,,
