address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,lat,lon
1101 STANFORD DR,M635,10003370,,BUA,BURGLARY RESIDENTIAL,2010-04-25,2010-04-24,2338,2010-04-25,2338,,25.7183323,-80.27499759999999
1101 STANFORD DR,M635,10003370,,THM,THEFT FROM BURGLARY,2010-04-25,2010-04-24,2338,2010-04-25,2338,,25.7183323,-80.27499759999999
5821 SAN AMARO DR,,10003371,,ROD,ROBBERY STRONGARM,2010-04-25,2010-04-25,0335,2010-04-25,0335,,25.714778,-80.28324909999999
1200 THEO DICKINSON DR,BLK,10003384,,VAC,VANDALISM TO PROPERTY,2010-04-26,2010-04-23,2200,2010-04-25,2200,,25.7175523,-80.27766249999999
1520 ALBENGA AV,4,10003394,,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-04-26,2010-04-25,0030,2010-04-25,0030,,25.7139478,-80.2838202
5665 PONCE DE LEON BLVD,,10003431,,ZOA,TRESPASS WARNING,2010-04-27,2010-04-26,1700,2010-04-26,1700,,25.7127401,-80.2809083
1239 THEO DICKINSON DR,R715,10003448,,FDD,FD SICK INJURED PERSON,2010-04-27,2010-04-27,1859,2010-04-27,1859,,25.715591,-80.2816
1231 THEO DICKINSON DR,PT1212,10003468,,BUA,BURGLARY RESIDENTIAL,2010-04-28,2010-04-28,1230,2010-04-28,1230,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT1212,10003468,,THM,THEFT FROM BURGLARY,2010-04-28,2010-04-28,1230,2010-04-28,1230,,25.7169005,-80.280238
1239 THEO DICKINSON DR,1105,10003506,,FDD,FD SICK INJURED PERSON,2010-04-29,2010-04-29,1746,2010-04-29,1746,,25.715591,-80.2816
5185 PONCE DE LEON BLVD,P558,10003516,,PRA,PROPERTY FOUND IMPOUNDED,2010-04-30,2010-04-30,0015,2010-04-30,0015,,25.7179231,-80.2737624
1231 THEO DICKINSON DR,,10003517,,ZOM,INTOXICATED PERSON,2010-04-30,2010-04-30,0350,2010-04-30,0350,,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT1018,10003533,,BUA,BURGLARY RESIDENTIAL,2010-04-30,2010-04-25,0300,2010-04-29,0300,,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT1018,10003533,,THM,THEFT FROM BURGLARY,2010-04-30,2010-04-25,0300,2010-04-29,0300,,25.7169005,-80.280238
1320 CAMPO SANO AV,,10003537,,PRB,PROPERTY LOST,2010-04-30,2010-04-28,1630,2010-04-28,1630,,25.7243451,-80.2763148
5665 PONCE DE LEON BLVD,,10003548,,ZOD,INCIDENT REPORT,2010-04-30,2010-04-30,0345,2010-04-30,0345,,25.7127401,-80.2809083
1211 THEO DICKINSON DR,,10003566,,ZOE,SUSPICIOUS INCIDENT,2010-05-01,2010-05-01,1417,2010-05-01,1417,,25.716037,-80.27868200000002
1100 BLK LEVANTE AVE,,10003577,,FDD,FD SICK INJURED PERSON,2010-05-01,2010-05-01,2100,2010-05-01,2100,,25.7181158,-80.2747236
1100 BLK LEVANTE AVE,,10003577,,ZOM,INTOXICATED PERSON,2010-05-01,2010-05-01,2100,2010-05-01,2100,,25.7181158,-80.2747236
1239 THEO DICKINSON DR,,10003578,,DIA,DISTURBANCE DOMESTIC,2010-05-02,2010-05-02,0200,2010-05-02,0200,,25.715591,-80.2816
1239 THEO DICKINSON DR,,10003578,,FDD,FD SICK INJURED PERSON,2010-05-02,2010-05-02,0200,2010-05-02,0200,,25.715591,-80.2816
6299 SAN AMARO DR,,10003581,,PRA,PROPERTY FOUND IMPOUNDED,2010-05-02,2010-05-02,1030,2010-05-02,1030,,25.7112023,-80.2826903
1101 STANFORD DR,3 FLOOR,10003619,,VAC,VANDALISM TO PROPERTY,2010-05-04,2010-05-04,0330,2010-05-04,0330,,25.7183323,-80.27499759999999
5665 PONCE DE LEON BLVD,,10003688,,ZOE,SUSPICIOUS INCIDENT,2010-05-06,2010-05-06,1220,2010-05-06,1220,,25.7127401,-80.2809083
1231 THEO DICKINSON DR,PT511,10003718,,FDD,FD SICK INJURED PERSON,2010-05-07,2010-05-07,1500,2010-05-07,1500,,25.7169005,-80.280238
1500 LEVANTE AV,,10003743,,FDD,FD SICK INJURED PERSON,2010-05-08,2010-05-08,0223,2010-05-08,0223,,25.7112271,-80.2832435
1500 LEVANTE AV,,10003743,,ZOM,INTOXICATED PERSON,2010-05-08,2010-05-08,0223,2010-05-08,0223,,25.7112271,-80.2832435
5638 GEORGE E MERRICK ST,23T,10003747,,BUA,BURGLARY RESIDENTIAL,2010-05-08,2010-05-08,0330,2010-05-08,0330,,25.7162931,-80.276198
5638 GEORGE E MERRICK ST,23T,10003747,,THM,THEFT FROM BURGLARY,2010-05-08,2010-05-08,0330,2010-05-08,0330,,25.7162931,-80.276198
5501 SAN AMARO DR,,10003751,,VAB,VANDALISM TO VEHICLE,2010-05-08,2010-05-08,0910,2010-05-08,0910,,25.7187893,-80.2803368
1585 LIGURIA AV,B208,10003767,,ASA,ASSIST LAW AGENCY,2010-05-08,2010-05-08,2205,2010-05-08,2205,,25.7131891,-80.2854831
5200 PONCE DE LEON BLVD,BLK,10003766,,FDD,FD SICK INJURED PERSON,2010-05-09,2010-05-08,2228,2010-05-08,2228,,25.717349,-80.27411810000001
1211 THEO DICKINSON DR,,10003777,,FDD,FD SICK INJURED PERSON,2010-05-09,2010-05-09,1215,2010-05-09,1215,,25.716037,-80.27868200000002
1231 THEO DICKINSON DR,,10003779,,TVE,THEFT OF BICYCLE,2010-05-09,2010-05-09,1730,2010-05-09,1730,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10003779,,ZOA,TRESPASS WARNING,2010-05-09,2010-05-09,1730,2010-05-09,1730,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10003818,,FDD,FD SICK INJURED PERSON,2010-05-11,2010-05-11,0100,2010-05-11,0100,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10003818,,ZOM,INTOXICATED PERSON,2010-05-11,2010-05-11,0100,2010-05-11,0100,,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,10003825,,TVD,THEFT OF MOTORCYCLE,2010-05-11,2010-05-10,2355,2010-05-11,2355,,25.7179231,-80.2737624
1239 THEO DICKINSON DR,,10003829,,ZOA,TRESPASS WARNING,2010-05-11,2010-05-11,1456,2010-05-11,1456,,25.715591,-80.2816
1350 MILLER DR,121,10003843,,ZOE,SUSPICIOUS INCIDENT,2010-05-11,2010-05-11,1641,2010-05-11,1641,,25.720147,-80.279648
1211 THEO DICKINSON DR,,10003847,,VAA,VANDALISM TO STRUCTURE,2010-05-11,2010-05-11,1807,2010-05-11,1807,,25.716037,-80.27868200000002
5638 GEORGE E MERRICK ST,,10003878,,ZOA,TRESPASS WARNING,2010-05-12,2010-05-12,1730,2010-05-12,1730,,25.7162931,-80.276198
1231 THEO DICKINSON DR,MT 109,10003881,,BUA,BURGLARY RESIDENTIAL,2010-05-12,2010-05-12,1130,2010-05-12,1130,,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT 109,10003881,,THM,THEFT FROM BURGLARY,2010-05-12,2010-05-12,1130,2010-05-12,1130,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10003883,,PRA,PROPERTY FOUND IMPOUNDED,2010-05-12,2010-05-12,2036,2010-05-12,2036,,25.7169005,-80.280238
1239 THEO DICKINSON DR,WT 514,10003888,,PRA,PROPERTY FOUND IMPOUNDED,2010-05-13,2010-05-13,0405,2010-05-13,0405,,25.715591,-80.2816
1231 THEO DICKINSON DR,PT621,10003901,,BUA,BURGLARY RESIDENTIAL,2010-05-13,2010-05-12,2000,2010-05-13,2000,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT621,10003901,,THM,THEFT FROM BURGLARY,2010-05-13,2010-05-12,2000,2010-05-13,2000,,25.7169005,-80.280238
5665 PONCE DE LEON BLVD,,10003941,,FDD,FD SICK INJURED PERSON,2010-05-14,2010-05-14,1614,2010-05-14,1614,,25.7127401,-80.2809083
1231 THEO DICKINSON DR,,10003962,,PRA,PROPERTY FOUND IMPOUNDED,2010-05-15,2010-05-15,1200,2010-05-15,1200,,25.7169005,-80.280238
1530 LIGURIA AV,,10003970,,FDD,FD SICK INJURED PERSON,2010-05-16,2010-05-16,0000,2010-05-16,0000,,25.7132082,-80.2844442
1211 THEO DICKINSON DR,441,10003981,,BUA,BURGLARY RESIDENTIAL,2010-05-17,2010-05-16,1750,2010-05-16,1750,,25.716037,-80.27868200000002
1211 THEO DICKINSON DR,441,10003981,,THM,THEFT FROM BURGLARY,2010-05-17,2010-05-16,1750,2010-05-16,1750,,25.716037,-80.27868200000002
1231 THEO DICKINSON DR,,10003999,,ZOE,SUSPICIOUS INCIDENT,2010-05-18,2010-05-18,0030,2010-05-18,0030,,25.7169005,-80.280238
1311 MILLER DR,,10004035,,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-05-19,2010-05-14,2205,2010-05-15,2205,,25.720387,-80.279546
5185 PONCE DE LEON BLVD,,10004046,,THC,THEFT FROM MOTOR VEHICLE,2010-05-19,2010-05-19,1430,2010-05-19,1430,,25.7179231,-80.2737624
5600 PAVIA ST,,10004064,,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-05-20,2010-05-20,1024,2010-05-20,1024,,25.7181647,-80.2760863
1320 CAMPO SANO AV,,10004067,,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-05-20,2010-05-20,1330,2010-05-20,1330,,25.7243451,-80.2763148
5665 PONCE DE LEON BLVD,,10004153,,THC,THEFT FROM MOTOR VEHICLE,2010-05-24,2010-05-21,1530,2010-05-24,1530,,25.7127401,-80.2809083
5300 CARILLO ST,,10004173,,ASA,ASSIST LAW AGENCY,2010-05-25,2010-05-25,0750,2010-05-25,0750,,25.7211886,-80.2739217
5250 UNIVERSITY DR,321,10004192,,ZOD,INCIDENT REPORT,2010-05-25,2010-05-25,1935,2010-05-25,1935,,25.720281,-80.27595199999999
5513 MERRICK ST,,10004203,,FDD,FD SICK INJURED PERSON,2010-05-26,2010-05-26,1207,2010-05-26,1207,,25.7184747,-80.27609939999999
1300 STANFORD DR,BLK,10004227,,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-05-27,2010-05-27,1414,2010-05-27,1414,,25.7190316,-80.2762626
1239 THEO DICKINSON DR,RT305,10004234,,ZOD,INCIDENT REPORT,2010-05-28,2010-05-27,2320,2010-05-27,2320,,25.715591,-80.2816
1500 BRESCIA AV,BLK,10004246,,PRC,PROPERTY DAMAGED,2010-05-28,2010-05-28,1325,2010-05-28,1325,,25.711436,-80.285039
5999 SAN AMARO DR/LIGURIA AV,,10004298,,VEL,VEHICLE TRAFFIC CRASH,2010-05-31,2010-05-31,0717,2010-05-31,0717,,25.7132491,-80.2841538
5400 PONCE DE LEON BLVD,BLK,10004320,,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2010-06-01,2010-06-01,0856,2010-06-01,0856,,25.7137747,-80.27868440000002
5400 PONCE DE LEON BLVD,BLK,10004320,,PRA,PROPERTY FOUND IMPOUNDED,2010-06-01,2010-06-01,0856,2010-06-01,0856,,25.7137747,-80.27868440000002
5400 PONCE DE LEON BLVD,BLK,10004320,,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2010-06-01,2010-06-01,0856,2010-06-01,0856,,25.7137747,-80.27868440000002
6299 SAN AMARO DR,,10004365,,BUB,BURGLARY NON RESIDENTIAL,2010-06-02,2010-06-02,1300,2010-06-02,1300,,25.7112023,-80.2826903
6299 SAN AMARO DR,,10004365,,THM,THEFT FROM BURGLARY,2010-06-02,2010-06-02,1300,2010-06-02,1300,,25.7112023,-80.2826903
6299 SAN AMARO DR,,10004365,,XOT,TRESPASSING,2010-06-02,2010-06-02,1300,2010-06-02,1300,,25.7112023,-80.2826903
1223 THEO DICKINSON DR,100,10004396,,ZOA,TRESPASS WARNING,2010-06-03,2010-06-03,1700,2010-06-03,1700,,25.7170977,-80.2793768
1239 THEO DICKINSON DR,,10004407,,FDD,FD SICK INJURED PERSON,2010-06-04,2010-06-03,2230,2010-06-04,2230,,25.715591,-80.2816
1239 THEO DICKINSON DR,,10004407,,ZOM,INTOXICATED PERSON,2010-06-04,2010-06-03,2230,2010-06-04,2230,,25.715591,-80.2816
1311 MILLER DR,,10004491,,ZOA,TRESPASS WARNING,2010-06-06,2010-06-06,1300,2010-06-06,1300,,25.720387,-80.279546
5185 PONCE DE LEON BLVD,1169,10004494,,FDA,FD STRUCTURE FIRE,2010-06-06,2010-06-06,1545,2010-06-06,1545,,25.7179231,-80.2737624
6299 SAN AMARO DR,,10004537,,ZOD,INCIDENT REPORT,2010-06-08,2010-06-07,1800,2010-06-07,1800,,25.7112023,-80.2826903
1275 THEO DICKINSON DR,,10004560,,FDD,FD SICK INJURED PERSON,2010-06-08,2010-06-08,2220,2010-06-08,2220,,25.714121,-80.27987209999999
5250 UNIVERSITY DR,317Q,10004655,,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-06-11,2010-06-11,1330,2010-06-11,1330,,25.720281,-80.27595199999999
1231 THEO DICKINSON DR,MT1208,10004678,,ZOE,SUSPICIOUS INCIDENT,2010-06-12,2010-06-12,0915,2010-06-12,0915,,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,10004692,,TVE,THEFT OF BICYCLE,2010-06-13,2010-06-12,1130,2010-06-12,1130,,25.7179231,-80.2737624
5821 SAN AMARO DR,,10004695,,THK,THEFT OTHER,2010-06-13,2010-06-13,0907,2010-06-13,0907,,25.714778,-80.28324909999999
5821 SAN AMARO DR,,10004696,,THK,THEFT OTHER,2010-06-13,2010-06-13,0907,2010-06-13,0907,,25.714778,-80.28324909999999
5185 PONCE DE LEON BLVD,11,10004725,,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-06-14,2010-06-12,1530,2010-06-13,1530,,25.7179231,-80.2737624
1311 MILLER DR,,10004826,,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-06-17,2010-06-17,1700,2010-06-17,1700,,25.720387,-80.279546
1231 THEO DICKINSON DR,,10004830,,ZOM,INTOXICATED PERSON,2010-06-18,2010-06-17,2315,2010-06-18,2315,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT804,10004855,,BUA,BURGLARY RESIDENTIAL,2010-06-19,2010-06-16,0830,2010-06-16,0830,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT804,10004855,,THM,THEFT FROM BURGLARY,2010-06-19,2010-06-16,0830,2010-06-16,0830,,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,10004903,,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-06-21,2010-06-17,1400,2010-06-17,1400,,25.7179231,-80.2737624
1239 THEO DICKINSON DR,,10004963,,TVE,THEFT OF BICYCLE,2010-06-23,2010-06-10,1700,2010-06-14,1700,,25.715591,-80.2816
1231 THEO DICKINSON DR,,10004966,,BUA,BURGLARY RESIDENTIAL,2010-06-23,2010-06-23,0750,2010-06-23,0750,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10004966,,THM,THEFT FROM BURGLARY,2010-06-23,2010-06-23,0750,2010-06-23,0750,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 615,10004970,,BUA,BURGLARY RESIDENTIAL,2010-06-23,2010-06-20,0000,2010-06-21,0000,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 615,10004970,,THM,THEFT FROM BURGLARY,2010-06-23,2010-06-20,0000,2010-06-21,0000,,25.7169005,-80.280238
1101 STANFORD DR,126,10004981,,BUA,BURGLARY RESIDENTIAL,2010-06-24,2010-05-19,0830,2010-06-04,0830,,25.7183323,-80.27499759999999
1101 STANFORD DR,126,10004981,,THM,THEFT FROM BURGLARY,2010-06-24,2010-05-19,0830,2010-06-04,0830,,25.7183323,-80.27499759999999
5600 PONCE DE LEON BLVD,BLK,10005005,,THC,THEFT FROM MOTOR VEHICLE,2010-06-25,2010-06-24,1330,2010-06-24,1330,,25.713698,-80.278328
5185 PONCE DE LEON BLVD,208,10005025,,DIB,DISTURBANCE OTHER,2010-06-26,2010-06-26,0000,2010-06-26,0000,,25.7179231,-80.2737624
1561 CORNICHE AV,,10005040,,VAA,VANDALISM TO STRUCTURE,2010-06-27,2010-06-27,1130,2010-06-27,1130,,25.714722,-80.28329529999999
5185 PONCE DE LEON BLVD,101 102,10005057,,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-06-28,2010-06-27,0130,2010-06-27,0130,,25.7179231,-80.2737624
1231 THEO DICKINSON DR,PT611,10005172,1,BUA,BURGLARY RESIDENTIAL,2010-07-01,2010-07-01,0900,2010-07-01,0900,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT611,10005172,2,THM,THEFT FROM BURGLARY,2010-07-01,2010-07-01,0900,2010-07-01,0900,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10005244,1,ZOA,TRESPASS WARNING,2010-07-06,2010-07-05,1900,2010-07-05,1900,,25.7169005,-80.280238
1239 THEO DICKINSON DR,,10005299,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-07-07,2010-07-06,1806,2010-07-06,1806,,25.715591,-80.2816
1300 STANFORD DR,BLK,10005311,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-07-07,2010-07-07,1451,2010-07-07,1451,,25.7190316,-80.2762626
1300 STANFORD DR,BLK,10005375,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-07-09,2010-07-09,1614,2010-07-09,1614,,25.7190316,-80.2762626
1239 THEO DICKINSON DR,R219,10005416,1,VAC,VANDALISM TO PROPERTY,2010-07-12,2010-07-11,2249,2010-07-11,2249,,25.715591,-80.2816
1365 MEMORIAL DR,,10005422,1,PRB,PROPERTY LOST,2010-07-12,2010-07-09,1100,2010-07-09,1100,,25.7214386,-80.2799399
1200 STANFORD DR,,10005426,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-07-12,2010-07-09,1400,2010-07-09,1400,,25.7181127,-80.27525659999999
1300 STANFORD DR,,10005451,1,THA,THEFT OF AUTO TAG REGISTRATION DECAL,2010-07-13,2010-07-12,1600,2010-07-12,1600,,25.7190316,-80.2762626
5821 SAN AMARO DR,,10005502,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-07-15,2010-07-15,0815,2010-07-15,0815,,25.714778,-80.28324909999999
1231 THEO DICKINSON DR,,10005606,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-07-19,2010-07-19,1043,2010-07-19,1043,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10005607,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-07-19,2010-07-19,1034,2010-07-19,1034,,25.7169005,-80.280238
5665 PONCE DE LEON BLVD,,10005701,1,VEL,VEHICLE TRAFFIC CRASH,2010-07-22,2010-07-22,1606,2010-07-22,1606,,25.7127401,-80.2809083
5600 GEORGE E MERRICK ST,21H,10005685,1,ZOA,TRESPASS WARNING,2010-07-22,2010-07-22,0900,2010-07-22,0900,,25.7183404,-80.27676699999999
1300 MILLER DR,BLK,10005870,1,ZOA,TRESPASS WARNING,2010-07-29,2010-07-29,1440,2010-07-29,1440,,25.7202807,-80.27884039999999
1200 THEO DICKINSON DR,BLK,10006014,1,ZOA,TRESPASS WARNING,2010-08-04,2010-08-04,1207,2010-08-04,1207,,25.7175523,-80.27766249999999
5665 PONCE DE LEON BLVD,,10006038,1,ASA,ASSIST LAW AGENCY,2010-08-04,2010-08-04,1415,2010-08-04,1415,,25.7127401,-80.2809083
5821 SAN AMARO DR,,10006199,1,ZOA,TRESPASS WARNING,2010-08-11,2010-08-11,1147,2010-08-11,1147,,25.714778,-80.28324909999999
6201 SAN AMARO DR,,10006274,1,FDD,FD SICK INJURED PERSON,2010-08-14,2010-08-14,1630,2010-08-14,1630,,25.7133381,-80.2831612
1311 MILLER DR,,10006306,1,FDD,FD SICK INJURED PERSON,2010-08-16,2010-08-16,1222,2010-08-16,1222,,25.720387,-80.279546
5300 PONCE DE LEON BLVD,BLK,10006343,1,FDD,FD SICK INJURED PERSON,2010-08-17,2010-08-17,1100,2010-08-17,1100,,25.7160042,-80.27593519999999
5665 PONCE DE LEON BLVD,,10006364,1,VEL,VEHICLE TRAFFIC CRASH,2010-08-18,2010-08-18,1525,2010-08-18,1525,,25.7127401,-80.2809083
1225 ALBENGA AVE,,10006351,1,PRC,PROPERTY DAMAGED,2010-08-18,2010-08-18,0630,2010-08-18,0630,,25.7140015,-80.2833311
1231 THEO DICKINSON DR,PT 1113,10006406,1,PRA,PROPERTY FOUND IMPOUNDED,2010-08-19,2010-08-19,2100,2010-08-19,2100,,25.7169005,-80.280238
5501 SAN AMARO DR,,10006423,1,VEB,VEHICLE HIT RUN,2010-08-20,2010-08-20,1250,2010-08-20,1250,,25.7187893,-80.2803368
1239 THEO DICKINSON DR,,10006469,1,FDD,FD SICK INJURED PERSON,2010-08-22,2010-08-22,1845,2010-08-22,1845,,25.715591,-80.2816
5999 SAN AMARO DR/LIGURIA AV,,10006481,1,VEL,VEHICLE TRAFFIC CRASH,2010-08-23,2010-08-23,1224,2010-08-23,1224,,25.7132491,-80.2841538
1101 STANFORD DR,,10006472,1,ZOM,INTOXICATED PERSON,2010-08-23,2010-08-23,0405,2010-08-23,0405,,25.7183323,-80.27499759999999
1231 THEO DICKINSON DR,,10006506,1,ZOM,INTOXICATED PERSON,2010-08-24,2010-08-24,0001,2010-08-24,0001,,25.7169005,-80.280238
1231 THEO DICKINSON DR,M421,10006507,1,ZOM,INTOXICATED PERSON,2010-08-24,2010-08-24,0001,2010-08-24,0001,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10006510,1,ZOJ,BAKER MARCHMAN ACT,2010-08-24,2010-08-24,0154,2010-08-24,0154,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10006510,2,ZOM,INTOXICATED PERSON,2010-08-24,2010-08-24,0154,2010-08-24,0154,,25.7169005,-80.280238
1101 STANFORD DR,,10006532,1,PRB,PROPERTY LOST,2010-08-24,2010-08-22,0100,2010-08-22,0100,,25.7183323,-80.27499759999999
5799 SAN AMARO DR/MATARO AV,,10006549,1,VEL,VEHICLE TRAFFIC CRASH,2010-08-25,2010-08-25,1226,2010-08-25,1226,,25.7154075,-80.2835891
5665 PONCE DE LEON BLVD,,10006567,1,PRA,PROPERTY FOUND IMPOUNDED,2010-08-26,2010-08-25,2200,2010-08-25,2200,,25.7127401,-80.2809083
1231 THEO DICKINSON DR,MT221,10006571,1,PRA,PROPERTY FOUND IMPOUNDED,2010-08-26,2010-08-25,2220,2010-08-25,2220,,25.7169005,-80.280238
5299 PONCE DE LEON BLVD/GEORGE E MERRICK ST,,10006620,1,VEL,VEHICLE TRAFFIC CRASH,2010-08-27,2010-08-27,1550,2010-08-27,1550,,25.7173153,-80.2769414
1231 THEO DICKINSON DR,MT1210,10006603,1,PRA,PROPERTY FOUND IMPOUNDED,2010-08-27,2010-08-27,0245,2010-08-27,0245,,25.7169005,-80.280238
431 BIANCA AV,,10006614,1,THA,THEFT OF AUTO TAG REGISTRATION DECAL,2010-08-27,2010-08-20,0800,2010-08-20,0800,,25.7216619,-80.262704
5500 SAN AMARO DR,,10006622,1,FDD,FD SICK INJURED PERSON,2010-08-27,2010-08-27,1600,2010-08-27,1600,,25.7202428,-80.2810222
1231 THEO DICKINSON DR,PT721,10006634,1,PRA,PROPERTY FOUND IMPOUNDED,2010-08-28,2010-08-28,0001,2010-08-28,0001,,25.7169005,-80.280238
5300 PONCE DE LEON BLVD,,10006660,1,ZOJ,BAKER MARCHMAN ACT,2010-08-29,2010-08-29,0330,2010-08-29,0330,,25.7160042,-80.27593519999999
1231 THEO DICKINSON DR,MT 1021,10006661,1,ZOJ,BAKER MARCHMAN ACT,2010-08-29,2010-08-28,2210,2010-08-29,2210,,25.7169005,-80.280238
1239 THEO DICKINSON DR,,10006678,1,FDD,FD SICK INJURED PERSON,2010-08-30,2010-08-30,0846,2010-08-30,0846,,25.715591,-80.2816
5665 PONCE DE LEON BLVD,,10006710,1,VEB,VEHICLE HIT RUN,2010-08-31,2010-08-31,1354,2010-08-31,1354,,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,10006697,1,VEL,VEHICLE TRAFFIC CRASH,2010-08-31,2010-08-31,0936,2010-08-31,0936,,25.7127401,-80.2809083
1300 MILLER DR,BLK,10006708,1,VEL,VEHICLE TRAFFIC CRASH,2010-08-31,2010-08-31,1236,2010-08-31,1236,,25.7202807,-80.27884039999999
1239 THEO DICKINSON DR,RT717,10006692,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2010-08-31,2010-08-30,2309,2010-08-30,2309,,25.715591,-80.2816
1239 THEO DICKINSON DR,RT717,10006692,2,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2010-08-31,2010-08-30,2309,2010-08-30,2309,,25.715591,-80.2816
5833 PONCE DE LEON BLVD,,10006744,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-09-01,2010-09-01,1328,2010-09-01,1328,,25.7104569,-80.283197
5150 BRUNSON DR,,10006737,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-01,2010-09-01,1125,2010-09-01,1125,,25.7227318,-80.2754805
1400 MILLER RD,BLK,10006730,1,ZOA,TRESPASS WARNING,2010-09-01,2010-09-01,0232,2010-09-01,0232,,25.7186448,-80.28320149999999
5501 SAN AMARO DR,,10006748,2,ASA,ASSIST LAW AGENCY,2010-09-01,2010-09-01,1350,2010-09-01,1350,,25.7187893,-80.2803368
5501 SAN AMARO DR,,10006748,1,ZOA,TRESPASS WARNING,2010-09-01,2010-09-01,1350,2010-09-01,1350,,25.7187893,-80.2803368
5500 SAN AMARO DR,BLK,10006763,1,PRA,PROPERTY FOUND IMPOUNDED,2010-09-02,2010-09-02,0100,2010-09-02,0100,,25.7202428,-80.2810222
1320 CAMPO SANO AV,,10006769,1,ZOA,TRESPASS WARNING,2010-09-02,2010-09-02,1000,2010-09-02,1000,,25.7243451,-80.2763148
1500 LEVANTE AV,,10006802,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-09-03,2010-09-03,1037,2010-09-03,1037,,25.7112271,-80.2832435
5513 MERRICK WAY,,10006833,1,FDD,FD SICK INJURED PERSON,2010-09-03,2010-09-03,1910,2010-09-03,1910,,25.7184747,-80.27609939999999
1231 THEO DICKINSON DR,MT1018,10006836,1,ZOD,INCIDENT REPORT,2010-09-04,2010-09-03,2300,2010-09-04,2300,,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT814,10006837,1,PRA,PROPERTY FOUND IMPOUNDED,2010-09-04,2010-09-04,0030,2010-09-04,0030,,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT 1007,10006834,2,FDD,FD SICK INJURED PERSON,2010-09-04,2010-09-04,0032,2010-09-04,0032,,25.7169005,-80.280238
1231 THEO DICKINSON DR,MT 1007,10006834,1,ZOM,INTOXICATED PERSON,2010-09-04,2010-09-04,0032,2010-09-04,0032,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10006858,1,ZOM,INTOXICATED PERSON,2010-09-05,2010-09-05,0110,2010-09-05,0110,,25.7169005,-80.280238
1200 THEO DICKINSON DR,BLK,10006859,2,FDD,FD SICK INJURED PERSON,2010-09-05,2010-09-05,0001,2010-09-05,0001,,25.7175523,-80.27766249999999
