address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
5600 SAN AMARO DR,BLK,10001636,,ZOM,INTOXICATED PERSON,2010-02-26,2010-02-26,0138,2010-02-26,0138,,,
1570 LIGURIA AV,,10001644,1,VAC,VANDALISM TO PROPERTY,2010-02-26,2010-02-25,1730,2010-02-26,1730,104,891512.72,501942.45299999998
1570 LIGURIA AV,,10001644,,VAC,VANDALISM TO PROPERTY,2010-02-26,2010-02-25,1730,2010-02-26,1730,104,891512.72,501942.45299999998
5050 BRUNSON DR,,10001690,2,FAH,JUVENILE INCIDENT,2010-02-27,2010-02-27,2100,2010-02-27,2100,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,10001690,,FAH,JUVENILE INCIDENT,2010-02-27,2010-02-27,2100,2010-02-27,2100,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,10001690,1,ZOA,TRESPASS WARNING,2010-02-27,2010-02-27,2100,2010-02-27,2100,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,10001690,,ZOA,TRESPASS WARNING,2010-02-27,2010-02-27,2100,2010-02-27,2100,20,894420.18700000003,505665.27899999998
1551 BRESCIA AV,,10001714,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2010-03-01,2010-03-01,1042,2010-03-01,1042,99,891580.03899999999,501686.75099999999
1551 BRESCIA AV,,10001714,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2010-03-01,2010-03-01,1042,2010-03-01,1042,99,891580.03899999999,501686.75099999999
1239 THEO DICKINSON DR,R805,10001729,,ZOD,INCIDENT REPORT,2010-03-01,2010-02-25,1700,2010-02-25,1700,,,
1244 STANFORD DR,,10001730,1,FDD,FD SICK/INJURED PERSON,2010-03-01,2010-03-01,1754,2010-03-01,1754,45,895022.70700000005,504471.212
1244 STANFORD DR,,10001730,,FDD,FD SICK/INJURED PERSON,2010-03-01,2010-03-01,1754,2010-03-01,1754,45,895022.70700000005,504471.212
1101 STANFORD DR,M120,10001733,,FDD,FD SICK/INJURED PERSON,2010-03-01,2010-03-01,2011,2010-03-01,2011,,,
1231 THEO DICKINSON DR,PT418,10001738,,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2010-03-02,2010-03-01,2336,2010-03-01,2336,,,
1231 THEO DICKINSON DR,PT418,10001738,,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,2010-03-02,2010-03-01,2336,2010-03-01,2336,,,
1231 THEO DICKINSON DR,PT418,10001738,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-02,2010-03-01,2336,2010-03-01,2336,,,
1203 WILLIAM E WALSH AV,41E2,10001750,1,SCE,SIMPLE HARASSMENT,2010-03-02,2010-03-01,1500,2010-03-02,1500,58,894141.21200000006,503428.23700000002
1203 WILLIAM E WALSH AV,41E2,10001750,,SCE,SIMPLE HARASSMENT,2010-03-02,2010-03-01,1500,2010-03-02,1500,58,894141.21200000006,503428.23700000002
1100 STANFORD DR,BLK,10001763,,FDD,FD SICK/INJURED PERSON,2010-03-02,2010-03-02,1910,2010-03-02,1910,,,
1241 THEO DICKINSON DR,,10001767,2,XOQ,COURT VIOLATION,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,10001767,,XOQ,COURT VIOLATION,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,10001767,1,XOT,TRESPASSING,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,10001767,,XOT,TRESPASSING,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,10001767,2,ZOA,TRESPASS WARNING,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,10001767,,ZOA,TRESPASS WARNING,2010-03-02,2010-03-02,2145,2010-03-02,2145,81,892858.31700000004,503002.52299999999
1314 MILLER DR,,10001795,1,ZOD,INCIDENT REPORT,2010-03-03,2010-02-25,2030,2010-02-25,2030,33,893377.17200000002,504450.17200000002
1314 MILLER DR,,10001795,,ZOD,INCIDENT REPORT,2010-03-03,2010-02-25,2030,2010-02-25,2030,33,893377.17200000002,504450.17200000002
1231 THEO DICKINSON DR,,10001797,,FDD,FD SICK/INJURED PERSON,2010-03-03,2010-03-03,2137,2010-03-03,2137,,,
1300 MEMORIAL DR,1 FLOOR,10001798,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-03,2010-03-03,2230,2010-03-03,2230,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,1 FLOOR,10001798,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-03,2010-03-03,2230,2010-03-03,2230,16,893634.74199999997,505003.36800000002
1239 THEO DICKINSON DR,,10001815,,PRB,PROPERTY LOST,2010-03-04,2010-03-03,2030,2010-03-03,2030,,,
5665 PONCE DE LEON BLVD,,10001842,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-05,2010-03-05,1211,2010-03-05,1211,,,
1251 MEMORIAL DR,,10001846,,PRB,PROPERTY LOST,2010-03-05,2010-03-05,1000,2010-03-05,1000,,,
1300 MEMORIAL DR,,10001874,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-06,2010-03-06,1655,2010-03-06,1655,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10001874,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-06,2010-03-06,1655,2010-03-06,1655,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10001874,,ZOA,TRESPASS WARNING,2010-03-06,2010-03-06,1655,2010-03-06,1655,16,893634.74199999997,505003.36800000002
5185 PONCE DE LEON BLVD,,10001879,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-06,2010-03-06,2110,2010-03-06,2110,,,
1200 THEO DICKINSON DR,,10001887,,FDD,FD SICK/INJURED PERSON,2010-03-07,2010-03-07,0600,2010-03-07,0600,,,
1200 THEO DICKINSON DR,,10001887,,ZOM,INTOXICATED PERSON,2010-03-07,2010-03-07,0600,2010-03-07,0600,,,
5185 PONCE DE LEON BLVD,PRC110,10001894,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-07,2010-03-07,0400,2010-03-07,0400,,,
5050 BRUNSON DR,,10001931,1,PRB,PROPERTY LOST,2010-03-08,2010-02-04,1100,2010-03-07,1100,20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,10001931,,PRB,PROPERTY LOST,2010-03-08,2010-02-04,1100,2010-03-07,1100,20,894420.18700000003,505665.27899999998
6100 SAN AMARO DR,,10001933,,TVE,THEFT OF BICYCLE,2010-03-08,2010-03-06,2100,2010-03-07,2100,,,
1312 MILLER DR,,10001936,1,VAB,VANDALISM TO VEHICLE,2010-03-08,2010-03-04,1930,2010-03-04,1930,34,893200.60100000002,504423.66399999999
1312 MILLER DR,,10001936,,VAB,VANDALISM TO VEHICLE,2010-03-08,2010-03-04,1930,2010-03-04,1930,34,893200.60100000002,504423.66399999999
1300 MEMORIAL DR,,10001941,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-08,2010-03-08,1300,2010-03-08,1300,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10001941,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-08,2010-03-08,1300,2010-03-08,1300,16,893634.74199999997,505003.36800000002
5638 GEORGE E MERRICK ST,,10001945,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2010-03-09,2010-03-09,0942,2010-03-09,0942,,,
1231 THEO DICKINSON DR,,10001970,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2010-03-09,2010-03-09,2220,2010-03-09,2220,,,
1239 THEO DICKINSON DR,W1221,10001942,,FDD,FD SICK/INJURED PERSON,2010-03-09,2010-03-09,0358,2010-03-09,0358,,,
5513 GEORGE E MERRICK ST,120,10001950,,ZOJ,BAKER / MARCHMAN ACT,2010-03-09,2010-03-09,1047,2010-03-09,1047,,,
5665 PONCE DE LEON BLVD,,10001961,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-09,2010-03-07,1900,2010-03-07,1900,,,
1300 MEMORIAL DR,2 FLOOR,10001966,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-09,2010-03-09,1345,2010-03-09,1345,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,2 FLOOR,10001966,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-09,2010-03-09,1345,2010-03-09,1345,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10001981,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-10,2010-03-10,1005,2010-03-10,1005,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10001981,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-10,2010-03-10,1005,2010-03-10,1005,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10002006,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-10,2010-03-10,1900,2010-03-10,1900,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10002006,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-10,2010-03-10,1900,2010-03-10,1900,16,893634.74199999997,505003.36800000002
1101 STANFORD DR,,10002008,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-10,2010-03-10,2340,2010-03-10,2340,,,
5501 SAN AMARO DR,,10002014,,PRB,PROPERTY LOST,2010-03-11,2010-02-28,2240,2010-02-28,2240,,,
5665 PONCE DE LEON BLVD,BLK,10002017,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-11,2010-03-11,0915,2010-03-11,0915,,,
1365 MEMORIAL DR,,10002028,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-11,2010-03-01,2000,2010-03-11,2000,,,
1101 STANFORD DR,,10002041,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-11,2010-03-11,1730,2010-03-11,1730,,,
1300 MEMORIAL DR,,10002037,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-11,2010-03-11,1645,2010-03-11,1645,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10002037,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-11,2010-03-11,1645,2010-03-11,1645,16,893634.74199999997,505003.36800000002
5501 SAN AMARO DR,,10002042,,TVE,THEFT OF BICYCLE,2010-03-11,2010-03-11,1345,2010-03-11,1345,,,
1239 THEO DICKINSON DR,,10002049,,VAC,VANDALISM TO PROPERTY,2010-03-12,2010-03-12,0226,2010-03-12,0226,,,
1239 THEO DICKINSON DR,WT 906,10002048,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-12,2010-03-12,0330,2010-03-12,0330,,,
1231 THEO DICKINSON DR,,10002051,,SCE,SIMPLE HARASSMENT,2010-03-12,2010-03-11,1930,2010-03-11,1930,,,
1231 THEO DICKINSON DR,,10002051,,VAA,VANDALISM TO STRUCTURE,2010-03-12,2010-03-11,1930,2010-03-11,1930,,,
1231 THEO DICKINSON DR,,10002050,,PRB,PROPERTY LOST,2010-03-12,2010-03-12,0350,2010-03-12,0350,,,
1300 MEMORIAL DR,,10002062,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-12,2010-03-12,1554,2010-03-12,1554,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,10002062,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-12,2010-03-12,1554,2010-03-12,1554,16,893634.74199999997,505003.36800000002
5821 SAN AMARO DR,,10002093,,THC,THEFT FROM MOTOR VEHICLE,2010-03-13,2010-03-12,1300,2010-03-12,1300,,,
5600 PONCE DE LEON BLVD,BLK,10002095,,THC,THEFT FROM MOTOR VEHICLE,2010-03-13,2010-03-12,1920,2010-03-12,1920,,,
1560 LIGURIA AV,303C,10002094,1,ZOJ,BAKER / MARCHMAN ACT,2010-03-13,2010-03-13,0014,2010-03-13,0014,103,891566.97100000002,501944.41700000002
1560 LIGURIA AV,303C,10002094,,ZOJ,BAKER / MARCHMAN ACT,2010-03-13,2010-03-13,0014,2010-03-13,0014,103,891566.97100000002,501944.41700000002
1101 STANFORD DR,M250,10002116,,FDD,FD SICK/INJURED PERSON,2010-03-14,2010-03-14,0300,2010-03-14,0300,,,
1200 THEO DICKINSON DR,BLK,10002122,,ZOA,TRESPASS WARNING,2010-03-14,2010-03-14,1356,2010-03-14,1356,,,
1200 STANFORD DR,,10002121,,ZOA,TRESPASS WARNING,2010-03-14,2010-03-14,1304,2010-03-14,1304,,,
1306 STANFORD DR,,10002126,2,XOT,TRESPASSING,2010-03-14,2010-03-14,1632,2010-03-14,1632,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,10002126,2,XOT,TRESPASSING,2010-03-14,2010-03-14,1632,2010-03-14,1632,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,10002126,,XOT,TRESPASSING,2010-03-14,2010-03-14,1632,2010-03-14,1632,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,10002126,1,ZOB,WARRANT ARREST,2010-03-14,2010-03-14,1632,2010-03-14,1632,31,893821.40300000005,504487.02600000001
1223 THEO DICKINSON DR,,10002154,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-15,2010-02-23,0900,2010-02-25,0900,,,
5100 BRUNSON DR,1008A,10002149,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-15,2010-03-15,1110,2010-03-15,1110,,,
5100 BRUNSON DR,1008A,10002150,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-15,2010-03-15,1110,2010-03-15,1110,,,
1239 THEO DICKINSON DR,,10002173,,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2010-03-15,2010-03-15,2235,2010-03-15,2235,,,
1239 THEO DICKINSON DR,,10002173,,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,2010-03-15,2010-03-15,2235,2010-03-15,2235,,,
1239 THEO DICKINSON DR,,10002173,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-15,2010-03-15,2235,2010-03-15,2235,,,
1306 STANFORD DR,,10002182,1,FDD,FD SICK/INJURED PERSON,2010-03-16,2010-03-16,1135,2010-03-16,1135,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,10002182,1,FDD,FD SICK/INJURED PERSON,2010-03-16,2010-03-16,1135,2010-03-16,1135,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,10002182,,FDD,FD SICK/INJURED PERSON,2010-03-16,2010-03-16,1135,2010-03-16,1135,31,893821.40300000005,504487.02600000001
1111 MEMORIAL DR,,10002194,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-16,2010-03-16,1635,2010-03-16,1635,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,10002194,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-16,2010-03-16,1635,2010-03-16,1635,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,10002194,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-16,2010-03-16,1635,2010-03-16,1635,18,894105.66599999997,505505.27299999999
1311 MILLER DR,,10002201,,VAB,VANDALISM TO VEHICLE,2010-03-16,2010-03-16,1930,2010-03-16,1930,,,
1231 THEO DICKINSON DR,819,10002202,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-17,2010-03-17,0129,2010-03-17,0129,,,
1231 THEO DICKINSON DR,819,10002202,,ZOA,TRESPASS WARNING,2010-03-17,2010-03-17,0129,2010-03-17,0129,,,
1231 THEO DICKINSON DR,819,10002202,,ZOM,INTOXICATED PERSON,2010-03-17,2010-03-17,0129,2010-03-17,0129,,,
5821 SAN AMARO DR,,10002224,,ZOA,TRESPASS WARNING,2010-03-17,2010-03-17,1627,2010-03-17,1627,,,
1245 DAUER DR,,10002259,1,FDD,FD SICK/INJURED PERSON,2010-03-18,2010-03-18,1933,2010-03-18,1933,65,893424.071,502854.73300000001
1245 DAUER DR,,10002259,1,FDD,FD SICK/INJURED PERSON,2010-03-18,2010-03-18,1933,2010-03-18,1933,65,893424.071,502854.73300000001
1245 DAUER DR,,10002259,,FDD,FD SICK/INJURED PERSON,2010-03-18,2010-03-18,1933,2010-03-18,1933,65,893424.071,502854.73300000001
5800 SAN AMARO DR,BLK,10002274,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2010-03-19,2010-03-19,1033,2010-03-19,1033,,,
1239 THEO DICKINSON DR,RT 816,10002261,,FDD,FD SICK/INJURED PERSON,2010-03-19,2010-03-19,0010,2010-03-19,0010,,,
1239 THEO DICKINSON DR,WT918,10002262,,ALA,ALCOHOL JUVENILE VIOLATION,2010-03-19,2010-03-19,0132,2010-03-19,0132,,,
1239 THEO DICKINSON DR,WT918,10002262,,FDD,FD SICK/INJURED PERSON,2010-03-19,2010-03-19,0132,2010-03-19,0132,,,
1239 THEO DICKINSON DR,WT918,10002262,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-19,2010-03-19,0132,2010-03-19,0132,,,
1239 THEO DICKINSON DR,WT918,10002262,,ZOM,INTOXICATED PERSON,2010-03-19,2010-03-19,0132,2010-03-19,0132,,,
1101 STANFORD DR,,10002276,,PRB,PROPERTY LOST,2010-03-19,2010-03-17,2230,2010-03-18,2230,,,
1239 THEO DICKINSON DR,WL 604,10002300,,FDD,FD SICK/INJURED PERSON,2010-03-19,2010-03-19,1530,2010-03-19,1530,,,
1311 MILLER DR,,10002309,,FDD,FD SICK/INJURED PERSON,2010-03-20,2010-03-20,1045,2010-03-20,1045,,,
5225 PONCE DE LEON BLVD,,10002342,1,THB,THEFT OF AUTO PART / ACCESSORY,2010-03-21,2010-03-18,2200,2010-03-21,2200,53,894801.88399999996,503471.82400000002
5225 PONCE DE LEON BLVD,,10002342,1,THB,THEFT OF AUTO PART / ACCESSORY,2010-03-21,2010-03-18,2200,2010-03-21,2200,53,894801.88399999996,503471.82400000002
5225 PONCE DE LEON BLVD,,10002342,,THB,THEFT OF AUTO PART / ACCESSORY,2010-03-21,2010-03-18,2200,2010-03-21,2200,53,894801.88399999996,503471.82400000002
1231 THEO DICKINSON DR,,10002203,,ZOA,TRESPASS WARNING,2010-03-22,2010-03-17,0300,2010-03-17,0300,,,
1231 THEO DICKINSON DR,PT 1017,10002350,,FDD,FD SICK/INJURED PERSON,2010-03-22,2010-03-22,0300,2010-03-22,0300,,,
1231 THEO DICKINSON DR,,10002369,,THK,THEFT OTHER,2010-03-22,2010-03-11,2100,2010-03-21,2100,,,
1231 THEO DICKINSON DR,,10002369,,TVE,THEFT OF BICYCLE,2010-03-22,2010-03-11,2100,2010-03-21,2100,,,
1320 CAMPO SANO AV,,10002374,,THK,THEFT OTHER,2010-03-22,2010-03-22,1430,2010-03-22,1430,,,
1320 CAMPO SANO AV,,10002374,,TVE,THEFT OF BICYCLE,2010-03-22,2010-03-22,1430,2010-03-22,1430,,,
1111 MEMORIAL DR,,10002376,1,THB,THEFT OF AUTO PART / ACCESSORY,2010-03-22,2010-03-22,1100,2010-03-22,1100,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,10002376,2,THC,THEFT FROM MOTOR VEHICLE,2010-03-22,2010-03-22,1100,2010-03-22,1100,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,10002376,,THC,THEFT FROM MOTOR VEHICLE,2010-03-22,2010-03-22,1100,2010-03-22,1100,18,894105.66599999997,505505.27299999999
5185 PONCE DE LEON BLVD,,10002379,,ZOJ,BAKER / MARCHMAN ACT,2010-03-22,2010-03-22,2030,2010-03-22,2030,,,
1241 THEO DICKINSON DR,,10002380,1,FDD,FD SICK/INJURED PERSON,2010-03-22,2010-03-22,2235,2010-03-22,2235,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,10002380,1,FDD,FD SICK/INJURED PERSON,2010-03-22,2010-03-22,2235,2010-03-22,2235,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,10002380,,FDD,FD SICK/INJURED PERSON,2010-03-22,2010-03-22,2235,2010-03-22,2235,81,892858.31700000004,503002.52299999999
1100 STANFORD,BLK,10002383,,FDD,FD SICK/INJURED PERSON,2010-03-23,2010-03-23,0100,2010-03-23,0100,,,
1231 THEO DICKINSON DR,1017,10002384,,FDD,FD SICK/INJURED PERSON,2010-03-23,2010-03-23,0405,2010-03-23,0405,,,
1306 STANFORD DR,,10002390,1,XOT,TRESPASSING,2010-03-23,2010-03-23,0852,2010-03-23,0852,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,10002390,1,XOT,TRESPASSING,2010-03-23,2010-03-23,0852,2010-03-23,0852,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,10002390,,XOT,TRESPASSING,2010-03-23,2010-03-23,0852,2010-03-23,0852,31,893821.40300000005,504487.02600000001
1311 MILLER DR,,10002404,1,SCE,SIMPLE HARASSMENT,2010-03-23,2010-03-21,1207,2010-03-22,1207,15,893418.14899999998,504751.58100000001
1311 MILLER DR,,10002404,1,SCE,SIMPLE HARASSMENT,2010-03-23,2010-03-21,1207,2010-03-22,1207,15,893418.14899999998,504751.58100000001
1311 MILLER DR,,10002404,,SCE,SIMPLE HARASSMENT,2010-03-23,2010-03-21,1207,2010-03-22,1207,,,
1111 MEMORIAL DR,312,10002399,1,FDD,FD SICK/INJURED PERSON,2010-03-23,2010-03-23,1259,2010-03-23,1259,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,312,10002399,1,FDD,FD SICK/INJURED PERSON,2010-03-23,2010-03-23,1259,2010-03-23,1259,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,312,10002399,,FDD,FD SICK/INJURED PERSON,2010-03-23,2010-03-23,1259,2010-03-23,1259,18,894105.66599999997,505505.27299999999
1320 CAMPO SANO AV,,10002410,1,FDD,FD SICK/INJURED PERSON,2010-03-23,2010-03-23,1436,2010-03-23,1436,2,893382.26100000006,505799.98
1320 CAMPO SANO AV,,10002410,1,FDD,FD SICK/INJURED PERSON,2010-03-23,2010-03-23,1436,2010-03-23,1436,2,893382.26100000006,505799.98
1320 CAMPO SANO AV,,10002410,,FDD,FD SICK/INJURED PERSON,2010-03-23,2010-03-23,1436,2010-03-23,1436,,,
6299 SAN AMARO DR,,10002418,1,SCE,SIMPLE HARASSMENT,2010-03-23,2010-03-16,1650,2010-03-23,1650,87,892389.13100000005,501428.88400000002
6299 SAN AMARO DR,,10002418,1,SCE,SIMPLE HARASSMENT,2010-03-23,2010-03-16,1650,2010-03-23,1650,87,892389.13100000005,501428.88400000002
6299 SAN AMARO DR,,10002418,,SCE,SIMPLE HARASSMENT,2010-03-23,2010-03-16,1650,2010-03-23,1650,,,
5501 SAN AMARO DR,,10002405,1,ZOE,SUSPICIOUS INCIDENT,2010-03-23,2010-03-23,1345,2010-03-23,1345,221,893284.26399999997,504271.56800000003
5501 SAN AMARO DR,,10002405,1,ZOE,SUSPICIOUS INCIDENT,2010-03-23,2010-03-23,1345,2010-03-23,1345,221,893284.26399999997,504271.56800000003
5501 SAN AMARO DR,,10002405,,ZOE,SUSPICIOUS INCIDENT,2010-03-23,2010-03-23,1345,2010-03-23,1345,,,
1239 THEO DICKINSON DR,,10002415,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-23,2010-03-23,1458,2010-03-23,1458,,,
1239 THEO DICKINSON DR,618,10002423,,TVE,THEFT OF BICYCLE,2010-03-23,2010-03-22,1400,2010-03-23,1400,,,
1300 MILLER DR,BLK,10002440,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-24,2010-03-24,1100,2010-03-24,1100,,,
1300 MILLER DR,BLK,10002440,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2010-03-24,2010-03-24,1100,2010-03-24,1100,,,
1300 MILLER DR,BLK,10002441,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-24,2010-03-24,1357,2010-03-24,1357,,,
1300 MILLER DR,BLK,10002441,,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,2010-03-24,2010-03-24,1357,2010-03-24,1357,,,
1239 THEO DICKINSON DR,WT 615,10002452,2,FDD,FD SICK/INJURED PERSON,2010-03-24,2010-03-24,2000,2010-03-24,2000,74,892974.25199999998,503706.15500000003
1239 THEO DICKINSON DR,WT 615,10002452,,FDD,FD SICK/INJURED PERSON,2010-03-24,2010-03-24,2000,2010-03-24,2000,,,
1239 THEO DICKINSON DR,WT 615,10002452,1,ZOJ,BAKER / MARCHMAN ACT,2010-03-24,2010-03-24,2000,2010-03-24,2000,74,892974.25199999998,503706.15500000003
1239 THEO DICKINSON DR,WT 615,10002452,1,ZOJ,BAKER / MARCHMAN ACT,2010-03-24,2010-03-24,2000,2010-03-24,2000,74,892974.25199999998,503706.15500000003
1239 THEO DICKINSON DR,WT 615,10002452,,ZOJ,BAKER / MARCHMAN ACT,2010-03-24,2010-03-24,2000,2010-03-24,2000,,,
1239 THEO DICKINSON DR,,10002453,,ZOE,SUSPICIOUS INCIDENT,2010-03-24,2010-03-24,1400,2010-03-24,1400,,,
1241 THEO DICKINSON DR,,10002455,,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,2010-03-24,2010-03-24,2000,2010-03-24,2000,81,892858.31700000004,503002.52299999999
1231 THEO DICKINSON DR,PT809,10002456,,PRA,PROPERTY FOUND / IMPOUNDED,2010-03-25,2010-03-24,2215,2010-03-24,2215,,,
1231 THEO DICKINSON DR,,10002469,,FDD,FD SICK/INJURED PERSON,2010-03-25,2010-03-25,1230,2010-03-25,1230,,,
1231 THEO DICKINSON DR,,10002489,,ZOA,TRESPASS WARNING,2010-03-26,2010-03-26,0204,2010-03-26,0204,,,
1311 MILLER DR,,10002503,,PRB,PROPERTY LOST,2010-03-26,2010-03-25,1500,2010-03-26,1500,,,
1311 MILLER DR,,10002514,,ZOE,SUSPICIOUS INCIDENT,2010-03-26,2010-03-26,1526,2010-03-26,1526,,,
5513 GEORGE E MERRICK ST,,10002515,,FDD,FD SICK/INJURED PERSON,2010-03-26,2010-03-26,1610,2010-03-26,1610,,,
1239 THEO DICKINSON DR,,10002543,,FDD,FD SICK/INJURED PERSON,2010-03-27,2010-03-27,1842,2010-03-27,1842,,,
1540 CORNICHE AV,,10002562,1,VAA,VANDALISM TO STRUCTURE,2010-03-28,2010-03-28,1030,2010-03-28,1030,109,891786.45900000003,502485.90500000003
1540 CORNICHE AV,,10002562,1,VAA,VANDALISM TO STRUCTURE,2010-03-28,2010-03-28,1030,2010-03-28,1030,109,891786.45900000003,502485.90500000003
