Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,date_occ,date_fnd,FID,X,Y
1231 THEO DICKINSON DR,MT 407,09002512,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,03/31/09,03/31/09,03/31/09,#N/A,#N/A,#N/A
5500 SAN AMARO DR,BLK,09002513,1,SCA,SIMPLE BATTERY,07U,03/31/09,03/31/09,03/31/09,#N/A,#N/A,#N/A
1211 THEO DICKINSON DR,,09002526,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/ 1/09,04/01/09,04/01/09,#N/A,#N/A,#N/A
5185 PONCE DE LEON BLVD,341,09002517,1,FRL,FRAUD OTHER JURISDICTION,07U,04/ 1/09,03/17/09,03/31/09,#N/A,#N/A,#N/A
5500 BLK SAN AMARO DR,BLK,09002546,1,FDD,FD SICK/INJURED PERSON,07U,04/ 1/09,04/01/09,04/01/09,#N/A,#N/A,#N/A
1251 MEMORIAL DR,RM 202,09002547,1,PRB,PROPERTY LOST,07U,04/ 1/09,04/01/09,04/01/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09002549,1,ZOE,SUSPICIOUS INCIDENT,07U,04/ 1/09,03/23/09,04/01/09,#N/A,#N/A,#N/A
5600 PONCE DE LEON BLVD,BLK,09002551,1,ZOA,TRESPASS WARNING,07U,04/ 2/09,04/02/09,04/02/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09002585,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09002585,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
1300 STANFORD DR,BLK,09002584,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,WT211,09002583,1,VAC,VANDALISM TO PROPERTY,07U,04/ 3/09,04/02/09,04/03/09,#N/A,#N/A,#N/A
1200 THEO DICKINSON DR,BLK,09002587,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
1211 THEO DICKINSON DR,,09002599,1,THC,THEFT FROM MOTOR VEHICLE,07U,04/ 3/09,04/02/09,04/03/09,#N/A,#N/A,#N/A
1101 STANFORD DR,,09002603,1,THC,THEFT FROM MOTOR VEHICLE,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
5100 BRUNSON DR,,09002615,1,PRB,PROPERTY LOST,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
1585 ALBENGA AV,104,09002623,1,BUA,BURGLARY RESIDENTIAL,07U,04/ 3/09,04/01/09,04/01/09,107,891478.31499999994,502478.739
1585 ALBENGA AV,104,09002623,2,THM,THEFT FROM BURGLARY,07U,04/ 3/09,04/01/09,04/01/09,107,891478.31499999994,502478.739
1101 STANFORD DR,409,09002621,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/ 3/09,04/01/09,04/01/09,#N/A,#N/A,#N/A
5821 SAN AMARO DR,,09002626,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
5821 SAN AMARO DR,,09002626,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
5821 SAN AMARO DR,,09002626,2,ZOA,TRESPASS WARNING,07U,04/ 3/09,04/03/09,04/03/09,#N/A,#N/A,#N/A
1570 LIGURIA AV,303,09002632,1,ZOJ,BAKER / MARCHMAN ACT,07U,04/ 4/09,04/04/09,04/04/09,104,891512.72,501942.45299999998
1570 LIGURIA AV,102B,09002631,1,FDD,FD SICK/INJURED PERSON,07U,04/ 4/09,04/04/09,04/04/09,104,891512.72,501942.45299999998
5100 BRUNSON DR,,09002641,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/ 4/09,04/02/09,04/02/09,#N/A,#N/A,#N/A
5185 PONCE DE LEON BLVD,,09002646,1,ZOE,SUSPICIOUS INCIDENT,07U,04/ 5/09,04/04/09,04/04/09,#N/A,#N/A,#N/A
1301 STANFORD DR,,09002650,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,04/ 5/09,04/05/09,04/05/09,50,894666.745,504343.22399999999
1301 STANFORD DR,,09002650,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,04/ 5/09,04/05/09,04/05/09,50,894666.745,504343.22399999999
1301 STANFORD DR,,09002650,2,ZOA,TRESPASS WARNING,07U,04/ 5/09,04/05/09,04/05/09,50,894666.745,504343.22399999999
1306 STANFORD DR,236,09002657,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/ 5/09,04/05/09,04/05/09,31,893821.40300000005,504487.02600000001
1111 MEMORIAL DR,,09002663,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/ 6/09,04/06/09,04/06/09,18,894105.66599999997,505505.27299999999
1245 THEO DICKINSON DR,,09002662,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/ 6/09,04/06/09,04/06/09,#N/A,#N/A,#N/A
5300 CARILLO ST,,09002668,1,ANB,ANIMAL BITE / ATTACK,07U,04/ 6/09,04/06/09,04/06/09,#N/A,#N/A,#N/A
5600 GEORGE E MERRICK ST,21R,09002678,1,ZOJ,BAKER / MARCHMAN ACT,07U,04/ 6/09,04/06/09,04/06/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,,09002681,1,PRB,PROPERTY LOST,07U,04/ 6/09,04/05/09,04/05/09,16,893634.74199999997,505003.36800000002
1365 MEMORIAL DR,,09002712,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/ 7/09,04/07/09,04/07/09,#N/A,#N/A,#N/A
1575 LIGURIA DR,404,09002688,1,ZOD,INCIDENT REPORT,07U,04/ 7/09,04/07/09,04/07/09,#N/A,#N/A,#N/A
1100 STANFORD DR,BLK,09002720,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,04/ 8/09,04/08/09,04/08/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09002727,1,TVE,THEFT OF BICYCLE,07U,04/ 8/09,04/07/09,04/08/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09002733,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/ 8/09,04/08/09,04/08/09,31,893821.40300000005,504487.02600000001
1245 DAUER DR,,09002772,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/ 9/09,04/09/09,04/09/09,65,893424.071,502854.73300000001
5615 PAVIA ST,,09002767,1,PRC,PROPERTY DAMAGED,07U,04/ 9/09,04/08/09,04/08/09,54,894485.30200000003,503768.17499999999
1211 THEO DICKINSON DR,304,09002762,1,FRL,FRAUD OTHER JURISDICTION,07U,04/ 9/09,02/11/09,02/11/09,#N/A,#N/A,#N/A
5600 GEORGE E MERRICK ST,21-R,09002773,1,ZOJ,BAKER / MARCHMAN ACT,07U,04/ 9/09,04/09/09,04/09/09,#N/A,#N/A,#N/A
1244 STANFORD DR,,09002763,1,SCE,SIMPLE HARASSMENT,07U,04/ 9/09,04/09/09,04/09/09,45,895022.70700000005,504471.212
1150 STANFORD DR,,09002789,1,DIA,DISTURBANCE DOMESTIC,07U,04/ 9/09,04/09/09,04/09/09,133,894933.25600000005,503710.15
1239 THEO DICKINSON DR,,09002784,1,ZOD,INCIDENT REPORT,07U,04/ 9/09,04/09/09,04/09/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09002798,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/10/09,04/10/09,04/10/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09002798,1,ZOM,INTOXICATED PERSON,07U,04/10/09,04/10/09,04/10/09,#N/A,#N/A,#N/A
5185 PONCE DE LEON BLVD,,09002797,1,ZOM,INTOXICATED PERSON,07U,04/10/09,04/10/09,04/10/09,#N/A,#N/A,#N/A
5638 GEORGE E MERRICK ST,W,09002799,2,FDD,FD SICK/INJURED PERSON,07U,04/10/09,04/10/09,04/10/09,#N/A,#N/A,#N/A
5638 GEORGE E MERRICK ST,W,09002799,2,XOP,ORDINANCE VIOLATION,07U,04/10/09,04/10/09,04/10/09,#N/A,#N/A,#N/A
5638 GEORGE E MERRICK ST,W,09002799,1,ZOM,INTOXICATED PERSON,07U,04/10/09,04/10/09,04/10/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09002843,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/11/09,04/02/09,04/02/09,#N/A,#N/A,#N/A
5615 PAVIA ST,,09002877,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/13/09,04/13/09,04/13/09,54,894485.30200000003,503768.17499999999
1111 MEMORIAL DR,,09002866,1,VAB,VANDALISM TO VEHICLE,07U,04/13/09,04/11/09,04/11/09,18,894105.66599999997,505505.27299999999
5665 PONCE DE LEON BLVD,,09002871,1,SCE,SIMPLE HARASSMENT,07U,04/13/09,08/01/07,04/13/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,WL315,09002886,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/13/09,04/13/09,04/13/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,WL315,09002886,1,ZOA,TRESPASS WARNING,07U,04/13/09,04/13/09,04/13/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,WL315,09002886,2,ZOJ,BAKER / MARCHMAN ACT,07U,04/13/09,04/13/09,04/13/09,#N/A,#N/A,#N/A
5050 BRUNSON DR,,09002912,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/14/09,04/14/09,04/14/09,20,894420.18700000003,505665.27899999998
1239 THEO DICKINSON DR,,09002903,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/14/09,04/14/09,04/14/09,#N/A,#N/A,#N/A
1200 THEO DICKINSON DR,,09002908,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/14/09,04/14/09,04/14/09,#N/A,#N/A,#N/A
6200 SAN AMARO DR,,09002892,1,BUB,BURGLARY NON-RESIDENTIAL,07U,04/14/09,04/13/09,04/14/09,96,892059.28200000001,501423.57299999997
6200 SAN AMARO DR,,09002892,2,THK,THEFT OTHER,07U,04/14/09,04/13/09,04/14/09,96,892059.28200000001,501423.57299999997
1535 LEVANTE AV,,09002905,1,PRB,PROPERTY LOST,07U,04/14/09,04/02/09,04/06/09,94,891627.89,501154.33500000002
5835 PONCE DE LEON BLVD,,09002926,1,ZOF,UNSECURED PROPERTY,07U,04/15/09,04/15/09,04/15/09,#N/A,#N/A,#N/A
1245 DAUER DR,,09002932,1,ZOA,TRESPASS WARNING,07U,04/15/09,04/15/09,04/15/09,65,893424.071,502854.73300000001
1211 THEO DICKINSON DR,,09002940,1,THC,THEFT FROM MOTOR VEHICLE,07U,04/15/09,04/12/09,04/15/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09002952,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/15/09,04/15/09,04/15/09,31,893821.40300000005,504487.02600000001
1560 LIGURIA AV,,09002959,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/15/09,04/15/09,04/15/09,103,891566.97100000002,501944.41700000002
1101 STANFORD DR,,09002985,1,TVE,THEFT OF BICYCLE,07U,04/16/09,04/16/09,04/16/09,#N/A,#N/A,#N/A
1530 LIGURIA AV,,09002997,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/17/09,04/17/09,04/17/09,#N/A,#N/A,#N/A
5100 BRUNSON DR,,09002998,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/17/09,04/17/09,04/17/09,#N/A,#N/A,#N/A
1211 THEO DICKINSON DR,,09003003,1,TVE,THEFT OF BICYCLE,07U,04/17/09,04/12/09,04/17/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09003021,1,SCA,SIMPLE BATTERY,07U,04/17/09,04/17/09,04/17/09,31,893821.40300000005,504487.02600000001
1500 CORNICHE AV,BLK,09003023,1,ZOM,INTOXICATED PERSON,07U,04/18/09,04/18/09,04/18/09,#N/A,#N/A,#N/A
1101 STANFORD DR,,09003024,2,FDD,FD SICK/INJURED PERSON,07U,04/18/09,04/18/09,04/18/09,#N/A,#N/A,#N/A
1101 STANFORD DR,,09003024,1,ZOM,INTOXICATED PERSON,07U,04/18/09,04/18/09,04/18/09,#N/A,#N/A,#N/A
5475 PONCE DE LEON BLVD/S ALHAMBRA CIR,,09002988,1,VEA,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,07U,04/18/09,04/17/09,04/17/09,#N/A,#N/A,#N/A
5821 SAN AMARO DR,,09003026,1,THK,THEFT OTHER,07U,04/18/09,04/17/09,04/18/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09003030,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/18/09,04/18/09,04/18/09,#N/A,#N/A,#N/A
1223 THEO DICKINSON DR,,09003033,1,VAC,VANDALISM TO PROPERTY,07U,04/18/09,04/18/09,04/18/09,#N/A,#N/A,#N/A
1245 DAUER DR,,09003034,1,FDD,FD SICK/INJURED PERSON,07U,04/18/09,04/18/09,04/18/09,65,893424.071,502854.73300000001
1231 THEO DICKINSON DR,,09003043,1,ASA,ASSIST LAW AGENCY,07U,04/19/09,04/19/09,04/19/09,#N/A,#N/A,#N/A
1200 THEO DICKINSON DR,BLK,09003045,1,ZOA,TRESPASS WARNING,07U,04/19/09,04/19/09,04/19/09,#N/A,#N/A,#N/A
1200 THEO DICKINSON DR,BLK,09003045,2,ZOM,INTOXICATED PERSON,07U,04/19/09,04/19/09,04/19/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,09003047,1,FDD,FD SICK/INJURED PERSON,07U,04/19/09,04/19/09,04/19/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09003059,1,FDD,FD SICK/INJURED PERSON,07U,04/19/09,04/19/09,04/19/09,#N/A,#N/A,#N/A
1301 STANFORD DR,,09003071,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/20/09,04/20/09,04/20/09,50,894666.745,504343.22399999999
1241 THEO DICKINSON DR,,09003079,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/20/09,04/20/09,04/20/09,81,892858.31700000004,503002.52299999999
5600 GEORGE E MERRICK ST,,09003077,1,ZOA,TRESPASS WARNING,07U,04/20/09,04/20/09,04/20/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09003081,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/20/09,04/10/09,04/10/09,31,893821.40300000005,504487.02600000001
1211 THEO DICKINSON DR,433,09003088,1,DRB,DRUG SALE CONTROLLED SUBSTANCE,07U,04/20/09,04/20/09,04/20/09,#N/A,#N/A,#N/A
1211 THEO DICKINSON DR,433,09003088,2,ZOK,SPECIAL INVESTIGATION,07U,04/20/09,04/20/09,04/20/09,#N/A,#N/A,#N/A
1300 STANFORD DR,,09003116,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/21/09,04/21/09,04/21/09,#N/A,#N/A,#N/A
1500 LEVANTE AV/SAN AMARO DR,,09003105,1,FDD,FD SICK/INJURED PERSON,07U,04/21/09,04/21/09,04/21/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09003106,1,TVE,THEFT OF BICYCLE,07U,04/21/09,04/20/09,04/21/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09003109,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/21/09,04/21/09,04/21/09,31,893821.40300000005,504487.02600000001
1211 THEO DICKINSON DR,,09003113,1,TVE,THEFT OF BICYCLE,07U,04/21/09,04/21/09,04/21/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09003119,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/21/09,04/21/09,04/21/09,81,892858.31700000004,503002.52299999999
1312 MILLER DR,,09003134,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/22/09,04/22/09,04/22/09,34,893200.60100000002,504423.66399999999
5300 CARILLO ST,,09003132,1,ANB,ANIMAL BITE / ATTACK,07U,04/22/09,04/22/09,04/22/09,#N/A,#N/A,#N/A
5300 CARILLO ST,,09003132,2,FDD,FD SICK/INJURED PERSON,07U,04/22/09,04/22/09,04/22/09,#N/A,#N/A,#N/A
5000 BRUNSON DR,BLOCK,09003140,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,04/22/09,04/22/09,04/22/09,#N/A,#N/A,#N/A
1245 DAUER DR,,09003151,1,VAB,VANDALISM TO VEHICLE,07U,04/22/09,04/21/09,04/21/09,65,893424.071,502854.73300000001
1239 THEO DICKINSON DR,,09003158,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/22/09,04/22/09,04/22/09,#N/A,#N/A,#N/A
1239 STANFORD DR,RT 1214,09003157,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/22/09,04/20/09,04/20/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09003131,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/22/09,04/22/09,04/22/09,81,892858.31700000004,503002.52299999999
1111 MEMORIAL DR,,09003174,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/23/09,04/23/09,04/23/09,18,894105.66599999997,505505.27299999999
1320 CAMPO SANO AV,,09003171,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,04/23/09,04/16/09,04/23/09,#N/A,#N/A,#N/A
1320 CAMPO SANO AV,,09003172,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,04/23/09,04/16/09,04/23/09,#N/A,#N/A,#N/A
5501 SAN AMARO DR,,09003209,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,04/24/09,04/24/09,04/24/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,09003195,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,04/24/09,04/24/09,04/24/09,#N/A,#N/A,#N/A
5202 UNIVERSITY DR,,09003213,1,TVE,THEFT OF BICYCLE,07U,04/24/09,04/24/09,04/24/09,27,894455.40899999999,504947.43699999998
1314 MILLER DR,,09003221,1,FDD,FD SICK/INJURED PERSON,07U,04/24/09,04/24/09,04/24/09,33,893377.17200000002,504450.17200000002
1306 STANFORD DR,,09003227,1,FRB,FRAUD BY FALSE PRETENSE,07U,04/24/09,04/24/09,04/24/09,31,893821.40300000005,504487.02600000001
1365 MEMORIAL DR,,09003229,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,04/24/09,04/24/09,04/24/09,#N/A,#N/A,#N/A
6201 SAN AMARO DR,,09003237,1,FDD,FD SICK/INJURED PERSON,07U,04/24/09,04/24/09,04/24/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09003239,1,ROD,ROBBERY STRONGARM,07U,04/24/09,04/24/09,04/24/09,31,893821.40300000005,504487.02600000001
1245 DAUER DR,,09003249,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/25/09,04/23/09,04/25/09,65,893424.071,502854.73300000001
5185 PONCE DE LEON BLVD,,09003253,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/25/09,04/25/09,04/25/09,#N/A,#N/A,#N/A
5185 PONCE DE LEON BLVD,,09003253,2,VAC,VANDALISM TO PROPERTY,07U,04/25/09,04/25/09,04/25/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,,09003252,1,PRC,PROPERTY DAMAGED,07U,04/25/09,04/25/09,04/25/09,16,893634.74199999997,505003.36800000002
1101 STANFORD DR,736,09003272,1,SCA,SIMPLE BATTERY,07U,04/26/09,04/26/09,04/26/09,#N/A,#N/A,#N/A
1301 MEMORIAL DR,,09003276,1,ZOD,INCIDENT REPORT,07U,04/26/09,04/26/09,04/26/09,7,893366.68200000003,505369.12400000001
5821 SAN AMARO DR,,09003278,1,PRB,PROPERTY LOST,07U,04/26/09,04/26/09,04/26/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,P307,09003302,1,THK,THEFT OTHER,07U,04/27/09,04/17/09,04/19/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,W621,09003310,1,FRJ,FRAUD ELECTRONIC / COMPUTER / WIRE,07U,04/27/09,04/26/09,04/26/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,W621,09003310,2,SCE,SIMPLE HARASSMENT,07U,04/27/09,04/26/09,04/26/09,#N/A,#N/A,#N/A
5185 PONCE DE LEON BLVD,,09003319,1,SCA,SIMPLE BATTERY,07U,04/27/09,04/27/09,04/27/09,#N/A,#N/A,#N/A
6200 SAN AMARO DR,,09003321,1,BUB,BURGLARY NON-RESIDENTIAL,07U,04/28/09,04/28/09,04/28/09,96,892059.28200000001,501423.57299999997
6200 SAN AMARO DR,,09003321,2,THM,THEFT FROM BURGLARY,07U,04/28/09,04/28/09,04/28/09,96,892059.28200000001,501423.57299999997
1223 THEO DICKINSON DR,,09003325,1,FDD,FD SICK/INJURED PERSON,07U,04/28/09,04/28/09,04/28/09,#N/A,#N/A,#N/A
5225 PONCE DE LEON BLVD,,09003307,1,SCA,SIMPLE BATTERY,07U,04/28/09,04/27/09,04/27/09,53,894801.88399999996,503471.82400000002
1244 STANFORD DR,,09003343,1,DIB,DISTURBANCE OTHER,07U,04/28/09,04/28/09,04/28/09,45,895022.70700000005,504471.212
5185 PONCE DE LEON BLVD,,09003340,1,PRB,PROPERTY LOST,07U,04/28/09,02/24/09,04/28/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09003346,1,PRB,PROPERTY LOST,07U,04/28/09,04/23/09,04/23/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,7 FLOOR,09003348,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/28/09,04/28/09,04/28/09,16,893634.74199999997,505003.36800000002
1211 THEO DICKINSON DR,,09003350,1,ZOM,INTOXICATED PERSON,07U,04/29/09,04/29/09,04/29/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,,09003352,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,04/29/09,04/28/09,04/28/09,16,893634.74199999997,505003.36800000002
5813 PONCE DE LEON BLVD,,09003305,1,ALB,ALCOHOL SALE TO MINOR,07U,04/29/09,03/04/09,04/27/09,91,892276.28300000005,501189.15100000001
1211 THEO DICKINSON DR,,09003358,1,ZOA,TRESPASS WARNING,07U,04/29/09,04/29/09,04/29/09,#N/A,#N/A,#N/A
5813 PONCE DE LEON BLVD,,09003305,2,ZOK,SPECIAL INVESTIGATION,07U,04/29/09,03/04/09,04/27/09,91,892276.28300000005,501189.15100000001
1251 MEMORIAL DR,502,09003373,1,BUB,BURGLARY NON-RESIDENTIAL,07U,04/29/09,04/27/09,04/28/09,#N/A,#N/A,#N/A
1251 MEMORIAL DR,502,09003373,2,THM,THEFT FROM BURGLARY,07U,04/29/09,04/27/09,04/28/09,#N/A,#N/A,#N/A
1312 MILLER DR,,09003378,1,TVE,THEFT OF BICYCLE,07U,04/29/09,04/29/09,04/29/09,34,893200.60100000002,504423.66399999999
1239 THEO DICKINSON DR,,09003380,1,TVE,THEFT OF BICYCLE,07U,04/30/09,04/29/09,04/30/09,#N/A,#N/A,#N/A
5600 GEORGE E MERRICK ST,BLK,09003410,1,ZOA,TRESPASS WARNING,07U,04/30/09,04/30/09,04/30/09,#N/A,#N/A,#N/A
1211 THEO DICKINSON DR,,09003424,1,PRC,PROPERTY DAMAGED,07U,05/ 1/09,05/01/09,05/01/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,09003451,1,TVE,THEFT OF BICYCLE,07U,05/ 1/09,04/28/09,04/30/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,09003467,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,05/ 2/09,05/02/09,05/02/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,09003467,2,ZOM,INTOXICATED PERSON,07U,05/ 2/09,05/02/09,05/02/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09003479,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,05/ 2/09,04/29/09,04/29/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09003479,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/ 2/09,04/29/09,04/29/09,#N/A,#N/A,#N/A
1200 S DIXIE HWY,BLK,09003485,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,05/ 3/09,05/02/09,05/03/09,#N/A,#N/A,#N/A
1531 LIGURIA AV,N,09003506,2,PRC,PROPERTY DAMAGED,07U,05/ 3/09,05/03/09,05/03/09,#N/A,#N/A,#N/A
1531 LIGURIA AV,N,09003506,1,SCA,SIMPLE BATTERY,07U,05/ 3/09,05/03/09,05/03/09,#N/A,#N/A,#N/A
1531 LIGURIA AV,N,09003506,1,ZOM,INTOXICATED PERSON,07U,05/ 3/09,05/03/09,05/03/09,#N/A,#N/A,#N/A
1530 LIGURIA AV,,09003515,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 4/09,05/04/09,05/04/09,#N/A,#N/A,#N/A
1530 LIGURIA AV,,09003516,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 4/09,05/04/09,05/04/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,,09003530,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,05/ 4/09,05/04/09,05/04/09,16,893634.74199999997,505003.36800000002
5821 SAN AMARO DR,,09003521,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 5/09,05/05/09,05/05/09,#N/A,#N/A,#N/A
1541 SAN AMARO DR,,09003552,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 5/09,05/05/09,05/05/09,#N/A,#N/A,#N/A
5600 PAVIA ST,,09003557,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 5/09,05/05/09,05/05/09,#N/A,#N/A,#N/A
1365 MEMORIAL DR,,09003549,1,TVE,THEFT OF BICYCLE,07U,05/ 5/09,05/04/09,05/04/09,#N/A,#N/A,#N/A
1251 MEMORIAL DR,,09003577,1,SCA,SIMPLE BATTERY,07U,05/ 5/09,05/05/09,05/05/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09003592,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 6/09,05/06/09,05/06/09,81,892858.31700000004,503002.52299999999
1300 STANFORD DR,,09003622,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/ 7/09,05/07/09,05/07/09,#N/A,#N/A,#N/A
5200 UNIVERSITY DR,,09003655,1,THC,THEFT FROM MOTOR VEHICLE,07U,05/ 8/09,05/08/09,05/08/09,26,894776.12800000003,505230.76899999997
