address,apt,case,primary_offense,offense_code,offense,tract,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
1231 DICKINSON DR,,13002435,1,PRB,PROPERTY LOST,07U,2013-03-31,2013-03-31,1700,2013-03-31,1800,,,
5030 BRUNSON DR,,13002437,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-03-31,2013-03-31,1708,2013-03-31,1712,,,
5030 BRUNSON DR,,13002437,2,XOM,OBSTRUCTION OF JUSTICE / RESIST ARREST / ESCAPE,07U,2013-03-31,2013-03-31,1708,2013-03-31,1712,,,
5030 BRUNSON DR,,13002437,1,XOT,TRESPASSING,07U,2013-03-31,2013-03-31,1708,2013-03-31,1712,,,
5030 BRUNSON DR,,13002437,2,ZOA,TRESPASS WARNING,07U,2013-03-31,2013-03-31,1708,2013-03-31,1712,,,
5030 BRUNSON DR,,13002437,2,ZOB,WARRANT ARREST,07U,2013-03-31,2013-03-31,1708,2013-03-31,1712,,,
5225 PONCE DE LEON BLVD,,13002446,1,BUB,BURGLARY NON-RESIDENTIAL,07U,2013-04-01,2013-03-31,1500,2013-04-01,0700,,,
5225 PONCE DE LEON BLVD,,13002446,2,THM,THEFT FROM BURGLARY,07U,2013-04-01,2013-03-31,1500,2013-04-01,0700,,,
1500 BRESCIA AV,BLK,13002454,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-04-01,2013-03-31,0700,2013-04-01,1100,96,892059.28200000001,501423.57299999997
1520 LIGURIA AV,,13002461,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-04-01,2013-03-30,0001,2013-03-30,1100,,,
5501 SAN AMARO DR,,13002472,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-01,2013-04-01,1817,2013-04-01,1817,,,
5665 PONCE DE LEON BLVD,,13002488,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-02,2013-03-29,1000,2013-04-02,1145,,,
5202 UNIVERSITY DR,316,13002501,1,BUB,BURGLARY NON-RESIDENTIAL,07U,2013-04-02,2013-04-01,1625,2013-04-02,0900,,,
5202 UNIVERSITY DR,316,13002501,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-02,2013-04-01,1625,2013-04-02,0900,,,
5202 UNIVERSITY DR,316,13002501,2,THK,THEFT OTHER,07U,2013-04-02,2013-04-01,1625,2013-04-02,0900,,,
5202 UNIVERSITY DR,316,13002501,2,XOT,TRESPASSING,07U,2013-04-02,2013-04-01,1625,2013-04-02,0900,,,
5202 UNIVERSITY DR,316,13002501,2,ZOA,TRESPASS WARNING,07U,2013-04-02,2013-04-01,1625,2013-04-02,0900,,,
1239 DICKINSON DR,RT309,13002504,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-02,2013-04-02,1641,2013-04-02,1641,,,
1101 STANFORD DR,,13002521,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-02,2013-04-02,2115,2013-04-02,2115,,,
1101 STANFORD DR,,13002521,1,ZOQ,ULEAD,07U,2013-04-02,2013-04-02,2115,2013-04-02,2115,,,
1231 DICKINSON DR,MT311,13002557,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-04,2013-04-03,1130,2013-04-04,0319,,,
1231 DICKINSON DR,MT311,13002557,1,ZOQ,ULEAD,07U,2013-04-04,2013-04-03,1130,2013-04-04,0319,,,
1231 DICKINSON DR,,13002558,1,THK,THEFT OTHER,07U,2013-04-04,2013-04-03,2359,2013-04-04,0130,72,893156.39199999999,503434.00900000002
5100 BRUNSON DR,,13002560,1,PRB,PROPERTY LOST,07U,2013-04-04,2013-04-04,0815,2013-04-04,0815,,,
1301 MEMORIAL DR,,13002568,1,TVE,THEFT OF BICYCLE,07U,2013-04-04,2013-04-01,1100,2013-04-02,1000,,,
1570 LIGURIA AV,,13002569,1,TVE,THEFT OF BICYCLE,07U,2013-04-04,2013-04-03,2000,2013-04-04,1130,104,891512.72,501942.45299999998
1570 LIGURIA AV,110,13002573,1,TVE,THEFT OF BICYCLE,07U,2013-04-04,2013-04-03,2326,2013-04-04,0745,302,893547.69200000004,504514.42099999997
1575 LIGURIA AV,,13002576,1,TVE,THEFT OF BICYCLE,07U,2013-04-04,2013-04-04,0400,2013-04-04,0900,,,
1540 CORNICHE AV,401B,13002590,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-04,2013-04-04,2000,2013-04-04,2030,108,891547.33,502483.14199999999
1540 CORNICHE AV,401B,13002590,1,ZOQ,ULEAD,07U,2013-04-04,2013-04-04,2000,2013-04-04,2030,108,891547.33,502483.14199999999
5185 PONCE DE LEON BLVD,641,13002594,1,ZOJ,BAKER / MARCHMAN ACT,07U,2013-04-05,2013-04-05,0032,2013-04-05,0033,130,895341.32,504085.989
5665 PONCE DE LEON BLVD,,13002605,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-05,2013-04-05,1105,2013-04-05,1105,,,
5600 GEORGE E MERRICK ST,BLK,13002612,1,ZOA,TRESPASS WARNING,07U,2013-04-05,2013-04-05,1338,2013-04-05,1338,,,
6000 SAN AMARO DR,BLK,13002629,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-04-05,2013-04-05,2130,2013-04-05,2230,528,892257.39199999999,502478.74
PONCE DE LEON BLVD/DICKINSON DR,,13002630,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-05,2013-04-05,2356,2013-04-05,2356,,,
1239 DICKINSON DR,,13002631,1,ZOA,TRESPASS WARNING,07U,2013-04-06,2013-04-04,2340,2013-04-04,2345,,,
1585 ALBENGA AV,,13002641,1,TVE,THEFT OF BICYCLE,07U,2013-04-06,2013-04-05,1445,2013-04-06,1430,,,
1251 MEMORIAL DR,304,13002642,1,FDD,FD SICK/INJURED PERSON,07U,2013-04-06,2013-04-06,1404,2013-04-06,1405,,,
1241 DICKINSON DR,,13002644,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-06,2013-04-05,1900,2013-04-06,1000,81,892858.31700000004,503002.52299999999
1306 STANFORD DR,,13002648,1,FDD,FD SICK/INJURED PERSON,07U,2013-04-06,2013-04-06,2150,2013-04-06,2242,,,
1231 DICKINSON DR,,13002650,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-07,2013-04-07,0230,2013-04-07,0231,,,
1231 DICKINSON DR,,13002650,2,ZOA,TRESPASS WARNING,07U,2013-04-07,2013-04-07,0230,2013-04-07,0231,,,
1231 DICKINSON DR,,13002650,2,ZOM,INTOXICATED PERSON,07U,2013-04-07,2013-04-07,0230,2013-04-07,0231,,,
1231 DICKINSON DR,,13002650,1,ZOQ,ULEAD,07U,2013-04-07,2013-04-07,0230,2013-04-07,0231,,,
1231 DICKINSON DR,PT9FLR,13002657,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-04-07,2013-04-06,1430,2013-04-07,1415,,,
1570 LIGURIA AV,213A,13002658,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-07,2013-04-07,1553,2013-04-07,1553,,,
1570 LIGURIA AV,213A,13002658,1,ZOQ,ULEAD,07U,2013-04-07,2013-04-07,1553,2013-04-07,1553,,,
1231 DICKINSON DR,PT 401,13002663,1,PRB,PROPERTY LOST,07U,2013-04-07,2013-04-06,2300,2013-04-06,2301,,,
1231 DICKINSON DR,,13002687,1,ZOA,TRESPASS WARNING,07U,2013-04-08,2013-04-08,1755,2013-04-08,1755,,,
5821 SAN AMARO DR,,13002706,1,VAC,VANDALISM TO PROPERTY,07U,2013-04-09,2013-04-05,0800,2013-04-09,1130,528,892257.39199999999,502478.74
DICKINSON DR/PONCE DE LEON BLVD,,13002719,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-09,2013-04-09,1729,2013-04-09,1729,,,
5821 SAN AMARO DR,,13002721,1,TVE,THEFT OF BICYCLE,07U,2013-04-09,2013-03-29,1500,2013-03-30,1200,82,892358.66299999994,502658.90399999998
1150 STANFORD DR,,13002736,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-10,2013-04-10,1236,2013-04-10,1236,,,
5665 PONCE DE LEON BLVD,,13002741,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-04-10,2013-04-06,1200,2013-04-06,1200,,,
5665 PONCE DE LEON BLVD,,13002763,1,VAA,VANDALISM TO STRUCTURE,07U,2013-04-11,2013-04-10,1000,2013-04-10,1000,,,
1311 MILLER DR,,13002772,1,ZOD,INCIDENT REPORT,07U,2013-04-11,2013-04-05,1000,2013-04-08,1200,,,
5185 PONCE DE LEON BLVD,103,13002789,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-11,2013-04-03,1520,2013-04-04,0830,128,895168.85600000003,504274.32299999997
1229 WALSH AV,,13002790,1,THK,THEFT OTHER,07U,2013-04-11,2013-04-11,1915,2013-04-11,1930,,,
1231 DICKINSON DR,,13002794,2,FDD,FD SICK/INJURED PERSON,07U,2013-04-12,2013-04-11,2300,2013-04-12,0200,,,
1231 DICKINSON DR,,13002794,1,ZOM,INTOXICATED PERSON,07U,2013-04-12,2013-04-11,2300,2013-04-12,0200,,,
1231 DICKINSON DR,MT 822,13002797,1,VAC,VANDALISM TO PROPERTY,07U,2013-04-12,2013-04-12,0230,2013-04-12,1000,,,
1350 MILLER DR,125,13002803,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-12,2013-04-11,1500,2013-04-12,1040,,,
5050 BRUNSON DR,,13002814,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-12,2013-04-12,1510,2013-04-12,1510,20,894420.18700000003,505665.27899999998
1241 DICKINSON DR,,13002817,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-04-12,2013-04-02,1830,2013-04-09,2130,,,
1101 STANFORD DR,208,13002823,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-12,2013-04-10,2000,2013-04-10,2000,131,895221.08200000005,503966.17599999998
5665 PONCE DE LEON BLVD,,13002848,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-13,2013-04-13,1941,2013-04-13,1941,,,
1552 S DIXIE HWY,,13002855,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-14,2013-04-14,1410,2013-04-14,1510,,,
5600 PONCE DE LEON BLVD,BLK,13002858,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-14,2013-04-14,1703,2013-04-14,1703,,,
5600 PONCE DE LEON BLVD,BLK,13002858,1,ZOQ,ULEAD,07U,2013-04-14,2013-04-14,1703,2013-04-14,1703,,,
1239 DICKINSON DR,,13002859,1,TVE,THEFT OF BICYCLE,07U,2013-04-14,2013-04-14,1920,2013-04-14,1936,,,
1239 DICKINSON DR,,13002859,1,XOT,TRESPASSING,07U,2013-04-14,2013-04-14,1920,2013-04-14,1936,,,
1239 DICKINSON DR,,13002859,2,ZOA,TRESPASS WARNING,07U,2013-04-14,2013-04-14,1920,2013-04-14,1936,,,
5185 PONCE DE LEON BLVD,,13002865,1,VAC,VANDALISM TO PROPERTY,07U,2013-04-15,2013-04-15,0235,2013-04-15,0235,,,
1306 STANFORD DR,,13002877,1,ZOA,TRESPASS WARNING,07U,2013-04-15,2013-04-15,1208,2013-04-15,1213,,,
1400 MILLER RD,,13002889,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-04-15,2013-04-13,1600,2013-04-15,1500,,,
5665 PONCE DE LEON BLVD,,13002891,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-15,2013-04-13,1340,2013-04-15,1000,,,
5100 BRUNSON DR,,13002901,1,ZOD,INCIDENT REPORT,07U,2013-04-15,2013-04-15,1945,2013-04-15,1945,,,
1231 DICKINSON DR,MT822,13002922,1,PRC,PROPERTY DAMAGED,07U,2013-04-16,2013-04-15,0100,2013-04-16,1500,,,
1101 STANFORD DR,MRC 308,13002935,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-16,2013-04-16,2242,2013-04-16,2242,,,
1101 STANFORD DR,MRC 308,13002935,1,ZOQ,ULEAD,07U,2013-04-16,2013-04-16,2242,2013-04-16,2242,,,
1101 STANFORD DR,,13002969,1,ZOA,TRESPASS WARNING,07U,2013-04-17,2013-04-17,1910,2013-04-17,1910,,,
5000 BRUNSON DR,,13002978,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-18,2013-04-18,0950,2013-04-18,0950,,,
1535 LEVANTE AV,,13002980,1,FDD,FD SICK/INJURED PERSON,07U,2013-04-18,2013-04-18,1000,2013-04-18,1005,,,
5665 PONCE DE LEON BLVD,,13002984,1,ZOA,TRESPASS WARNING,07U,2013-04-18,2013-04-16,1830,2013-04-16,1830,,,
1231 DICKINSON DR,PT 5,13002990,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-04-18,2013-04-18,1530,2013-04-18,1530,,,
5202 UNIVERSITY DR,104,13002992,1,SCB,SIMPLE ASSAULT / THREATS,07U,2013-04-18,2013-04-18,1630,2013-04-18,1631,27,894455.40899999999,504947.43699999998
5501 SAN AMARO DR,,13003000,1,ZOE,SUSPICIOUS INCIDENT,07U,2013-04-18,2013-04-18,1530,2013-04-18,1545,,,
1231 DICKINSON DR,,13003008,1,VAA,VANDALISM TO STRUCTURE,07U,2013-04-19,2013-04-18,2215,2013-04-19,0030,71,893300.82700000005,503382.65600000002
5185 PONCE DE LEON BLVD,,13003010,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,2013-04-19,2013-04-19,0330,2013-04-19,0344,,,
5185 PONCE DE LEON BLVD,,13003010,2,XOM,OBSTRUCTION OF JUSTICE / RESIST ARREST / ESCAPE,07U,2013-04-19,2013-04-19,0330,2013-04-19,0344,,,
1300 MILLER DR,BLK,13003016,1,ZOD,INCIDENT REPORT,07U,2013-04-19,2013-04-18,2300,2013-04-19,1002,,,
1241 DICKINSON DR,,13003017,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-04-19,2013-04-19,1028,2013-04-19,1028,81,892858.31700000004,503002.52299999999
5665 PONCE DE LEON BLVD,,13003032,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-19,2013-04-19,1505,2013-04-19,1506,,,
1244 STANFORD DR,,13003040,1,ZOA,TRESPASS WARNING,07U,2013-04-19,2013-04-19,1915,2013-04-19,1925,,,
6201 SAN AMARO DR,,13003071,1,PRB,PROPERTY LOST,07U,2013-04-21,2013-04-19,1900,2013-04-20,0900,,,
1575 LIGURIA AV,,13003074,1,TVE,THEFT OF BICYCLE,07U,2013-04-21,2013-04-20,2300,2013-04-21,0830,,,
1500 SCODELLA AV,BLK,13003079,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-22,2013-04-22,0121,2013-04-22,0121,,,
1575 LIGURIA AV,,13003083,1,THK,THEFT OTHER,07U,2013-04-22,2013-04-19,1400,2013-04-22,0900,,,
1244 STANFORD DR,,13003085,1,BUB,BURGLARY NON-RESIDENTIAL,07U,2013-04-22,2013-04-18,1400,2013-04-19,0715,,,
1244 STANFORD DR,,13003085,2,THM,THEFT FROM BURGLARY,07U,2013-04-22,2013-04-18,1400,2013-04-19,0715,,,
PONCE DE LEON BLVD/DICKINSON DR,,13003087,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-22,2013-04-22,1213,2013-04-22,1213,,,
1241 DICKINSON DR,,13003092,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,2013-04-22,2013-04-22,0530,2013-04-22,1430,,,
1231 DICKINSON DR,,13003099,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-22,2013-04-22,0200,2013-04-22,1600,72,893156.39199999999,503434.00900000002
1231 DICKINSON DR,MT4,13003108,1,FDD,FD SICK/INJURED PERSON,07U,2013-04-23,2013-04-23,0900,2013-04-23,0910,,,
1231 DICKINSON DR,,13003109,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-23,2013-04-23,0850,2013-04-23,0850,,,
6200 SAN AMARO DR,,13003119,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-23,2013-04-06,2100,2013-04-21,0900,,,
1239 DICKINSON DR,,13003124,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2013-04-23,2013-04-23,1618,2013-04-23,1620,,,
1239 DICKINSON DR,,13003124,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-23,2013-04-23,1618,2013-04-23,1620,,,
1590 SCODELLA AV,,13003126,1,THB,THEFT OF AUTO PART / ACCESSORY,07U,2013-04-23,2013-04-19,0001,2013-04-23,1730,102,891475.59199999995,501707.87099999998
1239 DICKINSON DR,,13003127,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-23,2013-04-23,1915,2013-04-23,2015,,,
1570 LIGURIA AV,203A,13003132,2,SCE,SIMPLE HARASSMENT,07U,2013-04-24,2013-04-24,0232,2013-04-24,0232,,,
1570 LIGURIA AV,203A,13003132,1,XOO,EXTORTION / BLACKMAIL,07U,2013-04-24,2013-04-24,0232,2013-04-24,0232,,,
UNIVERSITY DR/PISANO AV,,13003141,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-24,2013-04-24,1159,2013-04-24,1159,,,
1241 DICKINSON DR,,13003157,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-24,2013-04-24,1715,2013-04-24,1745,,,
RED RD/BRESCIA AV,,13003188,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-25,2013-04-25,1607,2013-04-25,1607,,,
1300 MEMORIAL DR,,13003189,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-25,2013-04-25,1700,2013-04-25,1703,16,893634.74199999997,505003.36800000002
1211 DICKINSON DR,303,13003192,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-25,2013-04-25,1834,2013-04-25,1836,,,
1301 MEMORIAL DR,126,13003194,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-25,2013-04-23,1700,2013-04-23,1825,,,
1301 MEMORIAL DR,126,13003195,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-25,2013-04-25,1700,2013-04-25,1820,,,
5185 PONCE DE LEON BLVD,,13003254,1,SCA,SIMPLE BATTERY,07U,2013-04-28,2013-04-28,0020,2013-04-28,0100,,,
1239 DICKINSON DR,RT710,13003255,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-28,2013-04-28,0110,2013-04-28,0130,73,892981.07499999995,503526.10499999998
1239 DICKINSON DR,RT710,13003255,1,ZOQ,ULEAD,07U,2013-04-28,2013-04-28,0110,2013-04-28,0130,73,892981.07499999995,503526.10499999998
5200 UNIVERSITY DR,,13003260,1,THK,THEFT OTHER,07U,2013-04-28,2013-04-26,1030,2013-04-26,1040,,,
1239 DICKINSON DR,,13003264,1,TVE,THEFT OF BICYCLE,07U,2013-04-28,2013-04-25,1630,2013-04-28,2002,,,
1239 DICKINSON DR,,13003264,2,ZOA,TRESPASS WARNING,07U,2013-04-28,2013-04-25,1630,2013-04-28,2002,,,
1239 DICKINSON DR,R310,13003266,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-28,2013-04-28,2230,2013-04-28,2230,,,
1239 DICKINSON DR,R310,13003266,1,ZOQ,ULEAD,07U,2013-04-28,2013-04-28,2230,2013-04-28,2230,,,
1500 CORNICHE AV,BLK,13003267,1,ROA,ROBBERY ARMED,07U,2013-04-28,2013-04-28,2244,2013-04-28,2244,,,
1551 BRESCIA AV,,13003271,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-29,2013-04-29,1208,2013-04-29,1208,294,891781.39500000002,501760.39500000002
1239 DICKINSON DR,,13003273,1,PRC,PROPERTY DAMAGED,07U,2013-04-29,2013-04-26,1700,2013-04-27,0200,,,
1239 DICKINSON DR,R1207,13003289,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-04-29,2013-04-29,2230,2013-04-29,2230,,,
1239 DICKINSON DR,R1207,13003289,1,ZOQ,ULEAD,07U,2013-04-29,2013-04-29,2230,2013-04-29,2230,,,
1500 LEVANTE AV,BLK,13003310,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-30,2013-04-30,1538,2013-04-30,1538,,,
5200 BRUNSON DR,101,13003313,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-04-30,2013-04-25,1700,2013-04-30,0900,,,
STANFORD DR/PONCE DE LEON BLVD,,13003320,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-04-30,2013-04-30,2210,2013-04-30,2210,,,
1530 LIGURIA AV,,13003322,1,ZOD,INCIDENT REPORT,07U,2013-05-01,2013-05-01,0021,2013-05-01,0021,,,
1245 DAUER DR,,13003338,1,PRB,PROPERTY LOST,07U,2013-05-01,2013-04-29,1300,2013-04-29,1350,,,
PONCE DE LEON BLVD/DICKINSON DR,,13003350,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-01,2013-05-01,1756,2013-05-01,1756,,,
1239 DICKINSON DR,BLK,13003356,1,XOT,TRESPASSING,07U,2013-05-03,2013-05-02,0817,2013-05-02,0817,,,
6299 SAN AMARO DR,,13003382,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-02,2013-05-02,2306,2013-05-02,2306,87,892389.13100000005,501428.88400000002
5185 PONCE DE LEON BLVD,532,13003384,2,FDD,FD SICK/INJURED PERSON,07U,2013-05-03,2013-05-03,0130,2013-05-03,0200,,,
5185 PONCE DE LEON BLVD,532,13003384,1,ZOM,INTOXICATED PERSON,07U,2013-05-03,2013-05-03,0130,2013-05-03,0200,,,
5800 SAN AMARO DR,BLK,13003416,1,ZOJ,BAKER / MARCHMAN ACT,07U,2013-05-04,2013-05-04,0400,2013-05-04,0401,,,
1239 DICKINSON DR,RT:3 FL,13003421,1,VAA,VANDALISM TO STRUCTURE,07U,2013-05-04,2013-05-04,0430,2013-05-04,1230,,,
1300 MEMORIAL DR,,13003433,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-04,2013-05-04,1825,2013-05-04,1840,,,
1300 MEMORIAL DR,,13003433,2,ZOA,TRESPASS WARNING,07U,2013-05-04,2013-05-04,1825,2013-05-04,1840,,,
1231 DICKINSON DR,,13003435,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-04,2013-05-04,2128,2013-05-04,2128,,,
1101 STANFORD DR,,13003439,2,FDD,FD SICK/INJURED PERSON,07U,2013-05-05,2013-05-04,2300,2013-05-05,0130,,,
1101 STANFORD DR,,13003439,1,ZOM,INTOXICATED PERSON,07U,2013-05-05,2013-05-04,2300,2013-05-05,0130,,,
1231 DICKINSON DR,,13003440,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-05-05,2013-05-05,0228,2013-05-05,0228,,,
1231 DICKINSON DR,,13003440,1,ZOQ,ULEAD,07U,2013-05-05,2013-05-05,0228,2013-05-05,0228,,,
1231 DICKINSON DR,,13003441,2,DCA,DISORDERLY CONDUCT / FIGHTING,07U,2013-05-05,2013-05-05,0428,2013-05-05,0428,,,
1231 DICKINSON DR,,13003441,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2013-05-05,2013-05-05,0428,2013-05-05,0428,,,
1231 DICKINSON DR,,13003441,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-05-05,2013-05-05,0428,2013-05-05,0428,,,
1231 DICKINSON DR,,13003441,2,XOM,OBSTRUCTION OF JUSTICE / RESIST ARREST / ESCAPE,07U,2013-05-05,2013-05-05,0428,2013-05-05,0428,,,
1231 DICKINSON DR,,13003441,2,ZOM,INTOXICATED PERSON,07U,2013-05-05,2013-05-05,0428,2013-05-05,0428,,,
5185 PONCE DE LEON BLVD,,13003443,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,2013-05-05,2013-05-05,0610,2013-05-05,0615,639,895186.48300000001,504469.766
5185 PONCE DE LEON BLVD,,13003443,1,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,2013-05-05,2013-05-05,0610,2013-05-05,0615,639,895186.48300000001,504469.766
5185 PONCE DE LEON BLVD,,13003443,2,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,2013-05-05,2013-05-05,0610,2013-05-05,0615,639,895186.48300000001,504469.766
5185 PONCE DE LEON BLVD,,13003443,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,2013-05-05,2013-05-05,0610,2013-05-05,0615,639,895186.48300000001,504469.766
5185 PONCE DE LEON BLVD,,13003443,2,ZOQ,ULEAD,07U,2013-05-05,2013-05-05,0610,2013-05-05,0615,639,895186.48300000001,504469.766
1231 DICKINSON DR,,13003446,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-05,2013-05-05,0330,2013-05-05,0430,,,
1239 DICKINSON DR,W822,13003455,1,VAC,VANDALISM TO PROPERTY,07U,2013-05-05,2013-05-05,0210,2013-05-05,0225,74,892974.25199999998,503706.15500000003
STANFORD DR/PONCE DE LEON BLVD,,13003462,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-05,2013-05-05,2114,2013-05-05,2114,,,
1231 DICKINSON DR,PT2FL,13003490,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-06,2013-05-06,0500,2013-05-06,1515,,,
1241 DICKINSON DR,,13003491,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,2013-05-06,2013-05-06,1730,2013-05-06,1830,81,892858.31700000004,503002.52299999999
1300 MEMORIAL DR,,13003506,1,PRB,PROPERTY LOST,07U,2013-05-07,2013-04-29,1100,2013-04-29,1130,,,
1239 DICKINSON DR,,13003512,1,PRB,PROPERTY LOST,07U,2013-05-07,2013-05-02,1300,2013-05-02,1315,,,
1200 WALSH AV,BLK,13003516,1,VEB,VEHICLE HIT & RUN,07U,2013-05-07,2013-05-07,1215,2013-05-07,1452,,,
5665 PONCE DE LEON BLVD,,13003521,1,TVE,THEFT OF BICYCLE,07U,2013-05-07,2013-04-02,1100,2013-04-16,1700,,,
1101 STANFORD DR,,13003524,1,TVE,THEFT OF BICYCLE,07U,2013-05-07,2013-04-26,1200,2013-05-07,1200,,,
1570 LIGURIA AV,208A,13003526,1,TVE,THEFT OF BICYCLE,07U,2013-05-07,2013-05-07,1130,2013-05-07,1330,261,891462.24800000002,501943.88500000001
1300 CAMPO SANO AV,,13003557,1,FDC,FD OTHER FIRE,07U,2013-05-09,2013-05-09,0700,2013-05-09,0700,,,
5185 PONCE DE LEON BLVD,,13003566,1,PRB,PROPERTY LOST,07U,2013-05-09,2013-04-22,1900,2013-05-08,1700,,,
1231 DICKINSON DR,,13003567,1,THC,THEFT FROM MOTOR VEHICLE,07U,2013-05-09,2013-05-08,1815,2013-05-08,1900,81,892858.31700000004,503002.52299999999
SAN AMARO DR/LIGURIA AV,,13003578,1,VEL,VEHICLE TRAFFIC CRASH,07U,2013-05-09,2013-05-09,1621,2013-05-09,1621,,,
1231 DICKINSON DR,,13003582,1,TVE,THEFT OF BICYCLE,07U,2013-05-09,2013-04-24,1700,2013-05-09,1830,,,
