ADDRESS,Apt,Caee,Primary Offense,Off_Code,Offense,tract,repdate,date_rept,date_occu,hour_occu,dow1,date_fnd,hour_fnd,,,,,
1150 STANFORD DR,,11009042,1,ZOD,INCIDENT REPORT,07U,,11/18/2011,11/11/18,[$-409]10:20 a11/p11,[$-409]10:20 a11/p11,11/18/2011,[$-409]10:30 a11/p11,,,,,
1252 MEMORIAL DR,140,11009044,1,FRL,FRAUD OTHER JURISDICTION,07U,,11/18/2011,11/11/18,[$-409]13:17 a11/p11,[$-409]13:17 a11/p11,11/18/2011,[$-409]11:26 a11/p11,,,,,
1228 DICKINSON DR,49,11009051,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,11/18/2011,11/11/18,[$-409]13:00 a11/p11,[$-409]13:00 a11/p11,11/18/2011,[$-409]09:30 a11/p11,,,,,
6599 SAN AMARO DR/PONCE DE LEON BLVD,,11009053,1,VEL,VEHICLE TRAFFIC CRASH,07U,,11/18/2011,11/11/18,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/18/2011,[$-409]00:00 a11/p11,,,,,
5665 PONCE DE LEON BLVD,,11009054,1,SCE,SIMPLE HARASSMENT,07U,,11/18/2011,11/11/18,[$-409]08:22 a11/p11,[$-409]08:22 a11/p11,11/18/2011,[$-409]08:22 a11/p11,,,,,
1585 ALBENGA AV,3110C,11009057,1,FRL,FRAUD OTHER JURISDICTION,07U,,11/18/2011,11/11/18,[$-409]16:37 a11/p11,[$-409]16:37 a11/p11,11/ 8/2011,[$-409]16:37 a11/p11,,,,,
1231 DICKINSON DR,MT618,11009061,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/18/2011,11/11/18,[$-409]16:30 a11/p11,[$-409]16:30 a11/p11,11/18/2011,[$-409]17:35 a11/p11,70,893261.76699999999,503552.82699999999,,
1231 DICKINSON DR,,11009063,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/18/2011,11/11/18,[$-409]18:30 a11/p11,[$-409]18:30 a11/p11,11/18/2011,[$-409]18:35 a11/p11,,,,,
5199 PONCE DE LEON BLVD/STANFORD DR,,11009072,1,VEL,VEHICLE TRAFFIC CRASH,07U,,11/19/2011,11/11/19,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/19/2011,[$-409]00:00 a11/p11,,,,,
1560 LIGURIA AV,,11009079,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/19/2011,11/11/19,[$-409]16:00 a11/p11,[$-409]16:00 a11/p11,11/19/2011,[$-409]16:01 a11/p11,,,,,
1300 STANFORD DR,,11009084,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,11/19/2011,11/11/19,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/19/2011,[$-409]00:00 a11/p11,,,,,
1530 LIGURIA AV,,11009093,1,ZOM,INTOXICATED PERSON,07U,,11/20/2011,11/11/20,[$-409]01:00 a11/p11,[$-409]01:00 a11/p11,11/20/2011,[$-409]01:00 a11/p11,,,,,
1231 DICKINSON DR,614 MT,11009094,1,FDD,FD SICK/INJURED PERSON,07U,,11/20/2011,11/11/20,[$-409]01:00 a11/p11,[$-409]01:00 a11/p11,11/20/2011,[$-409]01:15 a11/p11,,,,,
1231 DICKINSON DR,614 MT,11009094,1,ZOM,INTOXICATED PERSON,07U,,11/20/2011,11/11/20,[$-409]01:00 a11/p11,[$-409]01:00 a11/p11,11/20/2011,[$-409]01:15 a11/p11,,,,,
1306 STANFORD DR,,11009097,1,THK,THEFT OTHER,07U,,11/20/2011,11/11/20,[$-409]19:00 a11/p11,[$-409]19:00 a11/p11,11/20/2011,[$-409]12:30 a11/p11,884,894116.56799999997,504431.93599999999,,
1306 STANFORD DR,,11009098,1,TVE,THEFT OF BICYCLE,07U,,11/20/2011,11/11/20,[$-409]19:45 a11/p11,[$-409]19:45 a11/p11,11/20/2011,[$-409]12:30 a11/p11,884,894116.56799999997,504431.93599999999,,
1525 ALBENGA AV,,11009101,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/20/2011,11/11/20,[$-409]20:30 a11/p11,[$-409]20:30 a11/p11,11/20/2011,[$-409]20:31 a11/p11,110,891783.19900000002,502422.848,,
5200 UNIVERSITY DR,,11009103,1,ZZZ,VOID (RECORDS USE ONLY),07U,,11/20/2011,11/11/20,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/20/2011,[$-409]00:00 a11/p11,,,,,
1231 DICKINSON DR,213B,11009113,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,11/21/2011,11/11/21,[$-409]09:00 a11/p11,[$-409]09:00 a11/p11,11/19/2011,[$-409]15:30 a11/p11,72,893156.39199999999,503434.00900000002,,
5200 BRUNSON DR,,11009116,1,THK,THEFT OTHER,07U,,11/21/2011,11/11/21,[$-409]08:00 a11/p11,[$-409]08:00 a11/p11,11/21/2011,[$-409]07:00 a11/p11,735,894960.30299999996,505255.32299999997,,
1111 MEMORIAL DR,312,11009131,1,PRB,PROPERTY LOST,07U,,11/21/2011,11/11/21,[$-409]12:25 a11/p11,[$-409]12:25 a11/p11,11/16/2011,[$-409]16:30 a11/p11,,,,,
1239 DICKINSON DR,,11009144,1,TVE,THEFT OF BICYCLE,07U,,11/21/2011,11/11/21,[$-409]15:30 a11/p11,[$-409]15:30 a11/p11,11/15/2011,[$-409]08:00 a11/p11,864,892885.14500000002,503771.93199999997,,
5399 PONCE DE LEON BLVD/DICKINSON DR,,11009159,1,VEL,VEHICLE TRAFFIC CRASH,07U,,11/22/2011,11/11/22,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/22/2011,[$-409]00:00 a11/p11,,,,,
1150 STANFORD DR,,11009160,1,SCE,SIMPLE HARASSMENT,07U,,11/22/2011,11/11/22,[$-409]17:00 a11/p11,[$-409]17:00 a11/p11,11/20/2011,[$-409]17:30 a11/p11,,,,,
1150 STANFORD DR,,11009160,1,ZOA,TRESPASS WARNING,07U,,11/22/2011,11/11/22,[$-409]17:00 a11/p11,[$-409]17:00 a11/p11,11/20/2011,[$-409]17:30 a11/p11,,,,,
1300 MILLER DR,BLK,11009165,1,PRB,PROPERTY LOST,07U,,11/22/2011,11/11/22,[$-409]07:00 a11/p11,[$-409]07:00 a11/p11,11/22/2011,[$-409]07:03 a11/p11,394,893725.35800000001,504827.61499999999,,
1300 MEMORIAL DR,,11009169,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,11/22/2011,11/11/22,[$-409]10:00 a11/p11,[$-409]10:00 a11/p11,11/22/2011,[$-409]10:50 a11/p11,,,,,
5600 MERRICK ST,21H,11009178,1,ZOA,TRESPASS WARNING,07U,,11/22/2011,11/11/22,[$-409]13:56 a11/p11,[$-409]13:56 a11/p11,11/22/2011,[$-409]14:15 a11/p11,55,894213.16599999997,503867.28399999999,,
1239 DICKINSON DR,W1219,11009190,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/23/2011,11/11/23,[$-409]01:00 a11/p11,[$-409]01:00 a11/p11,11/23/2011,[$-409]01:30 a11/p11,73,892981.07499999995,503526.10499999998,,
1101 STANFORD DR,M343,11009198,1,ZOE,SUSPICIOUS INCIDENT,07U,,11/23/2011,11/11/23,[$-409]09:47 a11/p11,[$-409]09:47 a11/p11,11/23/2011,[$-409]09:47 a11/p11,,,,,
5615 PAVIA ST,,11009207,1,VEL,VEHICLE TRAFFIC CRASH,07U,,11/23/2011,11/11/23,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/23/2011,[$-409]00:00 a11/p11,,,,,
1300 MEMORIAL DR,,11009209,1,TVE,THEFT OF BICYCLE,07U,,11/23/2011,11/11/23,[$-409]12:00 a11/p11,[$-409]12:00 a11/p11,11/17/2011,[$-409]18:00 a11/p11,16,893634.74199999997,505003.36800000002,,
1239 DICKINSON DR,RT304,11009223,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,11/24/2011,11/11/24,[$-409]22:10 a11/p11,[$-409]22:10 a11/p11,11/24/2011,[$-409]22:20 a11/p11,,,,,
1101 STANFORD DR,,11009225,2,FDD,FD SICK/INJURED PERSON,07U,,11/25/2011,11/11/25,[$-409]02:30 a11/p11,[$-409]02:30 a11/p11,11/25/2011,[$-409]02:33 a11/p11,,,,,
1101 STANFORD DR,,11009225,1,ZOM,INTOXICATED PERSON,07U,,11/25/2011,11/11/25,[$-409]02:30 a11/p11,[$-409]02:30 a11/p11,11/25/2011,[$-409]02:33 a11/p11,,,,,
5300 CARILLO ST,,11009249,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,,11/26/2011,11/11/26,[$-409]16:15 a11/p11,[$-409]16:15 a11/p11,11/26/2011,[$-409]16:20 a11/p11,,,,,
5300 CARILLO ST,,11009249,2,ZOB,WARRANT ARREST,07U,,11/26/2011,11/11/26,[$-409]16:15 a11/p11,[$-409]16:15 a11/p11,11/26/2011,[$-409]16:20 a11/p11,,,,,
1239 DICKINSON DR,WT404,11009251,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,,11/26/2011,11/11/26,[$-409]16:20 a11/p11,[$-409]16:20 a11/p11,11/26/2011,[$-409]17:20 a11/p11,,,,,
1239 DICKINSON DR,WT404,11009251,2,ZOA,TRESPASS WARNING,07U,,11/26/2011,11/11/26,[$-409]16:20 a11/p11,[$-409]16:20 a11/p11,11/26/2011,[$-409]17:20 a11/p11,,,,,
5185 PONCE DE LEON BLVD,602,11009278,1,BUA,BURGLARY RESIDENTIAL,07U,,11/27/2011,11/11/27,[$-409]12:00 a11/p11,[$-409]12:00 a11/p11,11/27/2011,[$-409]20:30 a11/p11,128,895168.85600000003,504274.32299999997,,
5185 PONCE DE LEON BLVD,602,11009278,2,THM,THEFT FROM BURGLARY,07U,,11/27/2011,11/11/27,[$-409]12:00 a11/p11,[$-409]12:00 a11/p11,11/27/2011,[$-409]20:30 a11/p11,128,895168.85600000003,504274.32299999997,,
1300 MEMORIAL DR,,11009294,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,11/28/2011,11/11/28,[$-409]12:05 a11/p11,[$-409]12:05 a11/p11,11/28/2011,[$-409]12:10 a11/p11,16,893634.74199999997,505003.36800000002,,
5800 SAN AMARO DR,BLK,11009295,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,11/28/2011,11/11/28,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/28/2011,[$-409]00:00 a11/p11,,,,,
5800 SAN AMARO DR,BLK,11009299,1,ZZZ,VOID (RECORDS USE ONLY),07U,,11/28/2011,11/11/28,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/28/2011,[$-409]00:00 a11/p11,,,,,
1585 ALBENGA AV,110,11009307,1,TVE,THEFT OF BICYCLE,07U,,11/28/2011,11/11/28,[$-409]12:00 a11/p11,[$-409]12:00 a11/p11,11/28/2011,[$-409]08:00 a11/p11,107,891478.31499999994,502478.739,,
5615 PAVIA ST,,11009311,1,VEL,VEHICLE TRAFFIC CRASH,07U,,11/28/2011,11/11/28,[$-409]00:00 a11/p11,[$-409]00:00 a11/p11,11/28/2011,[$-409]00:00 a11/p11,,,,,
5185 PONCE DE LEON BLVD,405,11009314,1,BUA,BURGLARY RESIDENTIAL,07U,,11/28/2011,11/11/28,[$-409]01:15 a11/p11,[$-409]01:15 a11/p11,11/27/2011,[$-409]01:45 a11/p11,46,895313.53,504251.54700000002,,
5185 PONCE DE LEON BLVD,405,11009314,2,THM,THEFT FROM BURGLARY,07U,,11/28/2011,11/11/28,[$-409]01:15 a11/p11,[$-409]01:15 a11/p11,11/27/2011,[$-409]01:45 a11/p11,46,895313.53,504251.54700000002,,
1350 MILLER DR,,11009317,1,FDD,FD SICK/INJURED PERSON,07U,,11/28/2011,11/11/28,[$-409]18:29 a11/p11,[$-409]18:29 a11/p11,11/28/2011,[$-409]18:29 a11/p11,16,893634.74199999997,505003.36800000002,,
5801 SUNSET DR,,11009342,1,FRL,FRAUD OTHER JURISDICTION,07U,,11/29/2011,11/11/29,[$-409]08:00 a09/p09,[$-409]08:00 a09/p09,10/15/2011,[$-409]12:00 a10/p10,,,,,
1300 MEMORIAL DR,,11009345,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,11/29/2011,11/11/29,[$-409]13:55 a11/p11,[$-409]13:55 a11/p11,11/29/2011,[$-409]14:00 a11/p11,16,893634.74199999997,505003.36800000002,,
1301 MEMORIAL DR,,11009347,1,TVE,THEFT OF BICYCLE,07U,,11/29/2011,11/11/29,[$-409]13:30 a11/p11,[$-409]13:30 a11/p11,11/29/2011,[$-409]15:00 a11/p11,7,893366.68200000003,505369.12400000001,,
1301 MEMORIAL DR,,11009347,2,ZOA,TRESPASS WARNING,07U,,11/29/2011,11/11/29,[$-409]13:30 a11/p11,[$-409]13:30 a11/p11,11/29/2011,[$-409]15:00 a11/p11,7,893366.68200000003,505369.12400000001,,
5813 PONCE DE LEON BLVD,,11009350,1,PRC,PROPERTY DAMAGED,07U,,11/29/2011,11/11/29,[$-409]15:36 a11/p11,[$-409]15:36 a11/p11,11/29/2011,[$-409]15:36 a11/p11,,,,,
1211 DICKINSON DR,,11009364,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,,11/30/2011,11/11/30,[$-409]00:59 a11/p11,[$-409]00:59 a11/p11,11/30/2011,[$-409]02:20 a11/p11,226,893795.69099999999,503718.109,,
1211 DICKINSON DR,,11009364,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,,11/30/2011,11/11/30,[$-409]00:59 a11/p11,[$-409]00:59 a11/p11,11/30/2011,[$-409]02:20 a11/p11,226,893795.69099999999,503718.109,,
1300 MEMORIAL DR,,11009370,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,11/30/2011,11/11/30,[$-409]10:20 a11/p11,[$-409]10:20 a11/p11,11/30/2011,[$-409]11:05 a11/p11,16,893634.74199999997,505003.36800000002,,
5185 PONCE DE LEON BLVD,127,11009396,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 1/2011,11/12/01,[$-409]00:10 a12/p12,[$-409]00:10 a12/p12,12/ 1/2011,[$-409]00:10 a12/p12,,,,,
1300 MEMORIAL DR,,11009416,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,12/ 1/2011,11/12/01,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 1/2011,[$-409]00:00 a12/p12,,,,,
1200 STANFORD DR,BLK,11009418,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,12/ 1/2011,11/12/01,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 1/2011,[$-409]00:00 a12/p12,,,,,
1252 MEMORIAL DR,,11009444,1,ZOA,TRESPASS WARNING,07U,,12/ 2/2011,11/12/02,[$-409]10:07 a12/p12,[$-409]10:07 a12/p12,12/ 2/2011,[$-409]10:07 a12/p12,17,893876.15800000005,505263.125,,
1231 DICKINSON DR,,11009445,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 2/2011,11/12/02,[$-409]10:45 a12/p12,[$-409]10:45 a12/p12,12/ 2/2011,[$-409]10:50 a12/p12,,,,,
1228 DICKINSON DR,,11009448,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,12/ 2/2011,11/12/02,[$-409]09:00 a11/p11,[$-409]09:00 a11/p11,12/ 2/2011,[$-409]13:00 a12/p12,63,893509.95700000005,503319.49900000001,,
1101 STANFORD DR,739,11009451,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,12/ 2/2011,11/12/02,[$-409]07:00 a12/p12,[$-409]07:00 a12/p12,12/ 1/2011,[$-409]13:00 a12/p12,131,895221.08200000005,503966.17599999998,,
1314 MILLER DR,,11009459,1,FDD,FD SICK/INJURED PERSON,07U,,12/ 2/2011,11/12/02,[$-409]19:20 a12/p12,[$-409]19:20 a12/p12,12/ 2/2011,[$-409]19:20 a12/p12,,,,,
1306 STANFORD DR,,11009462,1,PRC,PROPERTY DAMAGED,07U,,12/ 2/2011,11/12/02,[$-409]19:20 a12/p12,[$-409]19:20 a12/p12,12/ 2/2011,[$-409]20:00 a12/p12,,,,,
1300 MEMORIAL DR,BLK,11009470,1,FDD,FD SICK/INJURED PERSON,07U,,12/ 3/2011,11/12/03,[$-409]01:45 a12/p12,[$-409]01:45 a12/p12,12/ 3/2011,[$-409]01:50 a12/p12,,,,,
1231 DICKINSON DR,MT818,11009472,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 3/2011,11/12/03,[$-409]03:15 a12/p12,[$-409]03:15 a12/p12,12/ 3/2011,[$-409]03:20 a12/p12,,,,,
1101 STANFORD DR,,11009474,1,ZOJ,BAKER / MARCHMAN ACT,07U,,12/ 3/2011,11/12/03,[$-409]05:48 a12/p12,[$-409]05:48 a12/p12,12/ 3/2011,[$-409]05:48 a12/p12,,,,,
1520 LIGURIA AV,,11009486,1,DIB,DISTURBANCE OTHER,07U,,12/ 3/2011,11/12/03,[$-409]16:00 a12/p12,[$-409]16:00 a12/p12,12/ 3/2011,[$-409]16:00 a12/p12,,,,,
1211 DICKINSON DR,207,11009495,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 3/2011,11/12/03,[$-409]22:00 a12/p12,[$-409]22:00 a12/p12,12/ 3/2011,[$-409]22:15 a12/p12,,,,,
5185 PONCE DE LEON BLVD,,11009500,2,FDD,FD SICK/INJURED PERSON,07U,,12/ 4/2011,11/12/04,[$-409]22:00 a12/p12,[$-409]22:00 a12/p12,12/ 4/2011,[$-409]03:00 a12/p12,,,,,
5185 PONCE DE LEON BLVD,,11009500,1,ZOM,INTOXICATED PERSON,07U,,12/ 4/2011,11/12/04,[$-409]22:00 a12/p12,[$-409]22:00 a12/p12,12/ 4/2011,[$-409]03:00 a12/p12,,,,,
1303 STANFORD DR,,11009503,1,PRC,PROPERTY DAMAGED,07U,,12/ 4/2011,11/12/04,[$-409]07:48 a12/p12,[$-409]07:48 a12/p12,12/ 4/2011,[$-409]07:48 a12/p12,604,894936.66299999994,504586.34299999999,,
1231 DICKINSON DR,,11009520,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 4/2011,11/12/04,[$-409]19:45 a12/p12,[$-409]19:45 a12/p12,12/ 4/2011,[$-409]19:45 a12/p12,,,,,
1239 DICKINSON DR,,11009529,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 5/2011,11/12/05,[$-409]09:00 a12/p12,[$-409]09:00 a12/p12,12/ 5/2011,[$-409]10:25 a12/p12,,,,,
1300 MEMORIAL DR,,11009537,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,12/ 5/2011,11/12/05,[$-409]12:00 a12/p12,[$-409]12:00 a12/p12,12/ 5/2011,[$-409]12:20 a12/p12,16,893634.74199999997,505003.36800000002,,
1211 DICKINSON DR,,11009545,1,PRB,PROPERTY LOST,07U,,12/ 5/2011,11/12/05,[$-409]00:30 a12/p12,[$-409]00:30 a12/p12,12/ 5/2011,[$-409]15:00 a12/p12,67,893671.82799999998,503718.77100000001,,
1239 DICKINSON DR,W211,11009554,1,FDD,FD SICK/INJURED PERSON,07U,,12/ 5/2011,11/12/05,[$-409]18:10 a12/p12,[$-409]18:10 a12/p12,12/ 5/2011,[$-409]18:10 a12/p12,,,,,
5700 PONCE DE LEON BLVD,BLK,11009559,1,VAA,VANDALISM TO STRUCTURE,07U,,12/ 6/2011,11/12/06,[$-409]21:00 a11/p11,[$-409]21:00 a11/p11,12/ 6/2011,[$-409]01:49 a12/p12,,,,,
5099 PISANO AV/UNIVERSITY DR,,11009571,1,VEL,VEHICLE TRAFFIC CRASH,07U,,12/ 6/2011,11/12/06,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 6/2011,[$-409]00:00 a12/p12,,,,,
1231 DICKINSON DR,231B,11009581,1,PRC,PROPERTY DAMAGED,07U,,12/ 6/2011,11/12/06,[$-409]11:00 a12/p12,[$-409]11:00 a12/p12,12/ 2/2011,[$-409]11:00 a12/p12,848,893063.03500000003,503398.39399999997,,
1231 DICKINSON DR,231B,11009581,2,ZOE,SUSPICIOUS INCIDENT,07U,,12/ 6/2011,11/12/06,[$-409]11:00 a12/p12,[$-409]11:00 a12/p12,12/ 2/2011,[$-409]11:00 a12/p12,848,893063.03500000003,503398.39399999997,,
1300 CAMPO SANO AV,BLK,11009587,1,VEL,VEHICLE TRAFFIC CRASH,07U,,12/ 6/2011,11/12/06,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 6/2011,[$-409]00:00 a12/p12,,,,,
1228 DICKINSON DR,,11009594,2,FDD,FD SICK/INJURED PERSON,07U,,12/ 6/2011,11/12/06,[$-409]23:18 a12/p12,[$-409]23:18 a12/p12,12/ 6/2011,[$-409]23:18 a12/p12,182,893580.29700000002,503555.58799999999,,
1228 DICKINSON DR,,11009594,1,SCA,SIMPLE BATTERY,07U,,12/ 6/2011,11/12/06,[$-409]23:18 a12/p12,[$-409]23:18 a12/p12,12/ 6/2011,[$-409]23:18 a12/p12,182,893580.29700000002,503555.58799999999,,
1228 DICKINSON DR,,11009594,2,ZOA,TRESPASS WARNING,07U,,12/ 6/2011,11/12/06,[$-409]23:18 a12/p12,[$-409]23:18 a12/p12,12/ 6/2011,[$-409]23:18 a12/p12,182,893580.29700000002,503555.58799999999,,
1300 MEMORIAL DR,,11009599,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,12/ 7/2011,11/12/07,[$-409]05:20 a12/p12,[$-409]05:20 a12/p12,12/ 7/2011,[$-409]05:30 a12/p12,16,893634.74199999997,505003.36800000002,,
5600 PONCE DE LEON BLVD,BLK,11009606,2,STA,STOLEN PROPERTY POSSESSION,07U,,12/ 7/2011,11/12/07,[$-409]10:23 a12/p12,[$-409]10:23 a12/p12,12/ 7/2011,[$-409]10:23 a12/p12,,,,,
5600 PONCE DE LEON BLVD,BLK,11009606,1,THC,THEFT FROM MOTOR VEHICLE,07U,,12/ 7/2011,11/12/07,[$-409]10:23 a12/p12,[$-409]10:23 a12/p12,12/ 7/2011,[$-409]10:23 a12/p12,,,,,
5600 PONCE DE LEON BLVD,BLK,11009606,2,THB,THEFT OF AUTO PART / ACCESSORY,07U,,12/ 7/2011,11/12/07,[$-409]10:23 a12/p12,[$-409]10:23 a12/p12,12/ 7/2011,[$-409]10:23 a12/p12,,,,,
5600 PONCE DE LEON BLVD,BLK,11009606,1,ZOA,TRESPASS WARNING,07U,,12/ 7/2011,11/12/07,[$-409]10:23 a12/p12,[$-409]10:23 a12/p12,12/ 7/2011,[$-409]10:23 a12/p12,,,,,
1101 STANFORD DR,644,11009613,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,12/ 7/2011,11/12/07,[$-409]14:00 a12/p12,[$-409]14:00 a12/p12,12/ 5/2011,[$-409]14:30 a12/p12,,,,,
1300 MEMORIAL DR,,11009615,1,PRB,PROPERTY LOST,07U,,12/ 7/2011,11/12/07,[$-409]12:50 a12/p12,[$-409]12:50 a12/p12,12/ 7/2011,[$-409]14:10 a12/p12,,,,,
1211 DICKINSON DR,,11009621,1,ZOJ,BAKER / MARCHMAN ACT,07U,,12/ 7/2011,11/12/07,[$-409]16:40 a12/p12,[$-409]16:40 a12/p12,12/ 7/2011,[$-409]16:40 a12/p12,,,,,
1306 STANFORD DR,,11009625,1,PRB,PROPERTY LOST,07U,,12/ 7/2011,11/12/07,[$-409]13:40 a12/p12,[$-409]13:40 a12/p12,12/ 7/2011,[$-409]13:41 a12/p12,432,894239.15800000005,504433.315,,
5500 SAN AMARO DR,BLK,11009634,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 8/2011,11/12/08,[$-409]01:00 a12/p12,[$-409]01:00 a12/p12,12/ 8/2011,[$-409]01:00 a12/p12,41,892819.9,504115.40600000002,,
5300 CARILLO ST,,11009643,1,VEL,VEHICLE TRAFFIC CRASH,07U,,12/ 8/2011,11/12/08,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 8/2011,[$-409]00:00 a12/p12,,,,,
1300 MEMORIAL DR,,11009648,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,12/ 8/2011,11/12/08,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 8/2011,[$-409]00:00 a12/p12,,,,,
6499 RED RD/LEVANTE AV,,11009652,1,VEL,VEHICLE TRAFFIC CRASH,07U,,12/ 8/2011,11/12/08,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 8/2011,[$-409]00:00 a12/p12,,,,,
6100 SAN AMARO DR,,11009660,1,ZZZ,VOID (RECORDS USE ONLY),07U,,12/ 8/2011,11/12/08,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 8/2011,[$-409]00:00 a12/p12,,,,,
1239 DICKINSON DR,WT1205,11009670,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 8/2011,11/12/08,[$-409]22:45 a12/p12,[$-409]22:45 a12/p12,12/ 8/2011,[$-409]22:45 a12/p12,76,892865.95600000001,503580.26199999999,,
1239 DICKINSON DR,203 WT,11009671,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 9/2011,11/12/09,[$-409]02:33 a12/p12,[$-409]02:33 a12/p12,12/ 8/2011,[$-409]02:45 a12/p12,76,892865.95600000001,503580.26199999999,,
1100 STANFORD DR,BLK,11009672,2,DCC,DISORDERLY INTOXICATION,07U,,12/ 9/2011,11/12/09,[$-409]01:45 a12/p12,[$-409]01:45 a12/p12,12/ 9/2011,[$-409]01:55 a12/p12,,,,,
1100 STANFORD DR,BLK,11009672,2,XOM,OBSTRUCTION OF JUSTICE / RESIST ARREST / ESCAPE,07U,,12/ 9/2011,11/12/09,[$-409]01:45 a12/p12,[$-409]01:45 a12/p12,12/ 9/2011,[$-409]01:55 a12/p12,,,,,
1100 STANFORD DR,BLK,11009672,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/ 9/2011,11/12/09,[$-409]01:45 a12/p12,[$-409]01:45 a12/p12,12/ 9/2011,[$-409]01:55 a12/p12,,,,,
1100 STANFORD DR,BLK,11009672,1,SCA,SIMPLE BATTERY,07U,,12/ 9/2011,11/12/09,[$-409]01:45 a12/p12,[$-409]01:45 a12/p12,12/ 9/2011,[$-409]01:55 a12/p12,,,,,
1306 STANFORD DR,,11009679,1,FDD,FD SICK/INJURED PERSON,07U,,12/ 9/2011,11/12/09,[$-409]09:39 a12/p12,[$-409]09:39 a12/p12,12/ 9/2011,[$-409]09:40 a12/p12,879,893815.44099999999,504664.29599999997,,
5821 SAN AMARO DR,,11009683,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,12/ 9/2011,11/12/09,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 9/2011,[$-409]00:00 a12/p12,,,,,
5225 PONCE DE LEON BLVD,,11009689,1,TVE,THEFT OF BICYCLE,07U,,12/ 9/2011,11/12/09,[$-409]09:30 a12/p12,[$-409]09:30 a12/p12,12/ 9/2011,[$-409]15:00 a12/p12,,,,,
