address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,x,y
1535 LEVANTE AV,,09006052,1,THK,THEFT OTHER,2009-08-04,2009-07-27,0900,2009-08-03,0900,94,891627.89,501154.33500000002
1300 MEMORIAL DR,,09006097,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-08-05,2009-08-05,1030,2009-08-05,1030,16,893634.74199999997,505003.36800000002
1252 MEMORIAL DR,,09006123,1,FRL,FRAUD OTHER JURISDICTION,2009-08-05,2009-08-05,1400,2009-08-05,1400,17,893876.15800000005,505263.125
1560 LIGURIA AV,UV6205,09006221,1,ZOD,INCIDENT REPORT,2009-08-09,2009-08-08,1000,2009-08-08,1000,103,891566.97100000002,501944.41700000002
1241 THEO DICKINSON DR,,09006241,1,ZOD,INCIDENT REPORT,2009-08-10,2009-08-10,1425,2009-08-10,1425,81,892858.31700000004,503002.52299999999
5200 BRUNSON DR,,09006268,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-08-11,2009-08-11,1450,2009-08-11,1450,24,894706.67700000003,505424.42
1301 MEMORIAL DR,,09006267,1,SCE,SIMPLE HARASSMENT,2009-08-11,2009-07-04,1000,2009-08-11,1000,7,893366.68200000003,505369.12400000001
1306 STANFORD DR,236,09006300,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-08-12,2009-08-12,1100,2009-08-12,1100,31,893821.40300000005,504487.02600000001
1535 LEVANTE AV,,09006295,1,ZOA,TRESPASS WARNING,2009-08-12,2009-08-11,1400,2009-08-12,1400,94,891627.89,501154.33500000002
1306 STANFORD DR,,09006305,1,ZOE,SUSPICIOUS INCIDENT,2009-08-12,2009-08-12,1015,2009-08-12,1015,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09006306,1,ZOA,TRESPASS WARNING,2009-08-12,2009-08-12,1534,2009-08-12,1534,31,893821.40300000005,504487.02600000001
1320 CAMPO SANO DR,,09006354,1,TVE,THEFT OF BICYCLE,2009-08-14,2009-08-13,1300,2009-08-13,1300,2,893382.26100000006,505799.98
1245 DAUER DR,,09006398,1,THC,THEFT FROM MOTOR VEHICLE,2009-08-16,2009-08-16,1620,2009-08-16,1620,65,893424.071,502854.73300000001
1228 THEO DICKINSON DR,,09006471,1,THC,THEFT FROM MOTOR VEHICLE,2009-08-18,2009-08-18,1645,2009-08-18,1645,63,893509.95700000005,503319.49900000001
1306 STANFORD DR,,09006493,1,THJ,THEFT BY SHOPLIFTING,2009-08-19,2009-08-19,0945,2009-08-19,0945,31,893821.40300000005,504487.02600000001
1301 MEMORIAL DR,13,09006509,1,BUB,BURGLARY NON RESIDENTIAL,2009-08-19,2009-08-05,1200,2009-08-19,1200,7,893366.68200000003,505369.12400000001
1301 MEMORIAL DR,13,09006509,1,THK,THEFT OTHER,2009-08-19,2009-08-05,1200,2009-08-19,1200,7,893366.68200000003,505369.12400000001
1301 MEMORIAL DR,13,09006509,1,THM,THEFT FROM BURGLARY,2009-08-19,2009-08-05,1200,2009-08-19,1200,7,893366.68200000003,505369.12400000001
1306 STANFORD DR,,09006633,1,FDD,FD SICK INJURED PERSON,2009-08-23,2009-08-23,2306,2009-08-23,2306,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09006633,2,FDD,FD SICK INJURED PERSON,2009-08-23,2009-08-23,2306,2009-08-23,2306,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09006633,1,ZOM,INTOXICATED PERSON,2009-08-23,2009-08-23,2306,2009-08-23,2306,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09006653,1,ZOA,TRESPASS WARNING,2009-08-24,2009-08-24,1614,2009-08-24,1614,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09006657,1,ZOA,TRESPASS WARNING,2009-08-24,2009-08-24,1643,2009-08-24,1643,31,893821.40300000005,504487.02600000001
1241 THEO DICKINSON DR,,09006666,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-08-24,2009-08-24,1850,2009-08-24,1850,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09006711,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-08-25,2009-08-25,2045,2009-08-25,2045,81,892858.31700000004,503002.52299999999
1228 THEO DICKINSON DR,,09006735,1,PRC,PROPERTY DAMAGED,2009-08-26,2009-08-19,1200,2009-08-26,1200,63,893509.95700000005,503319.49900000001
1330 MILLER DR,,09006760,1,THK,THEFT OTHER,2009-08-27,2009-08-27,1700,2009-08-27,1700,32,893531.48600000003,504366.55300000001
5615 PAVIA ST,,09006782,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-08-28,2009-08-28,1105,2009-08-28,1105,54,894485.30200000003,503768.17499999999
"5150 BRUNSON DR, LIRC",,09006771,1,PRA,PROPERTY FOUND IMPOUNDED,2009-08-28,2009-08-28,0205,2009-08-28,0205,22,894535.49300000002,505370.87
1525 ALBENGA AV,,09006801,1,VAB,VANDALISM TO VEHICLE,2009-08-28,2009-08-28,2200,2009-08-28,2200,109,891786.45900000003,502485.90500000003
1241 THEO DICKINSON DR,,09006802,1,FDD,FD SICK INJURED PERSON,2009-08-28,2009-08-28,2350,2009-08-28,2350,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09006802,2,FDD,FD SICK INJURED PERSON,2009-08-28,2009-08-28,2350,2009-08-28,2350,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09006802,1,ZOM,INTOXICATED PERSON,2009-08-28,2009-08-28,2350,2009-08-28,2350,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09006806,1,FDD,FD SICK INJURED PERSON,2009-08-29,2009-08-29,0311,2009-08-29,0311,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09006806,2,FDD,FD SICK INJURED PERSON,2009-08-29,2009-08-29,0311,2009-08-29,0311,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09006806,1,ZOM,INTOXICATED PERSON,2009-08-29,2009-08-29,0311,2009-08-29,0311,81,892858.31700000004,503002.52299999999
5183 PONCE DE LEON BLVD,,09006819,1,VAB,VANDALISM TO VEHICLE,2009-08-29,2009-08-28,1430,2009-08-29,1430,49,895569.78700000001,504323.94
1301 STANFORD DR,,09006860,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-08-31,2009-08-31,1127,2009-08-31,1127,50,894666.745,504343.22399999999
"5150 BRUNSON DR, LIRC",,09006868,1,PRB,PROPERTY LOST,2009-08-31,2009-08-31,0800,2009-08-31,0800,22,894535.49300000002,505370.87
1244 STANFORD DR,,09006872,1,ZOE,SUSPICIOUS INCIDENT,2009-08-31,2009-08-31,1700,2009-08-31,1700,45,895022.70700000005,504471.212
1245 DAUER DR,,09006903,1,FDD,FD SICK INJURED PERSON,2009-09-01,2009-09-01,1845,2009-09-01,1845,65,893424.071,502854.73300000001
5050 BRUNSON DR,,09006927,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-02,2009-09-02,1055,2009-09-02,1055,20,894420.18700000003,505665.27899999998
1300 MEMORIAL DR,,09006933,1,ZOA,TRESPASS WARNING,2009-09-02,2009-09-02,1356,2009-09-02,1356,16,893634.74199999997,505003.36800000002
1570 LIGURIA AV,,09006940,1,PRC,PROPERTY DAMAGED,2009-09-02,2009-09-02,1300,2009-09-02,1300,104,891512.72,501942.45299999998
1241 THEO DICKINSON DR,,09006945,1,FDD,FD SICK INJURED PERSON,2009-09-02,2009-09-02,1700,2009-09-02,1700,81,892858.31700000004,503002.52299999999
5202 UNIVERSITY DR,,09006949,1,DIB,DISTURBANCE OTHER,2009-09-02,2009-09-02,1933,2009-09-02,1933,27,894455.40899999999,504947.43699999998
1111 MEMORIAL DR,,09006989,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-03,2009-09-03,1307,2009-09-03,1307,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,09006990,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-03,2009-09-03,1300,2009-09-03,1300,18,894105.66599999997,505505.27299999999
1525 ALBENGA AV,,09006985,1,VAA,VANDALISM TO STRUCTURE,2009-09-03,2009-09-03,0845,2009-09-03,0845,109,891786.45900000003,502485.90500000003
1525 ALBENGA AV,,09006985,2,VAC,VANDALISM TO PROPERTY,2009-09-03,2009-09-03,0845,2009-09-03,0845,109,891786.45900000003,502485.90500000003
5200 UNIVERSITY DR,,09007013,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-04,2009-09-04,1142,2009-09-04,1142,26,894776.12800000003,505230.76899999997
1241 THEO DICKINSON DR,,09007036,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-09-04,2009-09-04,1735,2009-09-04,1735,81,892858.31700000004,503002.52299999999
1300 MEMORIAL DR,,09007051,1,FDD,FD SICK INJURED PERSON,2009-09-05,2009-09-05,1615,2009-09-05,1615,16,893634.74199999997,505003.36800000002
1301 STANFORD DR,,09007069,1,FDD,FD SICK INJURED PERSON,2009-09-06,2009-09-06,1624,2009-09-06,1624,50,894666.745,504343.22399999999
1306 STANFORD DR,,09007088,1,ZOA,TRESPASS WARNING,2009-09-07,2009-09-07,1033,2009-09-07,1033,31,893821.40300000005,504487.02600000001
1300 MEMORIAL DR,,09007124,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-08,2009-09-08,1042,2009-09-08,1042,16,893634.74199999997,505003.36800000002
5183 PONCE DE LEON BLVD,,09007122,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-08,2009-09-08,0910,2009-09-08,0910,49,895569.78700000001,504323.94
1330 MILLER DR,,09007107,1,VAC,VANDALISM TO PROPERTY,2009-09-08,2009-09-08,0004,2009-09-08,0004,32,893531.48600000003,504366.55300000001
1535 LEVANTE AV,,09007119,1,THK,THEFT OTHER,2009-09-08,2009-09-06,1800,2009-09-08,1800,94,891627.89,501154.33500000002
1244 STANFORD DR,,09007133,1,ZOA,TRESPASS WARNING,2009-09-08,2009-09-08,1353,2009-09-08,1353,45,895022.70700000005,504471.212
5050 BRUNSON DR,,09007157,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-09,2009-09-09,1115,2009-09-09,1115,20,894420.18700000003,505665.27899999998
1150 STANFORD DR,,09007162,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-09,2009-09-09,1225,2009-09-09,1225,133,894933.25600000005,503710.15
1241 THEO DICKINSON DR,,09007174,1,SCA,SIMPLE BATTERY,2009-09-09,2009-09-09,1915,2009-09-09,1915,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09007176,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-09-09,2009-09-09,1800,2009-09-09,1800,81,892858.31700000004,503002.52299999999
5202 UNIVERSITY DR,,09007232,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-09-11,2009-09-11,1435,2009-09-11,1435,27,894455.40899999999,504947.43699999998
1306 STANFORD DR,,09007254,1,THJ,THEFT BY SHOPLIFTING,2009-09-12,2009-09-12,1200,2009-09-12,1200,31,893821.40300000005,504487.02600000001
1300 MEMORIAL DR,,09007294,1,FRK,FRAUD OTHER,2009-09-14,2009-08-12,0700,2009-08-12,0700,16,893634.74199999997,505003.36800000002
1252 MEMORIAL DR,,09007288,1,ZOA,TRESPASS WARNING,2009-09-14,2009-09-14,0942,2009-09-14,0942,17,893876.15800000005,505263.125
"5150 BRUNSON DR, LIRC",,09007295,1,PRB,PROPERTY LOST,2009-09-14,2009-09-14,1245,2009-09-14,1245,22,894535.49300000002,505370.87
1245 DAUER DR,,09007452,1,PRB,PROPERTY LOST,2009-09-18,2009-09-17,2315,2009-09-17,2315,65,893424.071,502854.73300000001
1244 STANFORD DR,,09007454,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-09-18,2009-09-18,2135,2009-09-18,2135,45,895022.70700000005,504471.212
1306 STANFORD DR,,09007598,1,ZOD,INCIDENT REPORT,2009-09-23,2009-09-23,2010,2009-09-23,2010,31,893821.40300000005,504487.02600000001
1245 DAUER DR,,09007670,2,FDD,FD SICK INJURED PERSON,2009-09-26,2009-09-26,0021,2009-09-26,0021,65,893424.071,502854.73300000001
1245 DAUER DR,,09007670,1,ZOM,INTOXICATED PERSON,2009-09-26,2009-09-26,0021,2009-09-26,0021,65,893424.071,502854.73300000001
1241 THEO DICKINSON DR,,09007691,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-09-26,2009-09-26,1300,2009-09-26,1300,81,892858.31700000004,503002.52299999999
1245 DAUER DR,,09007693,1,PRA,PROPERTY FOUND IMPOUNDED,2009-09-26,2009-09-26,2242,2009-09-26,2242,65,893424.071,502854.73300000001
1241 THEO DICKINSON DR,,09007715,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-09-28,2009-09-28,0910,2009-09-28,0910,81,892858.31700000004,503002.52299999999
1300 MEMORIAL DR,,09007730,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-09-28,2009-09-28,1315,2009-09-28,1315,16,893634.74199999997,505003.36800000002
1585 ALBENGA AV,104,09007763,1,THK,THEFT OTHER,2009-09-29,2009-09-29,0200,2009-09-29,0200,107,891478.31499999994,502478.739
1550 BRESCIA AV,,09007770,1,SCB,SIMPLE ASSAULT THREATS,2009-09-29,2009-09-29,0600,2009-09-29,0600,97,891684.67799999996,501443.87400000001
1550 BRESCIA AV,,09007770,2,XOO,EXTORTION BLACKMAIL,2009-09-29,2009-09-29,0600,2009-09-29,0600,97,891684.67799999996,501443.87400000001
1241 THEO DICKINSON DR,,09007795,1,ZOA,TRESPASS WARNING,2009-09-30,2009-09-30,1520,2009-09-30,1520,81,892858.31700000004,503002.52299999999
1535 LEVANTE AV,,09007810,1,BUB,BURGLARY NON RESIDENTIAL,2009-10-01,2009-09-30,2300,2009-10-01,2300,94,891627.89,501154.33500000002
1535 LEVANTE AV,,09007811,1,THC,THEFT FROM MOTOR VEHICLE,2009-10-01,2009-09-30,1600,2009-10-01,1600,94,891627.89,501154.33500000002
1585 ALBENGA AV,,09007845,1,TVE,THEFT OF BICYCLE,2009-10-02,2009-10-01,2000,2009-10-02,2000,107,891478.31499999994,502478.739
6200 SAN AMARO DR,BLK,09007894,1,VAC,VANDALISM TO PROPERTY,2009-10-03,2009-10-03,1446,2009-10-03,1446,96,892059.28200000001,501423.57299999997
1306 STANFORD DR,,09007893,1,ZOA,TRESPASS WARNING,2009-10-03,2009-10-03,1547,2009-10-03,1547,31,893821.40300000005,504487.02600000001
1314 MILLER DR,,09007903,1,FDD,FD SICK INJURED PERSON,2009-10-03,2009-10-03,2000,2009-10-03,2000,33,893377.17200000002,504450.17200000002
1244 STANFORD DR,,09007972,1,SCB,SIMPLE ASSAULT THREATS,2009-10-06,2009-10-05,1900,2009-10-05,1900,45,895022.70700000005,504471.212
1241 THEO DICKINSON DR,,09007984,1,THC,THEFT FROM MOTOR VEHICLE,2009-10-06,2009-10-06,0100,2009-10-06,0100,81,892858.31700000004,503002.52299999999
1244 STANFORD DR,,09007994,1,FDD,FD SICK INJURED PERSON,2009-10-06,2009-10-06,1700,2009-10-06,1700,45,895022.70700000005,504471.212
5050 BRUNSON DR,,09008030,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-10-07,2009-10-07,1509,2009-10-07,1509,20,894420.18700000003,505665.27899999998
1525 ALBENGA AV,,09008016,1,SXE,SEXUAL INDECENT EXPOSURE,2009-10-07,2009-10-07,0802,2009-10-07,0802,109,891786.45900000003,502485.90500000003
1525 ALBENGA AV,,09008016,2,SXF,SEXUAL LEWD LASCIVIOUS ACT,2009-10-07,2009-10-07,0802,2009-10-07,0802,109,891786.45900000003,502485.90500000003
1306 STANFORD DR,,09008023,2,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2009-10-07,2009-10-07,1222,2009-10-07,1222,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09008023,1,THJ,THEFT BY SHOPLIFTING,2009-10-07,2009-10-07,1222,2009-10-07,1222,31,893821.40300000005,504487.02600000001
1111 MEMORIAL DR,,09008027,1,THC,THEFT FROM MOTOR VEHICLE,2009-10-07,2009-10-07,0930,2009-10-07,0930,18,894105.66599999997,505505.27299999999
1241 THEO DICKINSON DR,,09008079,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-08,2009-10-08,1700,2009-10-08,1700,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09008115,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-09,2009-10-09,2045,2009-10-09,2045,81,892858.31700000004,503002.52299999999
5183 PONCE DE LEON BLVD,,09008114,1,ZOA,TRESPASS WARNING,2009-10-10,2009-10-09,2306,2009-10-09,2306,49,895569.78700000001,504323.94
5202 UNIVERSITY DR,,09008122,1,VAC,VANDALISM TO PROPERTY,2009-10-10,2009-10-10,0725,2009-10-10,0725,27,894455.40899999999,504947.43699999998
1241 THEO DICKINSON DR,,09008125,1,PRB,PROPERTY LOST,2009-10-10,2009-10-08,1925,2009-10-08,1925,81,892858.31700000004,503002.52299999999
1306 STANFORD DR,,09008153,1,PRB,PROPERTY LOST,2009-10-11,2009-10-02,1100,2009-10-02,1100,31,893821.40300000005,504487.02600000001
1245 DAUER DR,,09008172,1,THC,THEFT FROM MOTOR VEHICLE,2009-10-12,2009-10-12,1200,2009-10-12,1200,65,893424.071,502854.73300000001
"5150 BRUNSON DR, LIRC",,09008178,1,PRB,PROPERTY LOST,2009-10-12,2009-10-12,1215,2009-10-12,1215,22,894535.49300000002,505370.87
1245 DAUER DR,,09008174,1,THC,THEFT FROM MOTOR VEHICLE,2009-10-12,2009-10-12,1200,2009-10-12,1200,65,893424.071,502854.73300000001
1245 DAUER DR,,09008175,1,THC,THEFT FROM MOTOR VEHICLE,2009-10-12,2009-10-12,1200,2009-10-12,1200,65,893424.071,502854.73300000001
"5150 BRUNSON DR, LIRC",,09008183,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-12,2009-10-12,1230,2009-10-12,1230,22,894535.49300000002,505370.87
1551 BRESCIA AV,,09008201,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-10-13,2009-10-13,1120,2009-10-13,1120,99,891580.03899999999,501686.75099999999
1525 ALBENGA AV,,09008222,1,ZZZ,VOID RECORDS USE ONLY,2009-10-13,2009-10-13,1912,2009-10-13,1912,109,891786.45900000003,502485.90500000003
1216 THEO DICKINSON DR,36K,09008186,1,FDD,FD SICK INJURED PERSON,2009-10-13,2009-10-13,0018,2009-10-13,0018,62,893730.56900000002,503420.55200000003
1111 MEMORIAL DR,207,09008199,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-13,2009-10-13,1032,2009-10-13,1032,18,894105.66599999997,505505.27299999999
1241 THEO DICKINSON DR,,09008225,1,PRB,PROPERTY LOST,2009-10-13,2009-10-13,2000,2009-10-13,2000,81,892858.31700000004,503002.52299999999
1111 MEMORIAL DR,,09008270,1,POB,PORNOGRAPHY UNLAWFUL POSSESSION,2009-10-15,2009-10-15,1100,2009-10-15,1100,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,09008270,2,PRA,PROPERTY FOUND IMPOUNDED,2009-10-15,2009-10-15,1100,2009-10-15,1100,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,09008270,2,PRA,PROPERTY FOUND IMPOUNDED,2009-10-15,2009-10-15,1100,2009-10-15,1100,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,09008270,1,ZOA,TRESPASS WARNING,2009-10-15,2009-10-15,1100,2009-10-15,1100,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,09008270,1,ZOA,TRESPASS WARNING,2009-10-15,2009-10-15,1100,2009-10-15,1100,18,894105.66599999997,505505.27299999999
5030 BRUNSON DR,,09008279,1,SCA,SIMPLE BATTERY,2009-10-15,2009-10-14,1655,2009-10-14,1655,19,894255.06599999999,505594.31900000002
5030 BRUNSON DR,,09008279,1,SCA,SIMPLE BATTERY,2009-10-15,2009-10-14,1655,2009-10-14,1655,19,894255.06599999999,505594.31900000002
1244 STANFORD DR,,09008282,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-15,2009-10-15,1325,2009-10-15,1325,45,895022.70700000005,504471.212
1244 STANFORD DR,,09008282,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-15,2009-10-15,1325,2009-10-15,1325,45,895022.70700000005,504471.212
1314 MILLER DR,,09008290,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-15,2009-10-14,2030,2009-10-14,2030,33,893377.17200000002,504450.17200000002
1314 MILLER DR,,09008290,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-15,2009-10-14,2030,2009-10-14,2030,33,893377.17200000002,504450.17200000002
1306 STANFORD DR,,09008302,1,PRB,PROPERTY LOST,2009-10-16,2009-10-05,1300,2009-10-05,1300,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09008302,1,PRB,PROPERTY LOST,2009-10-16,2009-10-05,1300,2009-10-05,1300,31,893821.40300000005,504487.02600000001
1111 MEMORIAL DR,,09008369,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-10-19,2009-10-19,1011,2009-10-19,1011,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,09008369,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-10-19,2009-10-19,1011,2009-10-19,1011,18,894105.66599999997,505505.27299999999
1241 THEO DICKINSON DR,,09008367,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-10-19,2009-10-19,0928,2009-10-19,0928,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09008367,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-10-19,2009-10-19,0928,2009-10-19,0928,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09008392,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-10-20,2009-10-20,0930,2009-10-20,0930,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09008392,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2009-10-20,2009-10-20,0930,2009-10-20,0930,81,892858.31700000004,503002.52299999999
1252 MEMORIAL DR,,09008387,1,FRD,FRAUD BY CREDIT CARD ATM,2009-10-20,2009-09-25,1205,2009-10-05,1205,17,893876.15800000005,505263.125
1252 MEMORIAL DR,,09008387,2,FRD,FRAUD BY CREDIT CARD ATM,2009-10-20,2009-09-25,1205,2009-10-05,1205,17,893876.15800000005,505263.125
1252 MEMORIAL DR,,09008387,1,FRL,FRAUD OTHER JURISDICTION,2009-10-20,2009-09-25,1205,2009-10-05,1205,17,893876.15800000005,505263.125
1252 MEMORIAL DR,,09008387,2,FRL,FRAUD OTHER JURISDICTION,2009-10-20,2009-09-25,1205,2009-10-05,1205,17,893876.15800000005,505263.125
1111 MEMORIAL DR,202,09008398,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-20,2009-10-19,1520,2009-10-19,1520,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,202,09008398,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-20,2009-10-19,1520,2009-10-19,1520,18,894105.66599999997,505505.27299999999
1241 THEO DICKINSON DR,,09008402,1,THC,THEFT FROM MOTOR VEHICLE,2009-10-20,2009-10-20,0900,2009-10-20,0900,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09008402,1,THC,THEFT FROM MOTOR VEHICLE,2009-10-20,2009-10-20,0900,2009-10-20,0900,81,892858.31700000004,503002.52299999999
5615 PAVIA ST,,09008431,1,THG,THEFT FROM COIN OPERATED MACHINE,2009-10-21,2009-10-14,1128,2009-10-21,1128,54,894485.30200000003,503768.17499999999
5615 PAVIA ST,,09008431,1,THG,THEFT FROM COIN OPERATED MACHINE,2009-10-21,2009-10-14,1128,2009-10-21,1128,54,894485.30200000003,503768.17499999999
1300 MEMORIAL DR,BLK,09008435,1,VAB,VANDALISM TO VEHICLE,2009-10-21,2009-10-21,1130,2009-10-21,1130,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,BLK,09008435,1,VAB,VANDALISM TO VEHICLE,2009-10-21,2009-10-21,1130,2009-10-21,1130,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,09008430,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-21,2009-10-21,0907,2009-10-21,0907,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,09008430,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-21,2009-10-21,0907,2009-10-21,0907,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,09008464,1,ZOA,TRESPASS WARNING,2009-10-22,2009-10-21,1150,2009-10-22,1150,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,09008464,1,ZOA,TRESPASS WARNING,2009-10-22,2009-10-21,1150,2009-10-22,1150,16,893634.74199999997,505003.36800000002
1306 STANFORD DR,,09008483,1,TVE,THEFT OF BICYCLE,2009-10-22,2009-10-22,1416,2009-10-22,1416,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09008483,1,TVE,THEFT OF BICYCLE,2009-10-22,2009-10-22,1416,2009-10-22,1416,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09008481,1,ZOA,TRESPASS WARNING,2009-10-22,2009-10-22,1645,2009-10-22,1645,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09008481,1,ZOA,TRESPASS WARNING,2009-10-22,2009-10-22,1645,2009-10-22,1645,31,893821.40300000005,504487.02600000001
1300 MEMORIAL DR,,09008489,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-22,2009-10-09,2030,2009-10-09,2030,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,09008489,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-22,2009-10-09,2030,2009-10-09,2030,16,893634.74199999997,505003.36800000002
1306 STANFORD DR,,09008516,1,TVE,THEFT OF BICYCLE,2009-10-24,2009-10-22,1210,2009-10-22,1210,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09008516,1,TVE,THEFT OF BICYCLE,2009-10-24,2009-10-22,1210,2009-10-22,1210,31,893821.40300000005,504487.02600000001
1300 MEMORIAL DR,,09008549,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-25,2009-10-16,1100,2009-10-16,1100,16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,09008549,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2009-10-25,2009-10-16,1100,2009-10-16,1100,16,893634.74199999997,505003.36800000002
6200 SAN AMARO DR,BLK,09008577,1,ZOA,TRESPASS WARNING,2009-10-26,2009-10-26,0033,2009-10-26,0033,96,892059.28200000001,501423.57299999997
